% Model,hl2.mph
% Version,COMSOL 6.1.0.357
% Date,"Nov 13 2023, 18:16"
% Table,d3_m - 
% m,d1 (m),freq (Hz),"Total acoustic pressure (Pa), Pressure","Total acoustic velocity, z-component (m^3/s), Velocity"
0,0.03,8440,1100,-7.16058709320931E-5+3.761882060753186E-4i
0,0.03,8450,1100,-4.283559522931429E-5+2.620321421332116E-4i
0,0.03,8460,1100,-2.856431327487621E-5+1.84744876440595E-4i
0,0.03,8470,1100,-2.0539533885645085E-5+1.269668448461791E-4i
0,0.03,8480,1100,-1.5648959274829645E-5+7.991217040970825E-5i
0,0.03,8490,1100,-1.2541487722321277E-5+3.7986270905944547E-5i
0,0.03,8500,1100,-1.0641861998463487E-5-4.1540483818557985E-6i
0,0.03,8510,1100,-1.0072753983808986E-5-5.646495553714849E-5i
0,0.03,8520,1100,-1.5062110063292054E-5-1.6310269848341454E-4i
0,0.03,8530,1100,-0.0014959445628434547+0.0015001576888590924i
0,0.03,8540,1100,-1.4004436642111912E-5+1.0488796336481987E-4i
0,0.03,8550,1100,-7.938845372365042E-6+1.2957723016626766E-5i
0,0.03,8560,1100,-6.515934949920056E-6-3.258491077481929E-5i
0,0.03,8570,1100,-5.973689738210124E-6-6.69419942803872E-5i
0,0.03,8580,1100,-5.813953731792628E-6-9.812483666274731E-5i
0,0.03,8590,1100,-5.939324018244015E-6-1.2963847590117807E-4i
0,0.03,8600,1100,-6.380031136470154E-6-1.6409288221808611E-4i
0,0.03,8610,1100,-7.279458553463056E-6-2.045161228607315E-4i
0,0.03,8620,1100,-8.997058847164E-6-2.556526911494795E-4i
0,0.03,8630,1100,-1.2490061174355413E-5-3.2672535981182567E-4i
0,0.03,8640,1100,-2.0981966740325197E-5-4.402611314396597E-4i
0,0.03,8650,1100,-5.206798962271602E-5-6.757485169096604E-4i
0,0.03,8660,1100,-5.256735693306832E-4-0.0017409759611313918i
0,0.03,8670,1100,-2.1379412738542145E-4+4.117885062729939E-4i
0,0.03,8680,1100,-1.531953471475688E-4-8.177201959462094E-4i
0,0.03,8690,1100,-8.260157556157174E-4+0.002817277574648653i
0,0.03,8700,1100,-5.7318899500439454E-5+7.481007328926363E-4i
0,0.03,8710,1100,-2.3330690820070584E-5+4.269930296943844E-4i
0,0.03,8720,1100,-1.4220581843950185E-5+2.872240435098652E-4i
0,0.03,8730,1100,-1.0402851030201218E-5+2.0538085144405671E-4i
0,0.03,8740,1100,-8.453164373229375E-6+1.4978910950465943E-4i
0,0.03,8750,1100,-7.35646471558986E-6+1.0839059988701761E-4i
0,0.03,8760,1100,-6.719473830316055E-6+7.5513875570653E-5i
0,0.03,8770,1100,-6.363572920369134E-6+4.8102566556144536E-5i
0,0.03,8780,1100,-6.199614120364659E-6+2.4339059465745752E-5i
0,0.03,8790,1100,-6.181417940404316E-6+3.053600839929519E-6i
0,0.03,8800,1100,-6.286242904192323E-6-1.6561358959739248E-5i
0,0.03,8810,1100,-6.506054425716897E-6-3.510314987274941E-5i
0,0.03,8820,1100,-6.843789918326186E-6-5.3047266629132776E-5i
0,0.03,8830,1100,-7.312401645742117E-6-7.080412156641722E-5i
0,0.03,8840,1100,-7.935937659066037E-6-8.876048349574973E-5i
0,0.03,8850,1100,-8.75273660080377E-6-1.0731532045805385E-4i
0,0.03,8860,1100,-9.821546252240814E-6-1.2691746496798191E-4i
0,0.03,8870,1100,-1.1232448552900815E-5-1.4811300639680622E-4i
0,0.03,8880,1100,-1.3126519429121473E-5-1.7161378186357593E-4i
0,0.03,8890,1100,-1.573258488797765E-5-1.9840679003076123E-4i
0,0.03,8900,1100,-1.9439947944543955E-5-2.299433660935306E-4i
0,0.03,8910,1100,-2.4953294409742722E-5-2.6849132895037837E-4i
0,0.03,8920,1100,-3.365526387499821E-5-3.178450473434935E-4i
0,0.03,8930,1100,-4.856617776184375E-5-3.8489938785127775E-4i
0,0.03,8940,1100,-7.734561993188595E-5-4.8356991266965685E-4i
0,0.03,8950,1100,-1.4421787199929282E-4-6.459910736103423E-4i
0,0.03,8960,1100,-3.583845720970239E-4-9.561182504788376E-4i
0,0.03,8970,1100,-0.0015215333315715415-0.0013476828776908267i
0,0.03,8980,1100,-0.0015117295141724289+0.0011962536166976426i
0,0.03,8990,1100,-3.461963093182144E-4+7.887594168737093E-4i
0,0.03,9000,1100,-1.356786410070411E-4+4.7202883670727946E-4i
0,0.03,9010,1100,-7.108884737445548E-5+3.0437665248425415E-4i
0,0.03,9020,1100,-4.3795779270381076E-5+1.993781985478306E-4i
0,0.03,9030,1100,-2.9982476619951668E-5+1.2364590034443534E-4i
0,0.03,9040,1100,-2.2230304313954257E-5+6.17266720690348E-5i
0,0.03,9050,1100,-1.7739938607577773E-5+3.94983971546192E-6i
0,0.03,9060,1100,-1.5524376292227137E-5-5.959260378656886E-5i
0,0.03,9070,1100,-1.6163121086817626E-5-1.480801973522121E-4i
0,0.03,9080,1100,-2.7243366611814853E-5-3.3334821948205614E-4i
0,0.03,9090,1100,-4.277013763945199E-4-0.0016851197065385441i
0,0.03,9100,1100,-6.180773146159091E-5+6.234342000859472E-4i
0,0.03,9110,1100,-1.6426855409231738E-5+2.5014172691949774E-4i
0,0.03,9120,1100,-9.881559095791876E-6+1.3699250097433708E-4i
0,0.03,9130,1100,-7.576846330443213E-6+7.63525600572195E-5i
0,0.03,9140,1100,-6.442054303852636E-6+3.509022699834526E-5i
0,0.03,9150,1100,-5.792444927079402E-6+2.95561622048997E-6i
0,0.03,9160,1100,-5.402930220710868E-6-2.4376663801901116E-5i
0,0.03,9170,1100,-5.18288113462751E-6-4.915100965853864E-5i
0,0.03,9180,1100,-5.093686198915629E-6-7.275514423164509E-5i
0,0.03,9190,1100,-5.123043396805663E-6-9.621334066267168E-5i
0,0.03,9200,1100,-5.277383238706371E-6-1.2043776857677996E-4i
0,0.03,9210,1100,-5.5830664563134905E-6-1.464057092547308E-4i
0,0.03,9220,1100,-6.096018153682931E-6-1.7534854435502194E-4i
0,0.03,9230,1100,-6.926468096247328E-6-2.0904016281837816E-4i
0,0.03,9240,1100,-8.300663460734738E-6-2.503524509306667E-4i
0,0.03,9250,1100,-1.0732159995556757E-5-3.0452164042138073E-4i
0,0.03,9260,1100,-1.5592786724980727E-5-3.8258765186271543E-4i
0,0.03,9270,1100,-2.765160120570477E-5-5.132735927106123E-4i
0,0.03,9280,1100,-7.406301046318866E-5-8.044841506098392E-4i
0,0.03,9290,1100,-8.221363431285152E-4-0.002245414885577969i
0,0.03,9300,1100,-3.313407402819361E-4+0.0011140692205977218i
0,0.03,9310,1100,-6.0136534553463493E-5+2.3871843929353212E-4i
0,0.03,9320,1100,-4.296955315518136E-5-1.3953090407658339E-4i
0,0.03,9330,1100,-0.0022892128293872886+0.0023854675666725765i
0,0.03,9340,1100,-2.9006041556076143E-5+1.301833806388474E-4i
0,0.03,9350,1100,-2.7281601564059646E-5-1.4961830979747366E-4i
0,0.03,9360,1100,-7.853776023463936E-5-5.935612936278461E-4i
0,0.03,9370,1100,-0.0036599991186339015+0.0036788300183651515i
0,0.03,9380,1100,-5.764590085760788E-5+6.246003313388745E-4i
0,0.03,9390,1100,-2.1593308044953032E-5+3.092429163777472E-4i
0,0.03,9400,1100,-1.4625768121623213E-5+1.778936667367032E-4i
0,0.03,9410,1100,-1.299019234998613E-5+9.19066414002711E-5i
0,0.03,9420,1100,-1.672078700337273E-5-2.7911132466982654E-6i
0,0.03,9430,1100,-4.34997549115979E-5+2.0172471484309032E-4i
0,0.03,9440,1100,-1.4186927336439776E-5+2.5621039356797942E-5i
0,0.03,9450,1100,-1.4835311215975682E-5-2.814042910843943E-5i
0,0.03,9460,1100,-1.7126948196311014E-5-7.149344493426151E-5i
0,0.03,9470,1100,-2.0811366412258585E-5-1.1418627235430563E-4i
0,0.03,9480,1100,-2.65411499662323E-5-1.60845828928429E-4i
0,0.03,9490,1100,-3.580856993346519E-5-2.1631816094942665E-4i
0,0.03,9500,1100,-5.198280293978595E-5-2.881369658142259E-4i
0,0.03,9510,1100,-8.378017830844144E-5-3.9078240718930674E-4i
0,0.03,9520,1100,-1.593799956819175E-4-5.569592311805658E-4i
0,0.03,9530,1100,-4.088427145070757E-4-8.655345694297401E-4i
0,0.03,9540,1100,-0.0016814834686661082-0.0010286376932175003i
0,0.03,9550,1100,-0.0012235221382830524+0.0011553717087051788i
0,0.03,9560,1100,-3.161316202736471E-4+7.829290852067362E-4i
0,0.03,9570,1100,-1.310001934620712E-4+5.12650577117633E-4i
0,0.03,9580,1100,-7.052591986388365E-5+3.65757819271866E-4i
0,0.03,9590,1100,-4.4054611256902484E-5+2.744940194243994E-4i
0,0.03,9600,1100,-3.0266624094379418E-5+2.1151670880106005E-4i
0,0.03,9610,1100,-2.2224672280782837E-5+1.64622128376679E-4i
0,0.03,9620,1100,-1.71500692843145E-5+1.276498093670779E-4i
0,0.03,9630,1100,-1.3759351258987676E-5+9.71669614569698E-5i
0,0.03,9640,1100,-1.1395036272501375E-5+7.11037050588599E-5i
0,0.03,9650,1100,-9.692892825937144E-6+4.812689837131704E-5i
0,0.03,9660,1100,-8.438528951338226E-6+2.7325761359658357E-5i
0,0.03,9670,1100,-7.499654461352347E-6+8.041353098629789E-6i
0,0.03,9680,1100,-6.7916982700999545E-6-1.023292683532178E-5i
0,0.03,9690,1100,-6.259355451758846E-6-2.791429362924333E-5i
0,0.03,9700,1100,-5.866300490170274E-6-4.537492610292555E-5i
0,0.03,9710,1100,-5.589409394570081E-6-6.2978408511051E-5i
0,0.03,9720,1100,-5.415750325335714E-6-8.11163821832802E-5i
0,0.03,9730,1100,-5.341645155968467E-6-1.0025420982868955E-4i
0,0.03,9740,1100,-5.37390910879977E-6-1.209991536553824E-4i
0,0.03,9750,1100,-5.534493080211275E-6-1.442171384324488E-4i
0,0.03,9760,1100,-5.8722879033969064E-6-1.7125645966214515E-4i
0,0.03,9770,1100,-6.493373830782421E-6-2.0442676579429946E-4i
0,0.03,9780,1100,-7.648293993248657E-6-2.481693216570984E-4i
0,0.03,9790,1100,-1.0040643412182101E-5-3.1247611497397685E-4i
0,0.03,9800,1100,-1.6349900648914256E-5-4.260269648587883E-4i
0,0.03,9810,1100,-4.57155471947705E-5-7.203000557181188E-4i
0,0.03,9820,1100,-0.0032343915203575982-0.004457163281822853i
0,0.03,9830,1100,-5.7953154626569706E-5+5.41423075644906E-4i
0,0.03,9840,1100,-1.6826392896436252E-5+1.4767253721184682E-4i
0,0.03,9850,1100,-1.0967615317829836E-5+5.153035580530148E-6i
0,0.03,9860,1100,-1.0063845156734172E-5-8.380875923135002E-5i
0,0.03,9870,1100,-1.1194819780715104E-5-1.5929577459299145E-4i
0,0.03,9880,1100,-1.4512152904988836E-5-2.4039190733897794E-4i
0,0.03,9890,1100,-2.251690103847084E-5-3.493270549457177E-4i
0,0.03,9900,1100,-4.686914396281087E-5-5.418095854588032E-4i
0,0.03,9910,1100,-1.9589271065801098E-4-0.0010992769939772154i
0,0.03,9920,1100,-0.0034167337571134027+0.002680093640901764i
0,0.03,9930,1100,-1.2039625380585393E-4+6.811838345120233E-4i
0,0.03,9940,1100,-3.907484846341869E-5+2.922304727939566E-4i
0,0.03,9950,1100,-2.2132550502451842E-5+1.3304252370700486E-4i
0,0.03,9960,1100,-1.6470915417269395E-5+3.688510665211116E-5i
0,0.03,9970,1100,-1.4486865867092593E-5-3.550899244126479E-5i
0,0.03,9980,1100,-1.4299151717736014E-5-9.939109579754932E-5i
0,0.03,9990,1100,-1.5449058901742242E-5-1.6379591986679499E-4i
0,0.03,10000,1100,-1.8176582451756358E-5-2.3757541104535643E-4i
1,0.03,10,1100.0000000000002,0.0016617947544523251+0.1412188704961366i
1,0.03,20,1100.0000000000002,5.57410943150691E-4+0.07042507120199833i
1,0.03,30,1100.0000000000002,2.963029554270419E-4+0.04689269370845766i
1,0.03,40,1100.0000000000002,1.8974763058588745E-4+0.035143332293190485i
1,0.03,50,1100.0000000000002,1.3446646771621382E-4+0.028100151785871292i
1,0.03,60,1100.0000000000002,1.0156484063965427E-4+0.023407736631701117i
1,0.03,70,1100.0000000000002,8.015169572861246E-5+0.02005764767272429i
1,0.03,80,1100.0000000000002,6.530978043251659E-5+0.017546045080930876i
1,0.03,90,1100.0000000000002,5.45296315772479E-5+0.01559318293827263i
1,0.03,100,1100.0000000000002,4.641125438104437E-5+0.014031294114490986i
1,0.03,110,1100.0000000000002,4.011874540806207E-5+0.012753660382760525i
1,0.03,120,1100.0000000000002,3.512555270120418E-5+0.011689160471339662i
1,0.03,130,1100.0000000000002,3.108529188420874E-5+0.01078857107577785i
1,0.03,140,1100.0000000000002,2.7761780761829477E-5+0.010016741769357514i
1,0.03,150,1100.0000000000002,2.498904801940044E-5+0.009347901469880687i
1,0.03,160,1100.0000000000002,2.2647421963859157E-5+0.008762725820837926i
1,0.03,170,1100.0000000000002,2.0648676845530913E-5+0.008246440099084021i
1,0.03,180,1100.0000000000002,1.892649757720989E-5+0.007787554777248641i
1,0.03,190,1100.0000000000002,1.7430181237494587E-5+0.00737700056242079i
1,0.03,200,1100.0000000000002,1.612037101263777E-5+0.007007523038244674i
1,0.03,210,1100.0000000000002,1.4966101924373562E-5+0.006673250341744531i
1,0.03,220,1100.0000000000002,1.3942714121971172E-5+0.006369378796944918i
1,0.03,230,1100.0000000000002,1.3030352586858423E-5+0.0060919405916349334i
1,0.03,240,1100.0000000000002,1.2212871051033376E-5+0.005837629558994166i
1,0.03,250,1100.0000000000002,1.1477019516535346E-5+0.005603668788670234i
1,0.03,260,1100.0000000000002,1.0811833978726859E-5+0.005387708801405345i
1,0.03,270,1100.0000000000002,1.0208172449722951E-5+0.005187748360466842i
1,0.03,280,1100.0000000000002,9.658358267195922E-6+0.005002072258664921i
1,0.03,290,1100.0000000000002,9.15590305720897E-6+0.0048292019819626275i
1,0.03,300,1100.0000000000002,8.695289515091412E-6+0.004667856244098098i
1,0.03,310,1100.0000000000002,8.271799585286205E-6+0.004516919162518588i
1,0.03,320,1100.0000000000002,7.881377436524698E-6+0.004375414403524334i
1,0.03,330,1100.0000000000002,7.520519350058801E-6+0.004242484030004104i
1,0.03,340,1100.0000000000002,7.186184602503639E-6+0.004117371083262884i
1,0.03,350,1100.0000000000002,6.875722857507126E-6+0.003999405151879679i
1,0.03,360,1100.0000000000002,6.5868146363593016E-6+0.003887990346597622i
1,0.03,370,1100.0000000000002,6.317422223287878E-6+0.003782595225905839i
1,0.03,380,1100.0000000000002,6.065748951025081E-6+0.003682744312862333i
1,0.03,390,1100.0000000000002,5.830205258810754E-6+0.003588010917461491i
1,0.03,400,1100.0000000000002,5.6093802557977205E-6+0.003498011036005541i
1,0.03,410,1100.0000000000002,5.402017784877428E-6+0.0034123981435450978i
1,0.03,420,1100.0000000000002,5.2069961848772364E-6+0.0033308587304993593i
1,0.03,430,1100.0000000000002,5.023311107268461E-6+0.003253108462273603i
1,0.03,440,1100.0000000000002,4.850060867665484E-6+0.0031788888627319535i
1,0.03,450,1100.0000000000002,4.686433910360334E-6+0.003107964440012541i
1,0.03,460,1100.0000000000002,4.531698041931721E-6+0.0030401201873525626i
1,0.03,470,1100.0000000000002,4.385191152058266E-6+0.002975159403054535i
1,0.03,480,1100.0000000000002,4.246313189496487E-6+0.0029129017830388224i
1,0.03,490,1100.0000000000002,4.11451920137247E-6+0.002853181747030518i
1,0.03,500,1100.0000000000002,3.989313276496432E-6+0.0027958469656624066i
1,0.03,510,1100.0000000000002,3.870243259924262E-6+0.0027407570609095217i
1,0.03,520,1100.0000000000002,3.756896127656982E-6+0.002687782456515461i
1,0.03,530,1100.0000000000002,3.648893928171562E-6+0.00263680335859464i
1,0.03,540,1100.0000000000002,3.5458902121402224E-6+0.002587708849530797i
1,0.03,550,1100.0000000000002,3.4475668838380392E-6+0.002540396080748222i
1,0.03,560,1100.0000000000002,3.353631417816651E-6+0.0024947695519927484i
1,0.03,570,1100.0000000000002,3.263814392835761E-6+0.002450740466495355i
1,0.03,580,1100.0000000000002,3.1778673020607165E-6+0.0024082261528572037i
1,0.03,590,1100.0000000000002,3.095560604445771E-6+0.0023671495457373796i
1,0.03,600,1100.0000000000002,3.0166819871824588E-6+0.002327438718480644i
1,0.03,610,1100.0000000000002,2.941034813288685E-6+0.002289026461722523i
1,0.03,620,1100.0000000000002,2.868436731964037E-6+0.0022518499027787517i
1,0.03,630,1100.0000000000002,2.798718432359462E-6+0.0022158501612852747i
1,0.03,640,1100.0000000000002,2.731722523972062E-6+0.0021809720371218123i
1,0.03,650,1100.0000000000002,2.667302529077121E-6+0.002147163727140299i
1,0.03,660,1100.0000000000002,2.605321974485534E-6+0.00211437656764093i
1,0.03,670,1100.0000000000002,2.545653571529182E-6+0.0020825647999033955i
1,0.03,680,1100.0000000000002,2.4881784745665988E-6+0.0020516853563975735i
1,0.03,690,1100.0000000000002,2.4327856094981066E-6+0.002021697665573102i
1,0.03,700,1100.0000000000002,2.379371064815491E-6+0.001992563473366828i
1,0.03,710,1100.0000000000002,2.3278375386121363E-6+0.0019642466797765617i
1,0.03,720,1100.0000000000002,2.278093835756614E-6+0.0019367131890325726i
1,0.03,730,1100.0000000000002,2.2300544101136282E-6+0.0019099307720582832i
1,0.03,740,1100.0000000000002,2.1836389472939192E-6+0.0018838689400527602i
1,0.03,750,1100.0000000000002,2.1387719839261783E-6+0.0018584988281506265i
1,0.03,760,1100.0000000000002,2.095382559909694E-6+0.0018337930882242962i
1,0.03,770,1100.0000000000002,2.053403900501286E-6+0.001809725789988634i
1,0.03,780,1100.0000000000002,2.012773125448775E-6+0.001786272329652796i
1,0.03,790,1100.0000000000002,1.9734309826980826E-6+0.0017634093454381708i
1,0.03,800,1100.0000000000002,1.9353216044802884E-6+0.0017411146393464519i
1,0.03,810,1100.0000000000002,1.8983922838394524E-6+0.0017193671046193413i
1,0.03,820,1100.0000000000002,1.8625932698874805E-6+0.0016981466583812842i
1,0.03,830,1100.0000000000002,1.8278775802804724E-6+0.001677434178999776i
1,0.03,840,1100.0000000000002,1.7942008296028207E-6+0.0016572114477348995i
1,0.03,850,1100.0000000000002,1.7615210725222591E-6+0.0016374610942803895i
1,0.03,860,1100.0000000000002,1.7297986607487438E-6+0.001618166545822754i
1,0.03,870,1100.0000000000002,1.6989961129926396E-6+0.0015993119792631772i
1,0.03,880,1100.0000000000002,1.669077997277542E-6+0.0015808822762567588i
1,0.03,890,1100.0000000000002,1.6400108251200298E-6+0.001562862980725278i
1,0.03,900,1100.0000000000002,1.611762957249229E-6+0.001545240258489883i
1,0.03,910,1100.0000000000002,1.5843045206942533E-6+0.0015280008586454358i
1,0.03,920,1100.0000000000002,1.5576073372169586E-6+0.001511132076253768i
1,0.03,930,1100.0000000000002,1.531644863196503E-6+0.0014946217158598998i
1,0.03,940,1100.0000000000002,1.506392141131465E-6+0.0014784580552200505i
1,0.03,950,1100.0000000000002,1.4818257628672347E-6+0.001462629808452032i
1,0.03,960,1100.0000000000002,1.4579238442999097E-6+0.0014471260875435121i
1,0.03,970,1100.0000000000002,1.4346660103844053E-6+0.0014319363607242655i
1,0.03,980,1100.0000000000002,1.4120333871502212E-6+0.001417050405530469i
1,0.03,990,1100.0000000000002,1.390008592873657E-6+0.0014024582532954873i
1,0.03,1000,1100.0000000000002,1.3685757109433576E-6+0.0013881501199964705i
1,0.03,1010,1100.0000000000002,1.3477202066513146E-6+0.0013741163153201104i
1,0.03,1020,1100.0000000000002,1.327428706575241E-6+0.001360347116429634i
1,0.03,1030,1100.0000000000002,1.3076884632530835E-6+0.0013468325831073457i
1,0.03,1040,1100.0000000000002,1.288486108477279E-6+0.0013335622722632948i
1,0.03,1050,1100.0000000000002,1.2698047725006268E-6+0.0013205247723309759i
1,0.03,1060,1100.0000000000002,1.2516173062382853E-6+0.00130770689819542i
1,0.03,1070,1100.0000000000002,1.2338696582116341E-6+0.0012950922040368185i
1,0.03,1080,1100.0000000000002,1.2164372907945223E-6+0.0012826580111840091i
1,0.03,1090,1100.0000000000002,1.1989991313989091E-6+0.0012703688515899533i
1,0.03,1100,1100.0000000000002,1.1806171220245155E-6+0.0012581599803809657i
1,0.03,1110,1100.0000000000002,1.157996401675375E-6+0.001245887427860756i
1,0.03,1120,1100.0000000000002,1.1151791274204362E-6+0.0012331248003478348i
1,0.03,1130,1100.0000000000002,8.934484454882716E-7+0.001217685750023834i
1,0.03,1140,1100.0000000000002,-8.358573603134917E-5+0.0013093016004020227i
1,0.03,1150,1100.0000000000002,6.748036926384979E-7+0.0012117418315396582i
1,0.03,1160,1100.0000000000002,9.362184054149819E-7+0.0011974363463786494i
1,0.03,1170,1100.0000000000002,9.839809861334904E-7+0.0011857246949669054i
1,0.03,1180,1100.0000000000002,9.948225085287899E-7+0.0011748143449931891i
1,0.03,1190,1100.0000000000002,9.938906547939823E-7+0.0011643286834946093i
1,0.03,1200,1100.0000000000002,9.88023016850211E-7+0.0011541373129382547i
1,0.03,1210,1100.0000000000002,9.79754740618791E-7+0.0011441815398336214i
1,0.03,1220,1100.0000000000002,9.702186901545268E-7+0.0011344299187551854i
1,0.03,1230,1100.0000000000002,9.599885506771316E-7+0.0011248632662465763i
1,0.03,1240,1100.0000000000002,9.493819011383294E-7+0.0011154686189164362i
1,0.03,1250,1100.0000000000002,9.385864954377673E-7+0.001106236469771839i
1,0.03,1260,1100.0000000000002,9.277189648109241E-7+0.0010971593784729154i
1,0.03,1270,1100.0000000000002,9.16854516779252E-7+0.0010882312186121963i
1,0.03,1280,1100.0000000000002,9.060430110076722E-7+0.0010794467447170063i
1,0.03,1290,1100.0000000000002,8.953181552040149E-7+0.0010708013303405701i
1,0.03,1300,1100.0000000000002,8.847030130462299E-7+0.0010622908026916118i
1,0.03,1310,1100.0000000000002,8.742134339451707E-7+0.0010539113342287422i
1,0.03,1320,1100.0000000000002,8.638602609611722E-7+0.001045659369182202i
1,0.03,1330,1100.0000000000002,8.536507935862602E-7+0.001037531572216497i
1,0.03,1340,1100.0000000000002,8.435897814209006E-7+0.0010295247915457291i
1,0.03,1350,1100.0000000000002,8.336801141576582E-7+0.001021636031732134i
1,0.03,1360,1100.0000000000002,8.239233100370428E-7+0.001013862433125169i
1,0.03,1370,1100.0000000000002,8.143198675983232E-7+0.0010062012559516522i
1,0.03,1380,1100.0000000000002,8.048695228471472E-7+9.986498677257707E-4i
1,0.03,1390,1100.0000000000002,7.955714398102183E-7+9.912057330699578E-4i
1,0.03,1400,1100.0000000000002,7.864243534108634E-7+9.838664053133433E-4i
1,0.03,1410,1100.0000000000002,7.774266777094027E-7+9.766295194184238E-4i
1,0.03,1420,1100.0000000000002,7.685765886369403E-7+9.694927859112543E-4i
1,0.03,1430,1100.0000000000002,7.59872087699326E-7+9.624539855756683E-4i
1,0.03,1440,1100.0000000000002,7.513110513051342E-7+9.555109647316675E-4i
1,0.03,1450,1100.0000000000002,7.428912690924473E-7+9.48661630959389E-4i
1,0.03,1460,1100.0000000000002,7.346104737215608E-7+9.419039491590475E-4i
1,0.03,1470,1100.0000000000002,7.264663639375729E-7+9.352359378570992E-4i
1,0.03,1480,1100.0000000000002,7.184566222207113E-7+9.286556656822317E-4i
1,0.03,1490,1100.0000000000002,7.105789279656398E-7+9.221612479427744E-4i
1,0.03,1500,1100.0000000000002,7.028309668312602E-7+9.157508432408964E-4i
1,0.03,1510,1100.0000000000002,6.952104366542913E-7+9.094226500589686E-4i
1,0.03,1520,1100.0000000000002,6.877150500857558E-7+9.031749032495045E-4i
1,0.03,1530,1100.0000000000002,6.803425338824466E-7+8.970058703524251E-4i
1,0.03,1540,1100.0000000000002,6.7309062453107E-7+8.909138476506852E-4i
1,0.03,1550,1100.0000000000002,6.659570595783804E-7+8.848971558569973E-4i
1,0.03,1560,1100.0000000000002,6.589395636507602E-7+8.789541352986493E-4i
1,0.03,1570,1100.0000000000002,6.520358276160967E-7+8.730831404311222E-4i
1,0.03,1580,1100.0000000000002,6.452434786031796E-7+8.672825334618711E-4i
1,0.03,1590,1100.0000000000002,6.385600375260987E-7+8.615506767959371E-4i
1,0.03,1600,1100.0000000000002,6.319828591994444E-7+8.558859239184709E-4i
1,0.03,1610,1100.0000000000002,6.255090477910048E-7+8.502866081919376E-4i
1,0.03,1620,1100.0000000000002,6.191353368009525E-7+8.44751028849861E-4i
1,0.03,1630,1100.0000000000002,6.128579172504057E-7+8.392774331839028E-4i
1,0.03,1640,1100.0000000000002,6.066721890792978E-7+8.338639935015247E-4i
1,0.03,1650,1100.0000000000002,6.005723967988269E-7+8.285087768016287E-4i
1,0.03,1660,1100.0000000000002,5.945510875239405E-7+8.232097041525946E-4i
1,0.03,1670,1100.0000000000002,5.88598290984603E-7+8.17964495253085E-4i
1,0.03,1680,1100.0000000000002,5.827002546380371E-7+8.127705912504106E-4i
1,0.03,1690,1100.0000000000002,5.768374489291589E-7+8.076250449416938E-4i
1,0.03,1700,1100.0000000000002,5.709813410548364E-7+8.025243608033388E-4i
1,0.03,1710,1100.0000000000002,5.650890229216444E-7+7.974642556143152E-4i
1,0.03,1720,1100.0000000000002,5.590939591237829E-7+7.924392892212828E-4i
1,0.03,1730,1100.0000000000002,5.528894103292267E-7+7.874422747240974E-4i
1,0.03,1740,1100.0000000000002,5.462973092701138E-7+7.824632969244164E-4i
1,0.03,1750,1100.0000000000002,5.390064361646811E-7+7.774879972207154E-4i
1,0.03,1760,1100.0000000000002,5.304408345703051E-7+7.724943938103421E-4i
1,0.03,1770,1100.0000000000002,5.194544223351453E-7+7.674465351643993E-4i
1,0.03,1780,1100.0000000000002,5.035381603716373E-7+7.62280575194661E-4i
1,0.03,1790,1100.0000000000002,4.764250911695209E-7+7.568700932871456E-4i
1,0.03,1800,1100.0000000000002,4.19090302853501E-7+7.509226699598615E-4i
1,0.03,1810,1100.0000000000002,2.5173150513073466E-7+7.435706807831185E-4i
1,0.03,1820,1100.0000000000002,-6.856219489193897E-7+7.305901783493958E-4i
1,0.03,1830,1100.0000000000002,-2.0785950759964167E-4+6.922571107897082E-4i
1,0.03,1840,1100.0000000000002,-1.2108291222254366E-6+7.574690547532992E-4i
1,0.03,1850,1100.0000000000002,1.4419884606741483E-8+7.441519065462404E-4i
1,0.03,1860,1100.0000000000002,2.4979833964792635E-7+7.369377961800873E-4i
1,0.03,1870,1100.0000000000002,3.3390678932152566E-7+7.312769919718671E-4i
1,0.03,1880,1100.0000000000002,3.7265998578158774E-7+7.262609581778687E-4i
1,0.03,1890,1100.0000000000002,3.929254614741383E-7+7.215872422695401E-4i
1,0.03,1900,1100.0000000000002,4.0417062578807807E-7+7.1712610374122E-4i
1,0.03,1910,1100.0000000000002,4.104611689978721E-7+7.128124415287623E-4i
1,0.03,1920,1100.0000000000002,4.13792781116312E-7+7.086098439061192E-4i
1,0.03,1930,1100.0000000000002,4.1524470201409475E-7+7.04496231587243E-4i
1,0.03,1940,1100.0000000000002,4.1544511704941675E-7+7.004573400932111E-4i
1,0.03,1950,1100.0000000000002,4.1478142001106244E-7+6.964834641452844E-4i
1,0.03,1960,1100.0000000000002,4.135038998375692E-7+6.925677059577496E-4i
1,0.03,1970,1100.0000000000002,4.117805743602906E-7+6.88704974786655E-4i
1,0.03,1980,1100.0000000000002,4.0972789623242176E-7+6.848913868300819E-4i
1,0.03,1990,1100.0000000000002,4.074287884487285E-7+6.811238901674928E-4i
1,0.03,2000,1100.0000000000002,4.0494367505127023E-7+6.774000219883285E-4i
1,0.03,2010,1100.0000000000002,4.023174659651019E-7+6.737177466112907E-4i
1,0.03,2020,1100.0000000000002,3.995841151193348E-7+6.700753444928014E-4i
1,0.03,2030,1100.0000000000002,3.9676967432064163E-7+6.664713343492468E-4i
1,0.03,2040,1100.0000000000002,3.938943872642003E-7+6.629044173287109E-4i
