% Model,hl2.mph
% Version,COMSOL 6.1.0.357
% Date,"Nov 13 2023, 18:16"
% Table,d3_m - 
% m,d1 (m),freq (Hz),"Total acoustic pressure (Pa), Pressure","Total acoustic velocity, z-component (m^3/s), Velocity"
0,0.03,990,1100,-7.914762368147012E-8+3.276976599152772E-4i
0,0.03,1000,1100,-1.0727735278082676E-7+3.185706105259378E-4i
0,0.03,1010,1100,-1.4082975168430889E-7+3.0903837085526173E-4i
0,0.03,1020,1100,-1.8132857063646463E-7+2.990016915438772E-4i
0,0.03,1030,1100,-2.3085814712459777E-7+2.883349705476203E-4i
0,0.03,1040,1100,-2.9232650592298724E-7+2.76876448498821E-4i
0,0.03,1050,1100,-3.698834953818202E-7+2.644137066865315E-4i
0,0.03,1060,1100,-4.696073054995191E-7+2.506616114522525E-4i
0,0.03,1070,1100,-6.006748697937116E-7+2.352276755934507E-4i
0,0.03,1080,1100,-7.774470872858207E-7+2.1755557852508637E-4i
0,0.03,1090,1100,-1.0233834080917214E-6+1.96828888453398E-4i
0,0.03,1100,1100,-1.3788699982360103E-6+1.7179791473889898E-4i
0,0.03,1110,1100,-1.9181438403796665E-6+1.4044710197273755E-4i
0,0.03,1120,1100,-2.7896884933874064E-6+9.930060579194523E-5i
0,0.03,1130,1100,-4.326078422799996E-6+4.180531545524206E-5i
0,0.03,1140,1100,-7.401925017621318E-6-4.604435322207592E-5i
0,0.03,1150,1100,-1.4966176795851657E-5-2.005022805916384E-4i
0,0.03,1160,1100,-4.262667102558402E-5-5.531777877730674E-4i
0,0.03,1170,1100,-3.773197197039393E-4-0.002226044513245327i
0,0.03,1180,1100,-4.219255668177456E-4+0.0029660546549728525i
0,0.03,1190,1100,-4.791968132377333E-5+0.001203091188677279i
0,0.03,1200,1100,-1.7669128848970867E-5+8.428857125509321E-4i
0,0.03,1210,1100,-9.246069395340881E-6+6.865804360151127E-4i
0,0.03,1220,1100,-5.738763387182472E-6+5.982413213660384E-4i
0,0.03,1230,1100,-3.941919324040116E-6+5.40791556746995E-4i
0,0.03,1240,1100,-2.896140439600701E-6+4.999801376764915E-4i
0,0.03,1250,1100,-2.232427369454479E-6+4.6916031285677086E-4i
0,0.03,1260,1100,-1.7839598941096291E-6+4.4481448016461675E-4i
0,0.03,1270,1100,-1.4662295565927273E-6+4.2490641767012154E-4i
0,0.03,1280,1100,-1.2326353514102086E-6+4.0817548474090593E-4i
0,0.03,1290,1100,-1.0557313778979391E-6+3.9379922888850035E-4i
0,0.03,1300,1100,-9.184798021475845E-7+3.8121801374878294E-4i
0,0.03,1310,1100,-8.098385174266187E-7+3.7003762397572497E-4i
0,0.03,1320,1100,-7.223897061793481E-7+3.599721877370663E-4i
0,0.03,1330,1100,-6.509966409535377E-7+3.5080920136376957E-4i
0,0.03,1340,1100,-5.920085233386105E-7+3.42387275552946E-4i
0,0.03,1350,1100,-5.42771655920082E-7+3.345815122929861E-4i
0,0.03,1360,1100,-5.013189731092813E-7+3.2729362386191285E-4i
0,0.03,1370,1100,-4.661671608818141E-7+3.2044509071000026E-4i
0,0.03,1380,1100,-4.3618072043509276E-7+3.1397231987926173E-4i
0,0.03,1390,1100,-4.104788443985914E-7+3.0782315205347467E-4i
0,0.03,1400,1100,-3.883703511888204E-7+3.019542971399354E-4i
0,0.03,1410,1100,-3.6930741679342313E-7+2.963294212772458E-4i
0,0.03,1420,1100,-3.528521537237918E-7+2.909176985999609E-4i
0,0.03,1430,1100,-3.3865213224405347E-7+2.8569269958502385E-4i
0,0.03,1440,1100,-3.264222323364219E-7+2.806315264104571E-4i
0,0.03,1450,1100,-3.159310495162974E-7+2.7571413170315726E-4i
0,0.03,1460,1100,-3.069906274786265E-7+2.7092277477889717E-4i
0,0.03,1470,1100,-2.9944865864097905E-7+2.6624158176492477E-4i
0,0.03,1480,1100,-2.931825450118372E-7+2.616561846191033E-4i
0,0.03,1490,1100,-2.880948864012442E-7+2.571534201760552E-4i
0,0.03,1500,1100,-2.8411008581431705E-7+2.527210747170132E-4i
0,0.03,1510,1100,-2.811718517069103E-7+2.4834766268750584E-4i
0,0.03,1520,1100,-2.7924144205978744E-7+2.4402223041343257E-4i
0,0.03,1530,1100,-2.782965465886385E-7+2.3973417722391108E-4i
0,0.03,1540,1100,-2.7833074390748905E-7+2.3547308742865762E-4i
0,0.03,1550,1100,-2.79353505785629E-7+2.31228567218953E-4i
0,0.03,1560,1100,-2.813907532284875E-7+2.2699008081849338E-4i
0,0.03,1570,1100,-2.8448600258076224E-7+2.2274678012563996E-4i
0,0.03,1580,1100,-2.8870217663426075E-7+2.1848732165289853E-4i
0,0.03,1590,1100,-2.9412420038022836E-7+2.1419966373731515E-4i
0,0.03,1600,1100,-3.0086255708789917E-7+2.0987083568622185E-4i
0,0.03,1610,1100,-3.0905805515434055E-7+2.0548666860087833E-4i
0,0.03,1620,1100,-3.1888815815360514E-7+2.0103147488232808E-4i
0,0.03,1630,1100,-3.30575373408969E-7+1.9648765956115622E-4i
0,0.03,1640,1100,-3.443983985883997E-7+1.9183524114576463E-4i
0,0.03,1650,1100,-3.607070228135837E-7+1.870512519578042E-4i
0,0.03,1660,1100,-3.799422184500249E-7+1.821089768601718E-4i
0,0.03,1670,1100,-4.026635219285103E-7+1.7697697324354892E-4i
0,0.03,1680,1100,-4.2958681794787007E-7+1.716177915431242E-4i
0,0.03,1690,1100,-4.6163723167627466E-7+1.6598628026793548E-4i
0,0.03,1700,1100,-5.000243761165715E-7+1.6002730575583613E-4i
0,0.03,1710,1100,-5.463513634265937E-7+1.536726332251245E-4i
0,0.03,1720,1100,-6.027759813669503E-7+1.4683658255280094E-4i
0,0.03,1730,1100,-6.722545264208952E-7+1.3940985475238016E-4i
0,0.03,1740,1100,-7.589203805261429E-7+1.3125055955745253E-4i
0,0.03,1750,1100,-8.686894246133532E-7+1.2217083960782554E-4i
0,0.03,1760,1100,-1.0102616453854343E-6+1.1191634236898881E-4i
0,0.03,1770,1100,-1.1968448241090746E-6+1.001336384978846E-4i
0,0.03,1780,1100,-1.449261492387319E-6+8.63164314012142E-5i
0,0.03,1790,1100,-1.8018673599972933E-6+6.971249041812079E-5i
0,0.03,1800,1100,-2.314608161534433E-6+4.915321788199513E-5i
0,0.03,1810,1100,-3.099720048598936E-6+2.2718772129127354E-5i
0,0.03,1820,1100,-4.387535174761412E-6-1.2981738306860318E-5i
0,0.03,1830,1100,-6.713561829434273E-6-6.455306932615421E-5i
0,0.03,1840,1100,-1.1569581646180646E-5-1.4679965212043957E-4i
0,0.03,1850,1100,-2.451012128115262E-5-3.0113246573314114E-4i
0,0.03,1860,1100,-8.201970589272072E-5-7.031583008589169E-4i
0,0.03,1870,1100,-0.0021751012825142312-0.003841181814015686i
0,0.03,1880,1100,-1.935291991267408E-4+0.0015237744031723933i
0,0.03,1890,1100,-3.903619803550706E-5+7.825745025417055E-4i
0,0.03,1900,1100,-1.642593132970444E-5+5.655331356367036E-4i
0,0.03,1910,1100,-9.105421387630386E-6+4.6141563091349486E-4i
0,0.03,1920,1100,-5.842295155897105E-6+3.997917642881276E-4i
0,0.03,1930,1100,-4.1068277623421945E-6+3.5870302028647127E-4i
0,0.03,1940,1100,-3.0737349738967733E-6+3.2909448466655357E-4i
0,0.03,1950,1100,-2.4086680014763016E-6+3.06552080347714E-4i
0,0.03,1960,1100,-1.9551606334868213E-6+2.8866724804623356E-4i
0,0.03,1970,1100,-1.6319991655347698E-6+2.740140237967565E-4i
0,0.03,1980,1100,-1.3935971794723605E-6+2.616941810802072E-4i
0,0.03,1990,1100,-1.2127473610402474E-6+2.511136020557962E-4i
0,0.03,2000,1100,-1.0723889650038462E-6+2.4186346023013646E-4i
0,0.03,2010,1100,-9.613797878203642E-7+2.3365305812143565E-4i
0,0.03,2020,1100,-8.721910642400754E-7+2.26269890373545E-4i
0,0.03,2030,1100,-7.995866657610885E-7+2.1955487042758532E-4i
0,0.03,2040,1100,-7.39833788070193E-7+2.133864021245378E-4i
0,0.03,2050,1100,-6.902139458464788E-7+2.0766981729270506E-4i
0,0.03,2060,1100,-6.487104098016615E-7+2.0233018070797318E-4i
0,0.03,2070,1100,-6.138028974220642E-7+1.9730727127441472E-4i
0,0.03,2080,1100,-5.843294407587028E-7+1.9255200633373914E-4i
0,0.03,2090,1100,-5.59391463799511E-7+1.8802384494117724E-4i
0,0.03,2100,1100,-5.382873243926284E-7+1.8368886869079122E-4i
0,0.03,2110,1100,-5.204650180595758E-7+1.7951833984547016E-4i
0,0.03,2120,1100,-5.054880412661455E-7+1.754876009473237E-4i
0,0.03,2130,1100,-4.930104629236746E-7+1.7157522199154885E-4i
0,0.03,2140,1100,-4.827585571861E-7+1.677623290307977E-4i
0,0.03,2150,1100,-4.745171975057384E-7+1.640320668065626E-4i
0,0.03,2160,1100,-4.6811977327186376E-7+1.6036916080691287E-4i
0,0.03,2170,1100,-4.634407703044071E-7+1.5675955299558885E-4i
0,0.03,2180,1100,-4.603904192175345E-7+1.531900916046224E-4i
0,0.03,2190,1100,-4.589110026447119E-7+1.4964825964754983E-4i
0,0.03,2200,1100,-4.589745497907693E-7+1.4612192972322333E-4i
0,0.03,2210,1100,-4.6058175313651854E-7+1.425991345854099E-4i
0,0.03,2220,1100,-4.637620299439095E-7+1.3906784406500012E-4i
0,0.03,2230,1100,-4.685747305266581E-7+1.3551573937143995E-4i
0,0.03,2240,1100,-4.7511157438112985E-7+1.3192997561497927E-4i
0,0.03,2250,1100,-4.835004826884781E-7+1.2829692256100686E-4i
0,0.03,2260,1100,-4.939110811826193E-7+1.246018720613934E-4i
0,0.03,2270,1100,-5.065622829311022E-7+1.2082869813001256E-4i
0,0.03,2280,1100,-5.217325437085274E-7+1.1695945195175163E-4i
0,0.03,2290,1100,-5.397736383062812E-7+1.1297386878446428E-4i
0,0.03,2300,1100,-5.611291721017728E-7+1.0884875603696178E-4i
0,0.03,2310,1100,-5.863595779138568E-7+1.0455722070842623E-4i
0,0.03,2320,1100,-6.161761459773002E-7+1.0006767817954769E-4i
0,0.03,2330,1100,-6.514878459580442E-7+9.534256038995308E-5i
0,0.03,2340,1100,-6.934665713729963E-7+9.033660541228669E-5i
0,0.03,2350,1100,-7.436393826335423E-7+8.499455519139819E-5i
0,0.03,2360,1100,-8.040210502742145E-7+7.924800158034269E-5i
0,0.03,2370,1100,-8.773079242038419E-7+7.301098133173291E-5i
0,0.03,2380,1100,-9.67166993543786E-7+6.61736891415637E-5i
0,0.03,2390,1100,-1.078675589707618E-6+5.859327870094914E-5i
0,0.03,2400,1100,-1.2190033181334874E-6+5.0079999893916985E-5i
0,0.03,2410,1100,-1.398485095285535E-6+4.037552547269799E-5i
0,0.03,2420,1100,-1.6323031023852027E-6+2.911733576862165E-5i
0,0.03,2430,1100,-1.9429246972966608E-6+1.5775394601111458E-5i
0,0.03,2440,1100,-2.3619219778317146E-6-4.803071768392172E-7i
0,0.03,2450,1100,-2.912624505004564E-6-2.1229684385285635E-5i
0,0.03,2460,1100,-4.751266253430758E-5-7.459463751237234E-5i
0,0.03,2470,1100,-6.292097132640561E-6-7.837814462459161E-5i
0,0.03,2480,1100,-9.094685955027622E-6-1.2979452158452104E-4i
0,0.03,2490,1100,-1.5277830843035206E-5-2.1078961857892226E-4i
0,0.03,2500,1100,-3.172589440407722E-5-3.6205983465828435E-4i
0,0.03,2510,1100,-1.0344682097322697E-4-7.511124189044245E-4i
0,0.03,2520,1100,-0.0022179598726651045-0.003281885451640974i
0,0.03,2530,1100,-2.528266731752635E-4+0.0014597845803446439i
0,0.03,2540,1100,-5.0214633945322456E-5+7.189789043498362E-4i
0,0.03,2550,1100,-2.0933378543730613E-5+5.013748773163218E-4i
0,0.03,2560,1100,-1.1531774578241167E-5+3.973384358374166E-4i
0,0.03,2570,1100,-7.366883545341915E-6+3.3599805901872573E-4i
0,0.03,2580,1100,-5.163169041964041E-6+2.9526480563783064E-4i
0,0.03,2590,1100,-3.857274110476746E-6+2.6603866744711306E-4i
0,0.03,2600,1100,-3.02008458506526E-6+2.4388747102204936E-4i
0,0.03,2610,1100,-2.45145367891008E-6+2.2639453947708783E-4i
0,0.03,2620,1100,-2.047800439963936E-6+2.121299481122663E-4i
0,0.03,2630,1100,-1.7511387783776769E-6+2.0019340519468907E-4i
0,0.03,2640,1100,-1.526946920993167E-6+1.899896529391028E-4i
0,0.03,2650,1100,-1.3536284826260493E-6+1.811091994586769E-4i
0,0.03,2660,1100,-1.2171111364130642E-6+1.7326093293169994E-4i
0,0.03,2670,1100,-1.1079074876592065E-6+1.6623206753292076E-4i
0,0.03,2680,1100,-1.0194340285229932E-6+1.5986330547632108E-4i
0,0.03,2690,1100,-9.470082766673103E-7+1.54032871139594E-4i
0,0.03,2700,1100,-8.872285092094041E-7+1.4864592567686132E-4i
0,0.03,2710,1100,-8.375779567062318E-7+1.4362735691119712E-4i
0,0.03,2720,1100,-7.961652534270405E-7+1.3891674975927322E-4i
0,0.03,2730,1100,-7.615501239926E-7+1.3446480204557982E-4i
0,0.03,2740,1100,-7.326238364005619E-7+1.302307203088643E-4i
0,0.03,2750,1100,-7.085257025516961E-7+1.261802933853355E-4i
0,0.03,2760,1100,-6.885838345191837E-7+1.2228444295525983E-4i
0,0.03,2770,1100,-6.722725619567284E-7+1.1851811477124472E-4i
0,0.03,2780,1100,-6.591815232016477E-7+1.1485941623108746E-4i
0,0.03,2790,1100,-6.48993100469066E-7+1.1128893372813994E-4i
0,0.03,2800,1100,-6.41465947546015E-7+1.0778918188646835E-4i
0,0.03,2810,1100,-6.364230752756488E-7+1.0434414949596417E-4i
0,0.03,2820,1100,-6.337434491632073E-7+1.0093891566928669E-4i
0,0.03,2830,1100,-6.333563971124351E-7+9.755931569731831E-5i
0,0.03,2840,1100,-6.352383770457092E-7+9.41916400826076E-5i
0,0.03,2850,1100,-6.394118494257577E-7+9.08223527878286E-5i
0,0.03,2860,1100,-6.45946164221373E-7+8.743781615781366E-5i
0,0.03,2870,1100,-6.549605249056462E-7+8.402401042333466E-5i
0,0.03,2880,1100,-6.666292526545036E-7+8.056623521975935E-5i
0,0.03,2890,1100,-6.811897603145665E-7+7.704877909304358E-5i
0,0.03,2900,1100,-6.989538824296728E-7+7.345454033556663E-5i
0,0.03,2910,1100,-7.203235263719827E-7+6.976457836029838E-5i
0,0.03,2920,1100,-7.458120592482491E-7+6.59575686312767E-5i
0,0.03,2930,1100,-7.760734985444918E-7+6.200912504798429E-5i
0,0.03,2940,1100,-8.119425498585148E-7+5.789094025189772E-5i
0,0.03,2950,1100,-8.54490023196234E-7+5.35696743942616E-5i
0,0.03,2960,1100,-9.051004819709772E-7+4.900549293897494E-5i
0,0.03,2970,1100,-9.65582686285999E-7+4.415010825520773E-5i
0,0.03,2980,1100,-1.0383294561106538E-6+3.894410828516692E-5i
0,0.03,2990,1100,-1.126553765348247E-6+3.3313241527557555E-5i
0,0.03,3000,1100,-1.2346454940321166E-6+2.7163140844078524E-5i
0,0.03,3010,1100,-1.368724752999981E-6+2.0371653821610712E-5i
0,0.03,3020,1100,-1.537526097034945E-6+1.2777399028661475E-5i
0,0.03,3030,1100,-1.7538609372051697E-6+4.1621755180117425E-6i
0,0.03,3040,1100,-2.0371349704867614E-6-5.7770207453086166E-6i
0,0.03,3050,1100,-2.41789076413831E-6-1.7474341334309368E-5i
0,0.03,3060,1100,-2.94647941364793E-6-3.157560138789882E-5i
0,0.03,3070,1100,-3.7107893712365308E-6-4.908652317282163E-5i
0,0.03,3080,1100,-4.875727325563365E-6-7.166605855124872E-5i
0,0.03,3090,1100,-6.781355183579845E-6-1.0226270254388356E-4i
0,0.03,3100,1100,-1.0225569262008955E-5-1.4667434809135626E-4i
0,0.03,3110,1100,-1.746880419811729E-5-2.1808859690412456E-4i
0,0.03,3120,1100,-3.720793413575916E-5-3.542802515284112E-4i
0,0.03,3130,1100,-1.31215054657991E-4-7.221417038933702E-4i
0,0.03,3140,1100,-0.003815510664994567-0.0019404229159928693i
0,0.03,3150,1100,-1.8469829640203647E-4+9.884481480238688E-4i
0,0.03,3160,1100,-4.251166571231305E-5+5.070913143453223E-4i
0,0.03,3170,1100,-1.822543551675926E-5+3.4673604562304033E-4i
0,0.03,3180,1100,-1.0044553213376283E-5+2.6492044246963876E-4i
0,0.03,3190,1100,-6.3522114727080594E-6+2.1334679187518047E-4i
0,0.03,3200,1100,-4.392992742809464E-6+1.7579542007217528E-4i
0,0.03,3210,1100,-3.255557879865099E-6+1.447776184603632E-4i
0,0.03,3220,1100,-2.592629734003581E-6+1.1540177655498616E-4i
0,0.03,3230,1100,-2.3242274222536697E-6+8.228714947679522E-5i
0,0.03,3240,1100,-2.7634205084481807E-6+3.433874121920929E-5i
0,0.03,3250,1100,-6.825456009108258E-6-7.238540241712811E-5i
0,0.03,3260,1100,-2.5394024522259703E-4-0.0010947850004932203i
0,0.03,3270,1100,-2.234099633288887E-5+4.4527993235973735E-4i
0,0.03,3280,1100,-6.1906170628682095E-6+2.615802119437327E-4i
0,0.03,3290,1100,-3.4854166180350244E-6+2.048922784851897E-4i
0,0.03,3300,1100,-2.4811993164854834E-6+1.7545858309424555E-4i
0,0.03,3310,1100,-1.970560287772097E-6+1.564828925999012E-4i
0,0.03,3320,1100,-1.6635552696650046E-6+1.427004111694586E-4i
0,0.03,3330,1100,-1.4593673766206208E-6+1.3191321659940526E-4i
0,0.03,3340,1100,-1.3144234207674355E-6+1.2303099176524444E-4i
0,0.03,3350,1100,-1.2069492798849728E-6+1.1544559755108025E-4i
0,0.03,3360,1100,-1.1248741997157872E-6+1.087875020214157E-4i
0,0.03,3370,1100,-1.060969091806597E-6+1.0281688857296274E-4i
0,0.03,3380,1100,-1.010642326693684E-6+9.73697214867057E-5i
0,0.03,3390,1100,-9.708432666203012E-7+9.232881561337927E-5i
0,0.03,3400,1100,-9.39475212194024E-7+8.760728907596044E-5i
0,0.03,3410,1100,-9.150619000585768E-7+8.313858067615212E-5i
0,0.03,3420,1100,-8.965487595836953E-7+7.887014717943218E-5i
0,0.03,3430,1100,-8.831799232256437E-7+7.475932087372782E-5i
0,0.03,3440,1100,-8.744199946140984E-7+7.07704845827937E-5i
0,0.03,3450,1100,-8.699035268052216E-7+6.687307509148306E-5i
0,0.03,3460,1100,-8.694024934138414E-7+6.304011931407916E-5i
0,0.03,3470,1100,-8.728060873789376E-7+5.9247117210119096E-5i
0,0.03,3480,1100,-8.801095420495955E-7+5.547114944357655E-5i
0,0.03,3490,1100,-8.914101330354917E-7+5.1690125733641965E-5i
0,0.03,3500,1100,-9.069095104118095E-7+4.788211223213713E-5i
0,0.03,3510,1100,-9.269222722208937E-7+4.4024688763912966E-5i
0,0.03,3520,1100,-9.518913808219974E-7+4.00942924015855E-5i
0,0.03,3530,1100,-9.8241176952668E-7+3.606550403572452E-5i
0,0.03,3540,1100,-1.019264418075417E-6+3.191022965318049E-5i
0,0.03,3550,1100,-1.063464458479393E-6+2.759671728888389E-5i
0,0.03,3560,1100,-1.1163287547543251E-6+2.308833231657869E-5i
0,0.03,3570,1100,-1.1795712778283027E-6+1.834198462135809E-5i
0,0.03,3580,1100,-1.2554391389084777E-6+1.3306055597844045E-5i
0,0.03,3590,1100,-1.346909518382904E-6+7.917601169011553E-6i
0,0.03,3600,1100,-1.4579800355598836E-6+2.098492361891504E-6i
0,0.03,3610,1100,-1.5941062683973686E-6-4.250032326063944E-6i
0,0.03,3620,1100,-1.7628777207171487E-6-1.1255242832115913E-5i
0,0.03,3630,1100,-1.975092762964404E-6-1.9084605957135193E-5i
0,0.03,3640,1100,-2.2465259292874003E-6-2.796364749748182E-5i
0,0.03,3650,1100,-2.6009482481282853E-6-3.820417773994382E-5i
0,0.03,3660,1100,-3.0755293720361262E-6-5.025066233828115E-5i
0,0.03,3670,1100,-3.7310382304636636E-6-6.475999256815424E-5i
0,0.03,3680,1100,-4.672413927115781E-6-8.274654547173969E-5i
0,0.03,3690,1100,-6.093774501970449E-6-1.0586466673008656E-4i
0,0.03,3700,1100,-8.387699323930524E-6-1.3700865820655392E-4i
0,0.03,3710,1100,-1.2449884161866382E-5-1.8174124439063983E-4i
0,0.03,3720,1100,-2.071025068333686E-5-2.52276052128622E-4i
0,0.03,3730,1100,-4.183222169412833E-5-3.8152782325783223E-4i
0,0.03,3740,1100,-1.2742634768391934E-4-6.968955255237424E-4i
0,0.03,3750,1100,-0.0016147596140493703-0.0020958883988158247i
0,0.03,3760,1100,-3.941440665619136E-4+0.0013028226474851741i
0,0.03,3770,1100,-7.294447215736292E-5+6.01046079769565E-4i
0,0.03,3780,1100,-2.9392231397047654E-5+3.9363035281494746E-4i
0,0.03,3790,1100,-1.5836480463989516E-5+2.952333463848337E-4i
0,0.03,3800,1100,-9.946651254710658E-6+2.3738813635013601E-4i
