% Model,hl2.mph
% Version,COMSOL 6.1.0.357
% Date,"Nov 13 2023, 18:26"
% Table,d8_m - 
% m,d1 (m),freq (Hz),"Total acoustic pressure (Pa), Pressure","Total acoustic velocity, z-component (m^3/s), Velocity"
0,0.08,7390,2700,-1.1313381959151278E-4+0.0013290374500424134i
0,0.08,7400,2700,-8.236843460755904E-5+9.952086201755904E-4i
0,0.08,7410,2700,-6.4649886988538E-5+7.446065456769364E-4i
0,0.08,7420,2700,-5.375455770179608E-5+5.43924207636475E-4i
0,0.08,7430,2700,-4.6886457932929625E-5+3.746492873438691E-4i
0,0.08,7440,2700,-4.2695010621468816E-5+2.2528801646656057E-4i
0,0.08,7450,2700,-4.056281202469987E-5+8.776338844815177E-5i
0,0.08,7460,2700,-4.0373356102418747E-5-4.468469895377636E-5i
0,0.08,7470,2700,-4.258830086481687E-5-1.7940517589622979E-4i
0,0.08,7480,2700,-4.88804825413364E-5-3.276362486346524E-4i
0,0.08,7490,2700,-6.501473674489805E-5-5.144641783019236E-4i
0,0.08,7500,2700,-1.2064534091019511E-4-8.28333673246792E-4i
0,0.08,7510,2700,-8.026758980171239E-4-0.0020213361768371i
0,0.08,7520,2700,-2.2426101280206373E-4+7.405191290337635E-4i
0,0.08,7530,2700,-2.4927337446866298E-5-9.473586612406795E-5i
0,0.08,7540,2700,-1.1185718808243586E-5-3.78013980344339E-4i
0,0.08,7550,2700,-9.523410760934344E-6-5.668830480212663E-4i
0,0.08,7560,2700,-1.0093237995136168E-5-7.289769667528494E-4i
0,0.08,7570,2700,-1.1383806481181691E-5-8.862978490957605E-4i
0,0.08,7580,2700,-1.313843074452872E-5-0.0010505901790709006i
0,0.08,7590,2700,-1.5437868399200037E-5-0.0012316126489632256i
0,0.08,7600,2700,-1.857111970695817E-5-0.0014408910331038872i
0,0.08,7610,2700,-2.3138785486197737E-5-0.0016956262258809084i
0,0.08,7620,2700,-3.0450656287488243E-5-0.0020261672508371156i
0,0.08,7630,2700,-4.385390088134736E-5-0.0024955553515730927i
0,0.08,7640,2700,-7.44520213619831E-5-0.0032664299827485387i
0,0.08,7650,2700,-1.8187089733228722E-4-0.00494675022495656i
0,0.08,7660,2700,-0.0017127470429139215-0.013648121306029992i
0,0.08,7670,2700,-8.463375747903001E-4+0.007506258570593767i
0,0.08,7680,2700,-1.1595397261409687E-4+0.0014630432355174684i
0,0.08,7690,2700,-5.5331083600299815E-5-1.8791578561249049E-4i
0,0.08,7700,2700,-4.6925381159088974E-5-0.00123911499778959i
0,0.08,7710,2700,-5.729369166179541E-5-0.0022680239130558532i
0,0.08,7720,2700,-9.198253725631076E-5-0.003648887789846833i
0,0.08,7730,2700,-2.0344540922020665E-4-0.006183288047509826i
0,0.08,7740,2700,-9.056633357859448E-4-0.01405253658478779i
0,0.08,7750,2700,-0.03493731476330339+0.08432092826420676i
0,0.08,7760,2700,-5.300599604763241E-4+0.011442444012522675i
0,0.08,7770,2700,-1.507248127334077E-4+0.006095761994393211i
0,0.08,7780,2700,-7.162565948382927E-5+0.004112150483420512i
0,0.08,7790,2700,-4.308951238218965E-5+0.00305417741753276i
0,0.08,7800,2700,-3.001377991795532E-5+0.0023818025263813228i
0,0.08,7810,2700,-2.330321971598934E-5+0.0019062819949103708i
0,0.08,7820,2700,-1.97953217429808E-5+0.001543968011553092i
0,0.08,7830,2700,-1.820900921439521E-5+0.0012516256570522717i
0,0.08,7840,2700,-1.8020531149349455E-5+0.0010041393348819776i
0,0.08,7850,2700,-1.910274489734652E-5+7.852774354562323E-4i
0,0.08,7860,2700,-2.1637053919355173E-5+5.832053325939493E-4i
0,0.08,7870,2700,-2.6194106006779313E-5+3.878028666037903E-4i
0,0.08,7880,2700,-3.405570328864426E-5+1.8837091158047133E-4i
0,0.08,7890,2700,-4.814453377293743E-5-2.9594200788629967E-5i
0,0.08,7900,2700,-7.600397470654025E-5-2.9139682953328736E-4i
0,0.08,7910,2700,-1.419263263284962E-4-6.539047259234334E-4i
0,0.08,7920,2700,-3.615458748688561E-4-0.0012888758688490512i
0,0.08,7930,2700,-0.0019662055473636223-0.002783961175033661i
0,0.08,7940,2700,-0.002648488218995145+0.0028019352513882507i
0,0.08,7950,2700,-4.153050517191034E-4+0.0012221149419877643i
0,0.08,7960,2700,-1.540768685421773E-4+4.732702089976664E-4i
0,0.08,7970,2700,-8.327381390455877E-5-1.672853616268467E-6i
0,0.08,7980,2700,-5.928414284433759E-5-4.3308362840533527E-4i
0,0.08,7990,2700,-5.932424667300035E-5-9.517213362330517E-4i
0,0.08,8000,2700,-9.770404297090874E-5-0.0017784565534806067i
0,0.08,8010,2700,-3.3779863555274487E-4-0.003782576965151364i
0,0.08,8020,2700,-0.013767350176835717-0.02002112021109709i
0,0.08,8030,2700,-9.227896562063362E-4+0.005814866009389508i
0,0.08,8040,2700,-2.4303956210870018E-4+0.0027106143035971458i
0,0.08,8050,2700,-1.2695170035557034E-4+0.0017165239498579269i
0,0.08,8060,2700,-8.575489750845714E-5+0.00119857075352098i
0,0.08,8070,2700,-6.634795366843607E-5+8.618028287324074E-4i
0,0.08,8080,2700,-5.595748765450473E-5+6.113617014498298E-4i
0,0.08,8090,2700,-5.025650852597038E-5+4.0645916414788237E-4i
0,0.08,8100,2700,-4.752760857730385E-5+2.254962892063593E-4i
0,0.08,8110,2700,-4.7131484122158675E-5+5.4421667398013664E-5i
0,0.08,8120,2700,-4.9072501514652304E-5-1.1851380975243819E-4i
0,0.08,8130,2700,-5.40230146516001E-5-3.065024820289109E-4i
0,0.08,8140,2700,-6.385107920509895E-5-5.292577350724582E-4i
0,0.08,8150,2700,-8.351079550749265E-5-8.244930756966354E-4i
0,0.08,8160,2700,-1.2883292809649771E-4-0.001284491953399046i
0,0.08,8170,2700,-2.760734317330216E-4-0.0022279700930732138i
0,0.08,8180,2700,-0.0016239247386078419-0.005974594990964546i
0,0.08,8190,2700,-0.0021517519770514414+0.007463212797379018i
0,0.08,8200,2700,-1.7888061943272427E-4+0.0023177705076729937i
0,0.08,8210,2700,-5.3980309343492345E-5+0.0012430068061102311i
0,0.08,8220,2700,-2.488125456544214E-5+7.527180773669429E-4i
0,0.08,8230,2700,-1.4760661277803866E-5+4.531092934722093E-4i
0,0.08,8240,2700,-1.0549472805451574E-5+2.3817381585368845E-4i
0,0.08,8250,2700,-8.687417658552762E-6+6.717932913700202E-5i
0,0.08,8260,2700,-7.928386325437223E-6-7.91631628694428E-5i
0,0.08,8270,2700,-7.765832457029336E-6-2.1147316120841435E-4i
0,0.08,8280,2700,-7.977121771890994E-6-3.3640578314228384E-4i
0,0.08,8290,2700,-8.466165187364138E-6-4.5870696263334133E-4i
0,0.08,8300,2700,-9.203209949596428E-6-5.822642611412875E-4i
0,0.08,8310,2700,-1.0202229131516374E-5-7.107588745205752E-4i
0,0.08,8320,2700,-1.1516614199144052E-5-8.48194073095689E-4i
0,0.08,8330,2700,-1.3248346021784094E-5-9.994778905648234E-4i
0,0.08,8340,2700,-1.5574224470722094E-5-0.0011712538392072626i
0,0.08,8350,2700,-1.8803781216673768E-5-0.0013733081678010178i
0,0.08,8360,2700,-2.3509215826819498E-5-0.0016212628684237754i
0,0.08,8370,2700,-3.0844614264398805E-5-0.0019423355963514044i
0,0.08,8380,2700,-4.344874192490796E-5-0.0023893570316879296i
0,0.08,8390,2700,-6.858205449450652E-5-0.0030813766596835533i
0,0.08,8400,2700,-1.332188274051712E-4-0.0043571387574776205i
0,0.08,8410,2700,-4.1998399038175856E-4-0.007722447222528794i
0,0.08,8420,2700,-0.01923599133585861-0.04735581198592318i
0,0.08,8430,2700,-6.474181619072372E-4+0.00880436417365374i
0,0.08,8440,2700,-1.3305195866245345E-4+0.003542754854257871i
0,0.08,8450,2700,-5.912588021950437E-5+0.001889279127480609i
0,0.08,8460,2700,-3.8687162840059834E-5+0.0010268604637699288i
0,0.08,8470,2700,-3.379391063598791E-5+4.532435944349133E-4i
0,0.08,8480,2700,-3.7373792815045754E-5+3.039524054999241E-6i
0,0.08,8490,2700,-5.072252555953186E-5-4.032013697293712E-4i
0,0.08,8500,2700,-8.613921339562879E-5-8.266563305038388E-4i
0,0.08,8510,2700,-2.127732182706232E-4-0.0013633794921014697i
0,0.08,8520,2700,-0.0012294391291838471-0.0019256371323600938i
0,0.08,8530,2700,-3.5544593859759935E-4-0.0010473432537830571i
0,0.08,8540,2700,-8.652850372228236E-5-0.0021080662312700643i
0,0.08,8550,2700,-8.726720777226614E-5-0.00337844504796597i
0,0.08,8560,2700,-2.269778959522828E-4-0.005820593478463466i
0,0.08,8570,2700,-0.0016342176810335701-0.014993515297173042i
0,0.08,8580,2700,-0.006876426775883337+0.028314475765466973i
0,0.08,8590,2700,-5.221107383835323E-4+0.007449915344489005i
0,0.08,8600,2700,-1.9054691763890767E-4+0.004129728107599898i
0,0.08,8610,2700,-1.0320225916579734E-4+0.0027217874891966917i
0,0.08,8620,2700,-6.767150916297747E-5+0.0018981242398315099i
0,0.08,8630,2700,-5.0534438712345966E-5+0.0013164368188361033i
0,0.08,8640,2700,-4.2746827139326216E-5+8.391956227376174E-4i
0,0.08,8650,2700,-4.265281992142894E-5+3.829967333651229E-4i
0,0.08,8660,2700,-5.5176408497635574E-5-1.4402579918604557E-4i
0,0.08,8670,2700,-1.084177647636309E-4-9.458636346188507E-4i
0,0.08,8680,2700,-4.5842892412993976E-4-0.0029626343963207974i
0,0.08,8690,2700,-0.024478265456223294+0.006412499337014668i
0,0.08,8700,2700,-5.749729786654198E-4+0.003871289837328849i
0,0.08,8710,2700,-1.914897282659854E-4+0.0020995194931115934i
0,0.08,8720,2700,-1.0990149173228174E-4+0.0014053651401683867i
0,0.08,8730,2700,-7.901941757763389E-5+9.977744939034248E-4i
0,0.08,8740,2700,-6.427600640418253E-5+7.058149408873434E-4i
0,0.08,8750,2700,-5.662437891583898E-5+4.693030586318416E-4i
0,0.08,8760,2700,-5.2900717479335186E-5+2.6007095147615014E-4i
0,0.08,8770,2700,-5.1882404588899786E-5+6.13702724382162E-5i
0,0.08,8780,2700,-5.3219587902941125E-5-1.3967164789622805E-4i
0,0.08,8790,2700,-5.7164245045706434E-5-3.5611796331607543E-4i
0,0.08,8800,2700,-6.469183986518285E-5-6.050899101539766E-4i
0,0.08,8810,2700,-7.813823213314385E-5-9.141525219226259E-4i
0,0.08,8820,2700,-1.0323866127842006E-4-0.001336162038214477i
0,0.08,8830,2700,-1.5670210972212992E-4-0.0019935927614980965i
0,0.08,8840,2700,-3.0631410626696774E-4-0.0032591437766305363i
0,0.08,8850,2700,-0.0011260457268434524-0.007067820904094175i
0,0.08,8860,2700,-0.036088194580071085+0.02714820014306719i
0,0.08,8870,2700,-5.845726986035571E-4+0.0062398322502208985i
0,0.08,8880,2700,-1.3978561763435205E-4+0.003261154752724264i
0,0.08,8890,2700,-5.7140183159113756E-5+0.002162121462412619i
0,0.08,8900,2700,-3.0071412688578803E-5+0.0015725529210701826i
0,0.08,8910,2700,-1.8688253016341332E-5+0.0011928483545084482i
0,0.08,8920,2700,-1.3237702133941031E-5+9.19421451509605E-4i
0,0.08,8930,2700,-1.0475290983571687E-5+7.068160924899834E-4i
0,0.08,8940,2700,-9.103284658388008E-6+5.318164216180699E-4i
0,0.08,8950,2700,-8.538637113187238E-6+3.8119696989592176E-4i
0,0.08,8960,2700,-8.502725177493692E-6+2.467359587176667E-4i
0,0.08,8970,2700,-8.864361056801023E-6+1.2290815399690005E-4i
0,0.08,8980,2700,-9.574805584635593E-6+5.700667914749519E-6i
0,0.08,8990,2700,-1.064167999592705E-5-1.0805817745491733E-4i
0,0.08,9000,2700,-1.2123177475477915E-5-2.2112686760199685E-4i
0,0.08,9010,2700,-1.4137602235428612E-5-3.361729086247285E-4i
0,0.08,9020,2700,-1.6891597161103055E-5-4.560770909300428E-4i
0,0.08,9030,2700,-2.0740896395401423E-5-5.843027176786271E-4i
0,0.08,9040,2700,-2.6319732078849998E-5-7.254511605002036E-4i
0,0.08,9050,2700,-3.483508625391131E-5-8.86244937964317E-4i
0,0.08,9060,2700,-4.881107506892294E-5-0.0010775166199437477i
0,0.08,9070,2700,-7.427635190970089E-5-0.0013188241185786897i
0,0.08,9080,2700,-1.2872883316448133E-4-0.0016510995924989026i
0,0.08,9090,2700,-2.815345155579364E-4-0.002179440362345167i
0,0.08,9100,2700,-0.0010170065590146698-0.0032223675369288493i
0,0.08,9110,2700,-0.004513890694296501-7.25206217944927E-4i
0,0.08,9120,2700,-7.918690883859424E-4-2.606858078241465E-4i
0,0.08,9130,2700,-2.927066561919234E-4-0.0015586323367505397i
0,0.08,9140,2700,-2.2338709968645638E-4-0.002971720732517402i
0,0.08,9150,2700,-4.12789534022767E-4-0.005989119225579921i
0,0.08,9160,2700,-0.010326692671102028-0.03318967678707218i
0,0.08,9170,2700,-7.42148555331687E-4+0.00930778884477386i
0,0.08,9180,2700,-1.5642757841688763E-4+0.003994210041680616i
0,0.08,9190,2700,-7.08487540354035E-5+0.002406850215234773i
0,0.08,9200,2700,-4.238631940683499E-5+0.0016097027293534203i
0,0.08,9210,2700,-2.9292136631555093E-5+0.001108771344019654i
0,0.08,9220,2700,-2.2174651572348215E-5+7.492121482389646E-4i
0,0.08,9230,2700,-1.7955627487148847E-5+4.6603935121669284E-4i
0,0.08,9240,2700,-1.539467215537773E-5+2.2635175753871046E-4i
0,0.08,9250,2700,-1.394396917500733E-5+1.0748473597429072E-5i
0,0.08,9260,2700,-1.3386600394713669E-5-1.9414244184204197E-4i
0,0.08,9270,2700,-1.3726364565434563E-5-3.9940460800070036E-4i
0,0.08,9280,2700,-1.5205555022448293E-5-6.164208504744551E-4i
0,0.08,9290,2700,-1.8474432883257665E-5-8.597367109593429E-4i
0,0.08,9300,2700,-2.5136586830089477E-5-0.00115204753115887i
0,0.08,9310,2700,-3.968558620142788E-5-0.0015362863974822832i
0,0.08,9320,2700,-7.919151086743979E-5-0.0021161599683751768i
0,0.08,9330,2700,-2.810830576569743E-4-0.003298987797946262i
0,0.08,9340,2700,-0.00234841815591416-5.067621916929588E-4i
0,0.08,9350,2700,-6.213936373959642E-4-0.006791793136231974i
0,0.08,9360,2700,-0.017172292689908268+0.02929395969997451i
0,0.08,9370,2700,-5.325660945100004E-4+0.005044149419043885i
0,0.08,9380,2700,-1.883017984672705E-4+0.002451984335163805i
0,0.08,9390,2700,-1.0465958385923009E-4+0.0013945202132951552i
0,0.08,9400,2700,-7.051314233947439E-5+7.466971042761549E-4i
0,0.08,9410,2700,-5.441657485181057E-5+2.0338701552320032E-4i
0,0.08,9420,2700,-8.194187139836436E-5-6.369982321363979E-4i
0,0.08,9430,2700,-9.163316041977986E-4+0.002513008812374853i
0,0.08,9440,2700,-1.1807809358761086E-4+3.459622277826076E-4i
0,0.08,9450,2700,-8.05787992859412E-5-1.2510875146107422E-4i
0,0.08,9460,2700,-7.124592112904302E-5-4.5215229853651717E-4i
0,0.08,9470,2700,-6.997470045003836E-5-7.518678606005085E-4i
0,0.08,9480,2700,-7.354473478566946E-5-0.0010643615190674511i
0,0.08,9490,2700,-8.195257409205085E-5-0.0014198489972057974i
0,0.08,9500,2700,-9.710682869166866E-5-0.0018563125359731733i
0,0.08,9510,2700,-1.2397399782901715E-4-0.0024371641936029114i
0,0.08,9520,2700,-1.7541385293834836E-4-0.0032906788718495786i
0,0.08,9530,2700,-2.9210107548209406E-4-0.004735606294380759i
0,0.08,9540,2700,-6.66763862736417E-4-0.007861967341113127i
0,0.08,9550,2700,-0.0038741491935610005-0.020336262107992924i
0,0.08,9560,2700,-0.008855125514951602+0.032555116767888165i
0,0.08,9570,2700,-6.29247579420942E-4+0.009584820866063933i
0,0.08,9580,2700,-1.874964587265585E-4+0.005541723324369203i
0,0.08,9590,2700,-8.289612352652934E-5+0.003850537529672712i
0,0.08,9600,2700,-4.4778847766400236E-5+0.002905306490845654i
0,0.08,9610,2700,-2.7878561830624775E-5+0.0022895850505123107i
0,0.08,9620,2700,-1.9858616254337005E-5+0.0018468317503860803i
0,0.08,9630,2700,-1.6513131643991165E-5+0.0015042389709382345i
0,0.08,9640,2700,-1.648656803696349E-5+0.0012221402952933102i
0,0.08,9650,2700,-2.007942797613503E-5+9.74985170381889E-4i
0,0.08,9660,2700,-2.991069630301832E-5+7.413991556215729E-4i
0,0.08,9670,2700,-5.5551122252493526E-5+4.93750161882475E-4i
0,0.08,9680,2700,-1.4165507812683185E-4+1.714442683657108E-4i
0,0.08,9690,2700,-6.786237879810856E-4-3.606448240225532E-4i
0,0.08,9700,2700,-0.0012054490652275147+0.0012900407635388625i
0,0.08,9710,2700,-2.3242214988848298E-4+9.055440375949981E-4i
0,0.08,9720,2700,-9.116358341126801E-5+5.808350265184983E-4i
0,0.08,9730,2700,-5.034664068603421E-5+3.7135470051786654E-4i
0,0.08,9740,2700,-3.3386641723832813E-5+2.0641403727542047E-4i
0,0.08,9750,2700,-2.491100899444474E-5+6.093821948189746E-5i
0,0.08,9760,2700,-2.0277987938711693E-5-7.658825388232962E-5i
0,0.08,9770,2700,-1.7724816406517214E-5-2.1309064199834062E-4i
0,0.08,9780,2700,-1.649921542569529E-5-3.5399780237729676E-4i
0,0.08,9790,2700,-1.6291106573585108E-5-5.047184852855694E-4i
0,0.08,9800,2700,-1.7044221281376616E-5-6.717558619086783E-4i
0,0.08,9810,2700,-1.892098169089134E-5-8.640673275938119E-4i
0,0.08,9820,2700,-2.2381308163907635E-5-0.0010953373641249444i
0,0.08,9830,2700,-2.8449158115602173E-5-0.0013885181526536927i
0,0.08,9840,2700,-3.947765306613192E-5-0.0017862509546910396i
0,0.08,9850,2700,-6.164828184929743E-5-0.0023788860261747882i
0,0.08,9860,2700,-1.1556221718692803E-4-0.0033987273492000966i
0,0.08,9870,2700,-3.081231190393034E-4-0.005681633476324503i
0,0.08,9880,2700,-0.002504507431943061-0.016153304939425815i
0,0.08,9890,2700,-0.003024824828172975+0.017558639254959606i
0,0.08,9900,2700,-3.2100053923520363E-4+0.005657441383586354i
0,0.08,9910,2700,-1.1448501380781465E-4+0.0032458469943477983i
0,0.08,9920,2700,-5.853418160298359E-5+0.0021820133092085134i
0,0.08,9930,2700,-3.59664231223286E-5+0.0015590998998020907i
0,0.08,9940,2700,-2.539855057001816E-5+0.001126979946170333i
0,0.08,9950,2700,-2.188391526315667E-5+7.796692218409933E-4i
0,0.08,9960,2700,-3.0582596265671474E-5+4.3492120155417066E-4i
0,0.08,9970,2700,-1.423919907954916E-4-1.5175187515770975E-4i
0,0.08,9980,2700,-0.001184967389487863+0.0018207837395304695i
0,0.08,9990,2700,-1.0074747800839989E-4+6.947391610727893E-4i
0,0.08,10000,2700,-4.432070569951546E-5+3.690064863379124E-4i
1,0.08,10,2700,0.0014756655265258083+0.41256799107663816i
1,0.08,20,2700,5.262433157256812E-4+0.2060540123300685i
1,0.08,30,2700,2.8751385747908127E-4+0.13729886855176912i
1,0.08,40,2700,1.8713722539829972E-4+0.10294016930214955i
1,0.08,50,2700,1.3408443367530904E-4+0.08233145142058945i
1,0.08,60,2700,1.0209516362124961E-4+0.06859497371977445i
1,0.08,70,2700,8.107104423758717E-5+0.05878436521853397i
1,0.08,80,2700,6.638600856143419E-5+0.05142688748142232i
1,0.08,90,2700,5.5652613658042575E-5+0.04570454417210402i
1,0.08,100,2700,4.752691007598636E-5+0.04112662993618612i
1,0.08,110,2700,4.120047138956019E-5+0.0373809264068783i
1,0.08,120,2700,3.6160844644311313E-5+0.0342593154440684i
1,0.08,130,2700,3.206909380461773E-5+0.03161773158979691i
1,0.08,140,2700,2.8693023479146688E-5+0.029353281107860233i
1,0.08,150,2700,2.586878385981051E-5+0.027390515152557283i
1,0.08,160,2700,2.3477794191703652E-5+0.02567285145807272i
1,0.08,170,2700,2.143234129776534E-5+0.024157024218296293i
1,0.08,180,2700,1.9666296273548813E-5+0.022809384336298453i
1,0.08,190,2700,1.812895949267429E-5+0.021603368219820594i
1,0.08,200,2700,1.6780877572689222E-5+0.02051772606781007i
1,0.08,210,2700,1.559093759602735E-5+0.019535256445515726i
1,0.08,220,2700,1.4534308794347143E-5+0.01864188603208227i
1,0.08,230,2700,1.3590958766256624E-5+0.017825989472604956i
1,0.08,240,2700,1.2744566811635781E-5+0.01707787929398929i
1,0.08,250,2700,1.1981716600034919E-5+0.01638941825993911i
1,0.08,260,2700,1.1291288474874513E-5+0.015753721196045584i
1,0.08,270,2700,1.066399652121723E-5+0.015164923085805597i
1,0.08,280,2700,1.0092032013528297E-5+0.014617996867568228i
1,0.08,290,2700,9.568786000051817E-6+0.014108608934010995i
1,0.08,300,2700,9.08863142644478E-6+0.013633003535714797i
1,0.08,310,2700,8.646750525562976E-6+0.013187909561239285i
1,0.08,320,2700,8.23899695804549E-6+0.012770464798197457i
1,0.08,330,2700,7.861784873578568E-6+0.012378153966753668i
1,0.08,340,2700,7.511999003876136E-6+0.012008757689676323i
1,0.08,350,2700,7.1869213171178865E-6+0.01166031021134637i
1,0.08,360,2700,6.884170810622516E-6+0.011331064164312291i
1,0.08,370,2700,6.601653799043938E-6+0.011019461049891564i
1,0.08,380,2700,6.337522642024802E-6+0.010724106380086862i
1,0.08,390,2700,6.090141300114695E-6+0.010443748644049507i
1,0.08,400,2700,5.85805644772064E-6+0.010177261429695226i
1,0.08,410,2700,5.639973133572819E-6+0.009923628161699784i
1,0.08,420,2700,5.4347341821001984E-6+0.009681929019734142i
1,0.08,430,2700,5.2413026875058856E-6+0.009451329681948816i
1,0.08,440,2700,5.058747076744238E-6+0.009231071603261806i
1,0.08,450,2700,4.886228315888916E-6+0.00902046358964198i
1,0.08,460,2700,4.72298891254213E-6+0.008818874471113099i
1,0.08,470,2700,4.568343429342251E-6+0.008625726709779152i
1,0.08,480,2700,4.421670273778013E-6+0.008440490806455113i
1,0.08,490,2700,4.282404569999475E-6+0.008262680391754523i
1,0.08,500,2700,4.150031951151169E-6+0.008091847905745499i
1,0.08,510,2700,4.024083137481943E-6+0.00792758078532373i
1,0.08,520,2700,3.904129187380712E-6+0.007769498090881477i
1,0.08,530,2700,3.7897773264653174E-6+0.007617247514174042i
1,0.08,540,2700,3.680667274665391E-6+0.007470502717881798i
1,0.08,550,2700,3.576468003530742E-6+0.007328960964559159i
1,0.08,560,2700,3.4768748661885286E-6+0.007192340998690056i
1,0.08,570,2700,3.3816070508517656E-6+0.007060381150653005i
1,0.08,580,2700,3.29040531592491E-6+0.006932837635683797i
1,0.08,590,2700,3.2030299706647033E-6+0.006809483024555728i
1,0.08,600,2700,3.1192590703907718E-6+0.006690104865783594i
1,0.08,610,2700,3.0388867994386533E-6+0.0065745044417797015i
1,0.08,620,2700,2.961722018607374E-6+0.0064624956436342244i
1,0.08,630,2700,2.8875869568467553E-6+0.006353903951105171i
1,0.08,640,2700,2.816316029470804E-6+0.006248565506046749i
1,0.08,650,2700,2.74775476729061E-6+0.006146326268910408i
1,0.08,660,2700,2.681758842872418E-6+0.006047041249163085i
1,0.08,670,2700,2.6181931815853526E-6+0.0059505738015010225i
1,0.08,680,2700,2.5569311463424776E-6+0.005856794980630027i
1,0.08,690,2700,2.4978537858994853E-6+0.0057655829481403145i
1,0.08,700,2700,2.4408491373535463E-6+0.005676822425652763i
1,0.08,710,2700,2.3858115739985176E-6+0.005590404188958381i
1,0.08,720,2700,2.33264119004058E-6+0.005506224598329886i
1,0.08,730,2700,2.281243213778717E-6+0.0054241851605536205i
1,0.08,740,2700,2.2315274407078906E-6+0.005344192118524467i
1,0.08,750,2700,2.1834076776051495E-6+0.005266156064459468i
1,0.08,760,2700,2.1368011879218334E-6+0.005189991572925366i
1,0.08,770,2700,2.091628127675476E-6+0.00511561684993118i
1,0.08,780,2700,2.0478109594387327E-6+0.005042953394305533i
1,0.08,790,2700,2.005273829772513E-6+0.004971925667448845i
1,0.08,800,2700,1.963941892420179E-6+0.004902460767303805i
1,0.08,810,2700,1.9237405554714316E-6+0.004834488102002439i
1,0.08,820,2700,1.8845946251669642E-6+0.004767939058090751i
1,0.08,830,2700,1.846427311568353E-6+0.004702746657455865i
1,0.08,840,2700,1.8091590512330154E-6+0.00463884519602416i
1,0.08,850,2700,1.7727060883370944E-6+0.004576169855877023i
1,0.08,860,2700,1.7369787369227325E-6+0.004514656280515473i
1,0.08,870,2700,1.7018792210523416E-6+0.004454240100438341i
1,0.08,880,2700,1.6672989536264518E-6+0.004394856392729755i
1,0.08,890,2700,1.6331150638936183E-6+0.004336439053650838i
1,0.08,900,2700,1.599185911605574E-6+0.0042789200567965886i
1,0.08,910,2700,1.5653452219984957E-6+0.004222228560504087i
1,0.08,920,2700,1.5313943245541838E-6+0.004166289815813037i
1,0.08,930,2700,1.4970917548823781E-6+0.004111023808795336i
1,0.08,940,2700,1.462139143458642E-6+0.004056343546061654i
1,0.08,950,2700,1.426161802816763E-6+0.004002152855940518i
1,0.08,960,2700,1.3886816290333118E-6+0.003948343524273693i
1,0.08,970,2700,1.3490786723629668E-6+0.0038947915033706254i
1,0.08,980,2700,1.3065356898207462E-6+0.003841351809607827i
1,0.08,990,2700,1.2599566056742258E-6+0.0037878515327300515i
1,0.08,1000,2700,1.2078440376060837E-6+0.003734080071782211i
1,0.08,1010,2700,1.1481109273415093E-6+0.003679775205939601i
1,0.08,1020,2700,1.0777829633154774E-6+0.003624602750265725i
1,0.08,1030,2700,9.925139261044774E-7+0.0035681260428921825i
1,0.08,1040,2700,8.857681573028479E-7+0.003509758773076342i
1,0.08,1050,2700,7.473840331138705E-7+0.0034486894519208076i
1,0.08,1060,2700,5.609251984792275E-7+0.003383755395112149i
1,0.08,1070,2700,2.985063539423231E-7+0.003313221875049347i
1,0.08,1080,2700,-9.005303049758215E-8+0.003234371210324508i
1,0.08,1090,2700,-7.020650762613801E-7+0.0031426789679006918i
1,0.08,1100,2700,-1.7457306185585788E-6+0.003029995872624176i
1,0.08,1110,2700,-3.7311678331717165E-6+0.0028799828944408097i
1,0.08,1120,2700,-8.186033582295708E-6+0.002654329717483241i
1,0.08,1130,2700,-2.1501936802851658E-5+0.0022370527342034717i
1,0.08,1140,2700,-9.839245791994642E-5+0.0010357800657601213i
1,0.08,1150,2700,-0.03395083990859773+0.026592450215192794i
1,0.08,1160,2700,-9.89710379804211E-5+0.005429105417161109i
1,0.08,1170,2700,-2.644800863158008E-5+0.004332370436315953i
1,0.08,1180,2700,-1.2114396577540605E-5+0.003936807228400964i
1,0.08,1190,2700,-6.891964269577423E-6+0.003721443981155439i
1,0.08,1200,2700,-4.3967871641343475E-6+0.0035791437740726804i
1,0.08,1210,2700,-3.0048238917893843E-6+0.0034737852638777426i
1,0.08,1220,2700,-2.146387778167923E-6+0.003389783328184256i
1,0.08,1230,2700,-1.5786536080308863E-6+0.003319307391935636i
1,0.08,1240,2700,-1.1834702382125284E-6+0.003257989183677242i
1,0.08,1250,2700,-8.975365053437028E-7+0.0032031973245326647i
1,0.08,1260,2700,-6.843540140373492E-7+0.003153250240265597i
1,0.08,1270,2700,-5.216239370218529E-7+0.0031070215407369484i
1,0.08,1280,2700,-3.950693317948868E-7+0.003063727068542347i
1,0.08,1290,2700,-2.9518894042966324E-7+0.0030228029925303797i
1,0.08,1300,2700,-2.1545134034822885E-7+0.0029838325497385603i
1,0.08,1310,2700,-1.5124135899506805E-7+0.0029465001944327766i
1,0.08,1320,2700,-9.922003752121631E-8+0.0029105618897437855i
1,0.08,1330,2700,-5.6922085136877324E-8+0.00287582527476856i
1,0.08,1340,2700,-2.2494956117270788E-8+0.00284213607421357i
1,0.08,1350,2700,5.474795725631489E-9+0.0028093685683617184i
1,0.08,1360,2700,2.8079794312961414E-8+0.0027774187710505687i
1,0.08,1370,2700,4.617407571913463E-8+0.0027461994542168815i
