% Model,hl2.mph
% Version,COMSOL 6.1.0.357
% Date,"Nov 12 2023, 14:04"
% Table,d1sweep - 
% d1 (cm),freq (Hz),"Total acoustic pressure (Pa), Pressure","Total acoustic velocity, z-component (m^3/s), Velocity"
3,3770,1100,-7.29444721573267E-5+6.01046079769466E-4i
3,3780,1100,-2.9392231397049307E-5+3.9363035281496015E-4i
3,3790,1100,-1.583648046398367E-5+2.952333463848191E-4i
3,3800,1100,-9.946651254708176E-6+2.373881363501252E-4i
3,3810,1100,-6.8743838387652305E-6+1.9893203072781786E-4i
3,3820,1100,-5.074772346422607E-6+1.7120801006695303E-4i
3,3830,1100,-3.932623147465829E-6+1.5001818970142528E-4i
3,3840,1100,-3.1639750423531636E-6+1.3307656377291427E-4i
3,3850,1100,-2.6231614941008698E-6+1.1902635130863471E-4i
3,3860,1100,-2.229300830324375E-6+1.0700467067157609E-4i
3,3870,1100,-1.934659670963908E-6+9.642832524135938E-5i
3,3880,1100,-1.709718428790182E-6+8.687869575982544E-5i
3,3890,1100,-1.535608362655179E-6+7.803426242619242E-5i
3,3900,1100,-1.4000980482019905E-6+6.96264535993417E-5i
3,3910,1100,-1.2954580934238757E-6+6.14054837438539E-5i
3,3920,1100,-1.2174894588494765E-6+5.310648462076957E-5i
3,3930,1100,-1.1655597649989636E-6+4.4404788954938615E-5i
3,3940,1100,-1.144115577980127E-6+3.484043001355096E-5i
3,3950,1100,-1.1675944085883028E-6+2.3664698352644785E-5i
3,3960,1100,-1.275771771184424E-6+9.473515026059944E-6i
3,3970,1100,-1.5902815744820449E-6-1.0847828539561635E-5i
3,3980,1100,-2.6000046342327928E-6-4.6100995471277406E-5i
3,3990,1100,-7.856302085644741E-6-1.3523477634458576E-4i
3,4000,1100,-3.972521905433928E-4-0.001177350379498054i
3,4010,1100,-1.8796346911657418E-5+2.9519551538217107E-4i
3,4020,1100,-5.182386878344095E-6+1.5467261774938543E-4i
3,4030,1100,-2.929261980434782E-6+1.1040266115722436E-4i
3,4040,1100,-2.1421540081853592E-6+8.737836572016637E-5i
3,4050,1100,-1.772260527515592E-6+7.24464626658881E-5i
3,4060,1100,-1.56983461925579E-6+6.1441414727618E-5i
3,4070,1100,-1.4498522325696426E-6+5.2622052730425995E-5i
3,4080,1100,-1.3766736115802012E-6+4.51261177819752E-5i
3,4090,1100,-1.3332098867090636E-6+3.8472714633307094E-5i
3,4100,1100,-1.3105128076194879E-6+3.236765299676213E-5i
3,4110,1100,-1.3036560627578903E-6+2.661611012320265E-5i
3,4120,1100,-1.309910547421688E-6+2.107907549754371E-5i
3,4130,1100,-1.3278690867828947E-6+1.5649540677766693E-5i
3,4140,1100,-1.3570068197688926E-6+1.0238170394066601E-5i
3,4150,1100,-1.3974610131254154E-6+4.76351008953973E-6i
3,4160,1100,-1.4499328474843785E-6-8.561455225664682E-7i
3,4170,1100,-1.5156669227246841E-6-6.711692942684973E-6i
3,4180,1100,-1.5964985419068678E-6-1.2916793941532362E-5i
3,4190,1100,-1.6950344261168933E-6-1.963572593106675E-5i
3,4200,1100,-1.8154950301052216E-6-2.715930936363086E-5i
3,4210,1100,-1.9702142018736776E-6-3.6196599905168134E-5i
3,4220,1100,-2.2864267987225016E-6-4.990222304938123E-5i
3,4230,1100,-2.885161516791875E-4+5.2691796776304705E-5i
3,4240,1100,-3.7200564906471074E-6-4.468982325886105E-5i
3,4250,1100,-3.6370547699366346E-6-6.145196456331307E-5i
3,4260,1100,-4.0862916199217314E-6-7.628747437290443E-5i
3,4270,1100,-4.821611290960325E-6-9.269043432375041E-5i
3,4280,1100,-5.913951835898659E-6-1.1224824525666528E-4i
3,4290,1100,-7.564484255727197E-6-1.3677743183589688E-4i
3,4300,1100,-1.0190551735753514E-5-1.6913916294129518E-4i
3,4310,1100,-1.4717980120399918E-5-2.145551174369026E-4i
3,4320,1100,-2.35263522706467E-5-2.8392941277960735E-4i
3,4330,1100,-4.435265700241427E-5-4.045721268117477E-4i
3,4340,1100,-1.1531963127508067E-4-6.684802242587049E-4i
3,4350,1100,-7.421215039288449E-4-0.0016045477426136522i
3,4360,1100,-0.0011237814647999406+0.0019166437431274337i
3,4370,1100,-1.3423445482238814E-4+7.681701229714787E-4i
3,4380,1100,-4.760708663749116E-5+4.6659108179705636E-4i
3,4390,1100,-2.4177211697440877E-5+3.3485758292539554E-4i
3,4400,1100,-1.4672439223950135E-5+2.608917785600359E-4i
3,4410,1100,-9.913620701855814E-6+2.1322482835866094E-4i
3,4420,1100,-7.201279465882658E-6+1.7969237123886987E-4i
3,4430,1100,-5.513170616513355E-6+1.5461569374220237E-4i
3,4440,1100,-4.393539941217975E-6+1.3499027836611548E-4i
3,4450,1100,-3.6144385055504375E-6+1.1907747832199438E-4i
3,4460,1100,-3.0516590906404755E-6+1.0580074578695706E-4i
3,4470,1100,-2.632875166049063E-6+9.445702864565308E-5i
3,4480,1100,-2.3136774906534265E-6+8.456680148459023E-5i
3,4490,1100,-2.065592658663739E-6+7.579078021536281E-5i
3,4500,1100,-1.8696977576468353E-6+6.788107438775303E-5i
3,4510,1100,-1.7130332659175434E-6+6.0651178970598005E-5i
3,4520,1100,-1.5864969915554016E-6+5.39567675561983E-5i
3,4530,1100,-1.483560723211259E-6+4.7682913666171395E-5i
3,4540,1100,-1.3994636037782343E-6+4.173524014046336E-5i
3,4550,1100,-1.330692612800173E-6+3.6033493639498045E-5i
3,4560,1100,-1.2746427983657491E-6+3.050658306824666E-5i
3,4570,1100,-1.229395410399212E-6+2.5088407597738396E-5i
3,4580,1100,-1.193579032235828E-6+1.9713924865833392E-5i
3,4590,1100,-1.16629689645222E-6+1.4314904321823346E-5i
3,4600,1100,-1.1471192141173118E-6+8.81465579476108E-6i
3,4610,1100,-1.1361591503133622E-6+3.1206323010450215E-6i
3,4620,1100,-1.134286522331697E-6-2.8870432987416716E-6i
3,4630,1100,-1.1436118187751872E-6-9.374932353823068E-6i
3,4640,1100,-1.1685720209343731E-6-1.6591597432599934E-5i
3,4650,1100,-1.2185160155915452E-6-2.4937699251311478E-5i
3,4660,1100,-1.3145303253592212E-6-3.511981657145794E-5i
3,4670,1100,-1.510374126106892E-6-4.853505610881842E-5i
3,4680,1100,-1.9725387983260057E-6-6.842706240120539E-5i
3,4690,1100,-3.418089174849028E-6-1.0452622856327335E-4i
3,4700,1100,-1.209832371369477E-5-2.056982699069084E-4i
3,4710,1100,-0.002732634927805533+6.455515748365833E-4i
3,4720,1100,-1.5639407836808467E-5+1.6600133626319506E-4i
3,4730,1100,-5.651338431890882E-6+6.936169677585604E-5i
3,4740,1100,-3.6660112340985963E-6+3.352031295387233E-5i
3,4750,1100,-2.97192861726444E-6+1.2998436336337203E-5i
3,4760,1100,-2.6851033166661627E-6-1.5344907354065572E-6i
3,4770,1100,-2.5790117168717353E-6-1.325178313275966E-5i
3,4780,1100,-2.5757198061412015E-6-2.356141633473167E-5i
3,4790,1100,-2.6451145969310153E-6-3.3217328367314646E-5i
3,4800,1100,-2.7770020086832713E-6-4.269580999548745E-5i
3,4810,1100,-2.9720128670293957E-6-5.235204837630102E-5i
3,4820,1100,-3.238904960976006E-6-6.24991653099377E-5i
3,4830,1100,-3.5949073767651708E-6-7.345908019347904E-5i
3,4840,1100,-4.06847482922747E-6-8.560710884315662E-5i
3,4850,1100,-4.705223555074336E-6-9.942486259339923E-5i
3,4860,1100,-5.579481975191361E-6-1.1557801466007087E-4i
3,4870,1100,-6.817263340124757E-6-1.3504699679743343E-4i
3,4880,1100,-8.644932659730657E-6-1.593688751824072E-4i
3,4890,1100,-1.1502069311641615E-5-1.9112767066622056E-4i
3,4900,1100,-1.6337005635999496E-5-2.3505901751331675E-4i
3,4910,1100,-2.5521551054349773E-5-3.009051989583451E-4i
3,4920,1100,-4.64712338595577E-5-4.1237279618033096E-4i
3,4930,1100,-1.1318087913082671E-4-6.450501660743244E-4i
3,4940,1100,-5.901808276708684E-4-0.0013802203304055657i
3,4950,1100,-0.0016718746140593089+0.001879318937548601i
3,4960,1100,-1.6683812301011193E-4+7.656687999303308E-4i
3,4970,1100,-5.467369610132663E-5+4.338343893580764E-4i
3,4980,1100,-2.6391594249877664E-5+2.90302986540456E-4i
3,4990,1100,-1.5330978074239503E-5+2.0760035745625015E-4i
3,5000,1100,-9.932442765422215E-6+1.502125949751188E-4i
3,5010,1100,-6.960717417356087E-6+1.0300015909464011E-4i
3,5020,1100,-5.364041849684459E-6+5.473182088472355E-5i
3,5030,1100,-5.536345038122268E-6-1.5659452138993028E-5i
3,5040,1100,-2.2438109531583467E-5-2.3850264738357172E-4i
3,5050,1100,-9.925516770304147E-5+6.874919767501519E-4i
3,5060,1100,-1.1984632114680558E-5+2.3837251883664508E-4i
3,5070,1100,-6.237613232317662E-6+1.602931267068754E-4i
3,5080,1100,-4.395231667305772E-6+1.2393575799229156E-4i
3,5090,1100,-3.483883774739064E-6+1.0115703223786203E-4i
3,5100,1100,-2.9334944739155665E-6+8.467842110458561E-5i
3,5110,1100,-2.56282204739219E-6+7.172489850937044E-5i
3,5120,1100,-2.296280038104042E-6+6.098384497640371E-5i
3,5130,1100,-2.096434892864157E-6+5.174067924642609E-5i
3,5140,1100,-1.942431850517454E-6+4.3565533018458066E-5i
3,5150,1100,-1.821630654622526E-6+3.6179614323016834E-5i
3,5160,1100,-1.7258801589446896E-6+2.9391051047198536E-5i
3,5170,1100,-1.6496757421489373E-6+2.306115571669271E-5i
3,5180,1100,-1.5891704565713078E-6+1.7085339299707064E-5i
3,5190,1100,-1.5416089043696593E-6+1.1381626919443918E-5i
3,5200,1100,-1.504986047543283E-6+5.88335805982937E-6i
3,5210,1100,-1.4778331895863044E-6+5.342947745843984E-7i
3,5220,1100,-1.459079798411765E-6-4.714846124435045E-6i
3,5230,1100,-1.4479629132576475E-6-9.909019282185479E-6i
3,5240,1100,-1.4439681016410143E-6-1.5091010101569732E-5i
3,5250,1100,-1.4467929004168985E-6-2.030339970643458E-5i
3,5260,1100,-1.4563281291163542E-6-2.559057317862377E-5i
3,5270,1100,-1.4726559944535196E-6-3.100102983513197E-5i
3,5280,1100,-1.4960678479356776E-6-3.659034248947481E-5i
3,5290,1100,-1.527110714018252E-6-4.242530813251533E-5i
3,5300,1100,-1.5666842387303556E-6-4.859023227342151E-5i
3,5310,1100,-1.6162384557548842E-6-5.5197120836226354E-5i
3,5320,1100,-1.6781955353424904E-6-6.240337827579367E-5i
3,5330,1100,-1.756921653386886E-6-7.044492946929929E-5i
3,5340,1100,-1.8612092473706003E-6-7.970395460271479E-5i
3,5350,1100,-2.0115180670979603E-6-9.086380738171133E-5i
3,5360,1100,-2.265256427919717E-6-1.053208342816496E-4i
3,5370,1100,-2.8319292657065908E-6-1.2654751362456884E-4i
3,5380,1100,-4.903361145860799E-6-1.6659550709916454E-4i
3,5390,1100,-2.9746336650723557E-5-3.176064845175202E-4i
3,5400,1100,-7.350009335935016E-5+2.0113858769648678E-4i
3,5410,1100,-1.2409849373907468E-5-1.5786280465600984E-5i
3,5420,1100,-8.106329625895177E-6-6.517713989957184E-5i
3,5430,1100,-7.3242618941727096E-6-9.40014828856421E-5i
3,5440,1100,-7.549115903857079E-6-1.1780611402626422E-4i
3,5450,1100,-8.376716193773736E-6-1.4131676063732125E-4i
3,5460,1100,-9.814941381032549E-6-1.6716336162228435E-4i
3,5470,1100,-1.209307390914259E-5-1.9781590979984836E-4i
3,5480,1100,-1.5741264853143053E-5-2.36614841537626E-4i
3,5490,1100,-2.1930277067503433E-5-2.891643867572337E-4i
3,5500,1100,-3.354230589218233E-5-3.664727815517187E-4i
3,5510,1100,-5.9238660136212374E-5-4.942085182724404E-4i
3,5520,1100,-1.3567011246853344E-4-7.489406467459248E-4i
3,5530,1100,-5.776776808869614E-4-0.0014667766411830484i
3,5540,1100,-0.0033633657164067908+0.0017552449719863638i
3,5550,1100,-3.0360821199146607E-4+0.0010882489264109738i
3,5560,1100,-9.232579258824987E-5+6.06730067989429E-4i
3,5570,1100,-4.3655975068703725E-5+4.1076735033471516E-4i
3,5580,1100,-2.5379053631170267E-5+3.0522342888280246E-4i
3,5590,1100,-1.6640437778569997E-5+2.3893623350948145E-4i
3,5600,1100,-1.1812366118830978E-5+1.9310475134775052E-4i
3,5610,1100,-8.874934879272293E-6+1.5924774246277152E-4i
3,5620,1100,-6.960456524321939E-6+1.3298531473212135E-4i
3,5630,1100,-5.646757812729542E-6+1.1182717306885794E-4i
3,5640,1100,-4.7086860471804555E-6+9.425086796730637E-5i
3,5650,1100,-4.017385370082434E-6+7.927057080382012E-5i
3,5660,1100,-3.4948704856030372E-6+6.621659497516228E-5i
3,5670,1100,-3.091759148982985E-6+5.4614291693583644E-5i
3,5680,1100,-2.7756030929752504E-6+4.411329394872523E-5i
3,5690,1100,-2.524432874607357E-6+3.444364911071957E-5i
3,5700,1100,-2.3230305910974216E-6+2.538670687115993E-5i
3,5710,1100,-2.1607145096808226E-6+1.6753873380835607E-5i
3,5720,1100,-2.030021059348643E-6+8.368662348270513E-6i
3,5730,1100,-1.925986840550689E-6+4.801736315737607E-8i
3,5740,1100,-1.8459484575508445E-6-8.422335040715146E-6i
3,5750,1100,-1.7900326428458596E-6-1.732806003342394E-5i
3,5760,1100,-1.7630740262737931E-6-2.710361470373089E-5i
3,5770,1100,-1.7805155291520007E-6-3.8504851028102816E-5i
3,5780,1100,-1.8883397196542755E-6-5.3060964087539826E-5i
3,5790,1100,-2.2483020101646666E-6-7.454447146589331E-5i
3,5800,1100,-3.7001267842018057E-6-1.1576928758963559E-4i
3,5810,1100,-1.844396220959587E-5-2.674121190959498E-4i
3,5820,1100,-7.10606112801572E-5+4.1138766784172966E-4i
3,5830,1100,-7.3488969845559155E-6+8.231858654958305E-5i
3,5840,1100,-3.869449321364336E-6+2.76357845735979E-5i
3,5850,1100,-2.940115257273761E-6+2.5159371861282924E-6i
3,5860,1100,-2.5665119768912173E-6-1.3472484150801677E-5i
3,5870,1100,-2.392224189970979E-6-2.5528791077940876E-5i
3,5880,1100,-2.3121873282010224E-6-3.56047987033469E-5i
3,5890,1100,-2.2863890027133326E-6-4.461765949272657E-5i
3,5900,1100,-2.2972564392956565E-6-5.307671641981611E-5i
3,5910,1100,-2.3366562316820823E-6-6.131359856758872E-5i
3,5920,1100,-2.401225517346123E-6-6.95897129297904E-5i
3,5930,1100,-2.490864534606072E-6-7.817271951410938E-5i
3,5940,1100,-2.610091288562598E-6-8.745312219904009E-5i
3,5950,1100,-2.7822705483614136E-6-9.832790012848764E-5i
3,5960,1100,-3.247303235535618E-6-1.1481698193141576E-4i
3,5970,1100,-3.207961120481935E-4+4.791111503594476E-6i
3,5980,1100,-4.539485286025563E-6-1.0420168257958303E-4i
3,5990,1100,-4.228955166626289E-6-1.2262089430047405E-4i
3,6000,1100,-4.499916968711641E-6-1.374197181511546E-4i
3,6010,1100,-4.964580545911243E-6-1.5255962506891137E-4i
3,6020,1100,-5.594639778192937E-6-1.6924280816804776E-4i
3,6030,1100,-6.4098340355529015E-6-1.883775865717868E-4i
3,6040,1100,-7.419491063977711E-6-2.1107847440566386E-4i
3,6050,1100,-8.408074885801615E-6-2.3931737261032092E-4i
3,6060,1100,-2.0601883357618368E-5-2.90308832019685E-4i
3,6070,1100,-2.029072872646765E-5-3.139124610145919E-4i
3,6080,1100,-2.5803788400550702E-5-3.7560843340634156E-4i
3,6090,1100,-3.814769230355305E-5-4.657062812740626E-4i
3,6100,1100,-6.527412438452443E-5-6.125081330101384E-4i
3,6110,1100,-1.4153602327598362E-4-8.960799340323377E-4i
3,6120,1100,-5.196037887785816E-4-0.0016482202014888364i
3,6130,1100,-0.005621131761618393+4.089996799313913E-5i
3,6140,1100,-5.029066740136957E-4+0.0015759549382182835i
3,6150,1100,-1.346986232113021E-4+8.270890364173022E-4i
3,6160,1100,-6.073807550193809E-5+5.445094129540811E-4i
3,6170,1100,-3.447826848930195E-5+3.982273263116113E-4i
3,6180,1100,-2.2293092017399422E-5+3.0863299114577237E-4i
3,6190,1100,-1.5683123129897956E-5+2.4783730187959797E-4i
3,6200,1100,-1.171041098045578E-5+2.0362764908886337E-4i
3,6210,1100,-9.14344969570364E-6+1.698261361367558E-4i
3,6220,1100,-7.393254746401855E-6+1.4297544072042895E-4i
3,6230,1100,-6.1496526967570095E-6+1.2099039254644131E-4i
3,6240,1100,-5.236821710528445E-6+1.0253852398264436E-4i
3,6250,1100,-4.549131276757289E-6+8.67281278813786E-5i
3,6260,1100,-4.0200615491219965E-6+7.293942798064288E-5i
3,6270,1100,-3.606062543298211E-6+6.072772895631362E-5i
3,6280,1100,-3.277679598515656E-6+4.976512148922967E-5i
3,6290,1100,-3.0144355834682744E-6+3.98039435564508E-5i
3,6300,1100,-2.801757684271826E-6+3.065306850118038E-5i
3,6310,1100,-2.6290667568055864E-6+2.2162042502903705E-5i
3,6320,1100,-2.4885532338231147E-6+1.4210181097527371E-5i
3,6330,1100,-2.374372145974472E-6+6.698885025330817E-6i
3,6340,1100,-2.282101628948896E-6-4.539059728078271E-7i
3,6350,1100,-2.2083715199729635E-6-7.31781397664122E-6i
3,6360,1100,-2.150604456351122E-6-1.3953135184687944E-5i
3,6370,1100,-2.1068331222042412E-6-2.0413274966122312E-5i
3,6380,1100,-2.0755702350600773E-6-2.6746726503044184E-5i
3,6390,1100,-2.0557159732099285E-6-3.2998758938690327E-5i
3,6400,1100,-2.046492776028291E-6-3.9212950897219306E-5i
3,6410,1100,-2.0474009583102944E-6-4.543269530881845E-5i
3,6420,1100,-2.058191092772619E-6-5.17028117846733E-5i
3,6430,1100,-2.0788511569297533E-6-5.807143913186933E-5i
3,6440,1100,-2.109608526190499E-6-6.459245776833303E-5i
3,6450,1100,-2.15094978183193E-6-7.132884190807706E-5i
3,6460,1100,-2.2036665645462914E-6-7.835763376311262E-5i
3,6470,1100,-2.2689472382272463E-6-8.57778224370604E-5i
3,6480,1100,-2.348562760080032E-6-9.372367129968012E-5i
3,6490,1100,-2.445274047879567E-6-1.0238893440211171E-4i
3,6500,1100,-2.5638308776145025E-6-1.1207469279778734E-4i
3,6510,1100,-2.7137854465328694E-6-1.232941510194898E-4i
3,6520,1100,-2.918913080865123E-6-1.3703564941506505E-4i
3,6530,1100,-3.2571625671358113E-6-1.5556248747122713E-4i
3,6540,1100,-4.107279299239876E-6-1.8570621820177577E-4i
3,6550,1100,-9.502388441942415E-6-2.635821480268379E-4i
3,6560,1100,-6.781723009198334E-4+7.379556402356251E-4i
3,6570,1100,-1.486108606648594E-5-4.367118825597179E-5i
3,6580,1100,-9.360156124015114E-6-1.0880178067571373E-4i
3,6590,1100,-8.788522212374239E-6-1.418548746952521E-4i
3,6600,1100,-9.400609763978755E-6-1.6820613491292955E-4i
3,6610,1100,-1.0784571908756468E-5-1.9406374396867273E-4i
3,6620,1100,-1.3082406297649309E-5-2.2263469354576383E-4i
3,6630,1100,-1.683654491541217E-5-2.5705397686995215E-4i
3,6640,1100,-2.3376067977268753E-5-3.021093795128682E-4i
3,6650,1100,-3.6339810939124E-5-3.6747290448013845E-4i
3,6660,1100,-6.883891234142349E-5-4.783164443769312E-4i
3,6670,1100,-2.019449270939389E-4-7.259633541727617E-4i
3,6680,1100,-0.00170923822237832-6.670772603443605E-4i
3,6690,1100,-2.1640699095922021E-4+3.8266150538754514E-4i
3,6700,1100,-4.5807699545370134E-5+1.983113664405389E-5i
3,6710,1100,-2.0861120465912747E-5-1.6915771728340413E-4i
3,6720,1100,-2.163326637600093E-5-3.5513729916798856E-4i
3,6730,1100,-5.382344815305233E-5-6.703464406363155E-4i
3,6740,1100,-4.286044898539091E-4-0.0018283578038109478i
3,6750,1100,-8.660689178138596E-4+0.0023137826243591446i
3,6760,1100,-9.300671610907362E-5+7.053417485396345E-4i
3,6770,1100,-3.445584736725509E-5+3.3641927597192426E-4i
3,6780,1100,-2.0035684227990862E-5+1.0316298069611652E-4i
3,6790,1100,-5.027122876867459E-5-3.646691332153902E-4i
3,6800,1100,-1.6972350366542918E-4+0.001107116952787099i
3,6810,1100,-2.672228737291548E-5+4.266524993481152E-4i
3,6820,1100,-1.4419368607382058E-5+2.8677478741207185E-4i
3,6830,1100,-1.0062121403777293E-5+2.1762643276303966E-4i
3,6840,1100,-7.798742770081712E-6+1.7331036139460685E-4i
3,6850,1100,-6.403585226407684E-6+1.4119158565291734E-4i
3,6860,1100,-5.459383756046744E-6+1.1619273627074366E-4i
3,6870,1100,-4.782632881464607E-6+9.58031583338996E-5i
3,6880,1100,-4.278882610690656E-6+7.860687758454072E-5i
3,6890,1100,-3.8941356747142615E-6+6.372956233682181E-5i
3,6900,1100,-3.595146910316427E-6+5.059437440513226E-5i
3,6910,1100,-3.360305782631597E-6+3.880093901847985E-5i
3,6920,1100,-3.174982044642563E-6+2.805986783388407E-5i
3,6930,1100,-3.0289649158013173E-6+1.8154831648621543E-5i
3,6940,1100,-2.91496928981838E-6+8.919348172223981E-6i
3,6950,1100,-2.8277233494971765E-6+2.2191214967883493E-7i
3,6960,1100,-2.7633910310130632E-6-8.043910124920216E-6i
3,6970,1100,-2.7191967898701005E-6-1.5966313014990852E-5i
3,6980,1100,-2.693178062371941E-6-2.3620119996882806E-5i
3,6990,1100,-2.684021933655127E-6-3.1070367031760676E-5i
3,7000,1100,-2.6909601085185958E-6-3.8375032541652056E-5i
3,7010,1100,-2.713706754350914E-6-4.558719977654743E-5i
3,7020,1100,-2.7524304341527456E-6-5.275684958586796E-5i
3,7030,1100,-2.807755965998504E-6-5.9932428927218716E-5i
3,7040,1100,-2.8807957044449397E-6-6.716231030768713E-5i
3,7050,1100,-2.9732131849272293E-6-7.449624308123007E-5i
3,7060,1100,-3.087325955293926E-6-8.198689607203955E-5i
3,7070,1100,-3.2262594862302186E-6-8.969160195565385E-5i
3,7080,1100,-3.394171355896567E-6-9.767443929963214E-5i
3,7090,1100,-3.5965761256438747E-6-1.0600883331720497E-4i
3,7100,1100,-3.840819351840157E-6-1.1478093104404839E-4i
3,7110,1100,-4.136779214155322E-6-1.2409412850098716E-4i
3,7120,1100,-4.497926031966362E-6-1.3407532838370683E-4i
3,7130,1100,-4.94296251037589E-6-1.4488384593239307E-4i
3,7140,1100,-5.498439677499824E-6-1.5672447075351312E-4i
3,7150,1100,-6.203078142086997E-6-1.6986725877148084E-4i
3,7160,1100,-7.115209493486211E-6-1.8467864384191446E-4i
3,7170,1100,-8.326243075366394E-6-2.016724744402441E-4i
3,7180,1100,-9.986548051175426E-6-2.2159810446230622E-4i
3,7190,1100,-1.235903633962791E-5-2.456021927049091E-4i
3,7200,1100,-1.5941069650923147E-5-2.75550000624954E-4i
3,7210,1100,-2.1778416082707792E-5-3.1473117692257826E-4i
3,7220,1100,-3.2424554117190514E-5-3.6963484806088864E-4i
3,7230,1100,-5.571683511872973E-5-4.5534203901070056E-4i
3,7240,1100,-1.2744744285768543E-4-6.168147564850021E-4i
3,7250,1100,-6.220197563896839E-4-9.801838463175236E-4i
3,7260,1100,-4.8113534138359706E-4+4.160157245623369E-4i
3,7270,1100,-5.225454694284719E-5-1.482187390279797E-4i
3,7280,1100,-5.444471634557878E-5-6.571573518119003E-4i
3,7290,1100,-0.004069623068142249-0.003087734433318595i
3,7300,1100,-1.8055503211534993E-4+8.362278503862351E-4i
3,7310,1100,-5.271392181829044E-5+3.4840760326066984E-4i
3,7320,1100,-2.700176918105291E-5+1.6718938189619467E-4i
3,7330,1100,-1.755201713386763E-5+5.8091826611013216E-5i
3,7340,1100,-1.3587320614387712E-5-2.8435775111859264E-5i
3,7350,1100,-1.2757909606532074E-5-1.1461727781355899E-4i
3,7360,1100,-1.5617612030968694E-5-2.2268773700885637E-4i
3,7370,1100,-2.8241617671507518E-5-4.014671325406969E-4i
3,7380,1100,-1.0135289006388056E-4-8.655703101275004E-4i
3,7390,1100,-0.006732648945901983-0.0029276484239568468i
3,7400,1100,-1.47624591429318E-4+0.0010475572534751681i
3,7410,1100,-4.049753946762441E-5+5.184893223980986E-4i
3,7420,1100,-2.0392903002292296E-5+3.376408759603878E-4i
3,7430,1100,-1.306999802117111E-5+2.4328041578794944E-4i
3,7440,1100,-9.516054588876385E-6+1.834984802107781E-4i
3,7450,1100,-7.49060302729796E-6+1.4104944297692608E-4i
3,7460,1100,-6.213791751965348E-6+1.0851131862575115E-4i
3,7470,1100,-5.353334960182543E-6+8.212331545031638E-5i
3,7480,1100,-4.747143421721667E-6+5.9737463200103125E-5i
3,7490,1100,-4.308408512709171E-6+3.9993768841106104E-5i
3,7500,1100,-3.987894077082192E-6+2.1932619450828274E-5i
3,7510,1100,-3.7576163384011785E-6+4.777624632892038E-6i
3,7520,1100,-3.6042407854004816E-6-1.2226607954140773E-5i
3,7530,1100,-3.5291867099378086E-6-3.0004170759762012E-5i
3,7540,1100,-3.5592437579276476E-6-4.99983498690918E-5i
3,7550,1100,-3.7909787433294254E-6-7.507940057118666E-5i
3,7560,1100,-4.606572300024813E-6-1.1273182671435698E-4i
3,7570,1100,-8.452069955564968E-6-1.92597845828782E-4i
3,7580,1100,-1.0716921125965997E-4-6.987768242078857E-4i
3,7590,1100,-3.0715975450255156E-5+2.710501847817756E-4i
3,7600,1100,-8.519722962546995E-6+7.439879036095073E-5i
3,7610,1100,-5.719964365241723E-6+1.761738571538403E-5i
3,7620,1100,-4.887097335646384E-6-1.3168889131658134E-5i
3,7630,1100,-4.590150847020234E-6-3.478415935068699E-5i
3,7640,1100,-4.518973519689773E-6-5.2318481279867924E-5i
3,7650,1100,-4.577322673972591E-6-6.79518556833483E-5i
3,7660,1100,-4.7337881353960135E-6-8.294821527282092E-5i
3,7670,1100,-4.990670974529727E-6-9.843636633839882E-5i
3,7680,1100,-5.410586267692665E-6-1.16344469554122E-4i
3,7690,1100,-6.536614392724902E-6-1.44126795281443E-4i
3,7700,1100,-2.1441303039665565E-4-4.561269150706299E-4i
3,7710,1100,-9.361660216230072E-6-1.0554070252301892E-4i
3,7720,1100,-8.527894867598286E-6-1.3929824380759596E-4i
3,7730,1100,-9.309963761145178E-6-1.6220359256105074E-4i
3,7740,1100,-1.0668416308489164E-5-1.843902448475914E-4i
3,7750,1100,-1.2635126142641847E-5-2.0852303470150145E-4i
3,7760,1100,-1.5470468320003545E-5-2.364723082272816E-4i
3,7770,1100,-1.9698764433397276E-5-2.705122522058029E-4i
3,7780,1100,-2.636895323406399E-5-3.1418839390512073E-4i
3,7790,1100,-3.778583469671882E-5-3.7385892856412124E-4i
3,7800,1100,-5.982844560990365E-5-4.6248452021054986E-4i
3,7810,1100,-1.1133331669024986E-4-6.110076090420918E-4i
3,7820,1100,-2.806839802328694E-4-9.094399568561275E-4i
3,7830,1100,-0.0013677654796272107-0.0014601317690262337i
3,7840,1100,-0.0013666839989107636+0.001281332030847991i
3,7850,1100,-2.6561999324088047E-4+7.095817054508468E-4i
3,7860,1100,-1.0032846946114368E-4+4.0311737366058645E-4i
3,7870,1100,-5.1582119966193855E-5+2.5010774125765184E-4i
3,7880,1100,-3.130384917601343E-5+1.572649571563823E-4i
3,7890,1100,-2.1101517377517165E-5+9.274267494470191E-5i
3,7900,1100,-1.533176252912544E-5+4.312578223520937E-5i
3,7910,1100,-1.1819751979671623E-5+1.6585741322914817E-6i
3,7920,1100,-9.597101616602661E-6-3.5680607175937624E-5i
3,7930,1100,-8.197510982042233E-6-7.180942409829429E-5i
3,7940,1100,-7.406118264133704E-6-1.0946845198863951E-4i
3,7950,1100,-7.185422826327359E-6-1.521480350988795E-4i
3,7960,1100,-7.749692463578931E-6-2.0590071722722392E-4i
3,7970,1100,-1.013423263800998E-5-2.852850057057485E-4i
3,7980,1100,-2.150779852768157E-5-4.475181531942286E-4i
3,7990,1100,-6.372275473412041E-4-0.0017313259093921743i
