% Model,hl2.mph
% Version,COMSOL 6.1.0.357
% Date,"Nov 13 2023, 17:34"
% Table,d1_m - 
% m,d1 (m),freq (Hz),"Total acoustic pressure (Pa), Pressure","Total acoustic velocity, z-component (m^3/s), Velocity"
0,0.01,390,500.00000000000006,1.4363281541507485E-7+1.9283938357420445E-4i
0,0.01,400,500.00000000000006,1.4326977010223256E-7+1.8771099115872915E-4i
0,0.01,410,500.00000000000006,1.4245444399378043E-7+1.8284889915057176E-4i
0,0.01,420,500.00000000000006,1.4127567827429706E-7+1.7823236870283848E-4i
0,0.01,430,500.00000000000006,1.3980637719012416E-7+1.7384278629829444E-4i
0,0.01,440,500.00000000000006,1.38106511426798E-7+1.6966339494510084E-4i
0,0.01,450,500.00000000000006,1.362255130896439E-7+1.6567906550253296E-4i
0,0.01,460,500.00000000000006,1.3420419509902662E-7+1.6187610126655052E-4i
0,0.01,470,500.00000000000006,1.3207629668349403E-7+1.5824207026431466E-4i
0,0.01,480,500.00000000000006,1.2986973332071534E-7+1.5476566074607367E-4i
0,0.01,490,500.00000000000006,1.2760761186115717E-7+1.5143655618736382E-4i
0,0.01,500,500.00000000000006,1.2530905818388842E-7+1.4824532677276388E-4i
0,0.01,510,500.00000000000006,1.2298989450122206E-7+1.451833348605008E-4i
0,0.01,520,500.00000000000006,1.2066319555293214E-7+1.4224265235362451E-4i
0,0.01,530,500.00000000000006,1.1833974684607348E-7+1.3941598824935715E-4i
0,0.01,540,500.00000000000006,1.1602842335573108E-7+1.3669662492013203E-4i
0,0.01,550,500.00000000000006,1.1373650340331709E-7+1.3407836191090913E-4i
0,0.01,560,500.00000000000006,1.1146992951767526E-7+1.3155546622729838E-4i
0,0.01,570,500.00000000000006,1.092335257924557E-7+1.2912262824624397E-4i
0,0.01,580,500.00000000000006,1.070311794303204E-7+1.2677492251105793E-4i
0,0.01,590,500.00000000000006,1.0486599271668696E-7+1.2450777278130384E-4i
0,0.01,600,500.00000000000006,1.0274041050938584E-7+1.2231692079862317E-4i
0,0.01,610,500.00000000000006,1.0065632739825608E-7+1.2019839830566134E-4i
0,0.01,620,500.00000000000006,9.86151779405713E-8+1.1814850191923554E-4i
0,0.01,630,500.00000000000006,9.661801277371987E-8+1.1616377051286214E-4i
0,0.01,640,500.00000000000006,9.466556291226407E-8+1.1424096480944997E-4i
0,0.01,650,500.00000000000006,9.275829413837944E-8+1.1237704892355737E-4i
0,0.01,660,500.00000000000006,9.089645306489048E-8+1.1056917362563904E-4i
0,0.01,670,500.00000000000006,8.908010618282563E-8+1.0881466112844376E-4i
0,0.01,680,500.00000000000006,8.730917298160781E-8+1.0711099121954913E-4i
0,0.01,690,500.00000000000006,8.558345404816019E-8+1.0545578858416258E-4i
0,0.01,700,500.00000000000006,8.390265489583213E-8+1.038468111792692E-4i
0,0.01,710,500.00000000000006,8.226640614660074E-8+1.0228193953468412E-4i
0,0.01,720,500.00000000000006,8.067428057884452E-8+1.0075916686832728E-4i
0,0.01,730,500.00000000000006,7.912580745952706E-8+9.927658991300481E-5i
0,0.01,740,500.00000000000006,7.762048449637525E-8+9.783240035964967E-5i
0,0.01,750,500.00000000000006,7.61577876682625E-8+9.642487682793247E-5i
0,0.01,760,500.00000000000006,7.473717912540175E-8+9.505237727924292E-5i
0,0.01,770,500.00000000000006,7.335811327589604E-8+9.371333178911551E-5i
0,0.01,780,500.00000000000006,7.202004110835555E-8+9.240623559646059E-5i
0,0.01,790,500.00000000000006,7.072241271823907E-8+9.112964234481171E-5i
0,0.01,800,500.00000000000006,6.94646779162543E-8+8.988215742625884E-5i
0,0.01,810,500.00000000000006,6.8246284686092E-8+8.866243133101367E-5i
0,0.01,820,500.00000000000006,6.706667512111645E-8+8.746915289423883E-5i
0,0.01,830,500.00000000000006,6.592527828837497E-8+8.630104231560137E-5i
0,0.01,840,500.00000000000006,6.482149922880796E-8+8.515684380483306E-5i
0,0.01,850,500.00000000000006,6.375470297677179E-8+8.4035317676477E-5i
0,0.01,860,500.00000000000006,6.272419203135101E-8+8.293523167619584E-5i
0,0.01,870,500.00000000000006,6.172917508392785E-8+8.185535126600112E-5i
0,0.01,880,500.00000000000006,6.076872391407258E-8+8.079442852112673E-5i
0,0.01,890,500.00000000000006,5.984171408846721E-8+7.975118918942525E-5i
0,0.01,900,500.00000000000006,5.894674324170741E-8+7.872431732431174E-5i
0,0.01,910,500.00000000000006,5.808201798866237E-8+7.771243670810039E-5i
0,0.01,920,500.00000000000006,5.72451964538548E-8+7.67140880102286E-5i
0,0.01,930,500.00000000000006,5.643316725515203E-8+7.572770023801701E-5i
0,0.01,940,500.00000000000006,5.564173634521453E-8+7.475155448059802E-5i
0,0.01,950,500.00000000000006,5.486517837980063E-8+7.378373713225862E-5i
0,0.01,960,500.00000000000006,5.4095585857967666E-8+7.2822078571221E-5i
0,0.01,970,500.00000000000006,5.33219112651353E-8+7.186407143720815E-5i
0,0.01,980,500.00000000000006,5.2528534391891265E-8+7.090675982061989E-5i
0,0.01,990,500.00000000000006,5.169307977119499E-8+6.994658620386354E-5i
0,0.01,1000,500.00000000000006,5.078302177613876E-8+6.89791757523246E-5i
0,0.01,1010,500.00000000000006,4.975027715985303E-8+6.799902548963055E-5i
0,0.01,1020,500.00000000000006,4.852235454061617E-8+6.699904516218607E-5i
0,0.01,1030,500.00000000000006,4.6987406754983534E-8+6.596985968290416E-5i
0,0.01,1040,500.00000000000006,4.4968046241496264E-8+6.489871456958426E-5i
0,0.01,1050,500.00000000000006,4.217346016985002E-8+6.376769263648396E-5i
0,0.01,1060,500.00000000000006,3.810723162254056E-8+6.255067651380283E-5i
0,0.01,1070,500.00000000000006,3.1878503876166454E-8+6.12078907045683E-5i
0,0.01,1080,500.00000000000006,2.1784153770460567E-8+5.967542773701321E-5i
0,0.01,1090,500.00000000000006,4.2890809228971275E-9+5.784340768343734E-5i
0,0.01,1100,500.00000000000006,-2.8806034869658833E-8+5.5505204673254044E-5i
0,0.01,1110,500.00000000000006,-9.978089774994118E-8+5.222037448611874E-5i
0,0.01,1120,500.00000000000006,-2.860538124312924E-7+4.6852708462480174E-5i
0,0.01,1130,500.00000000000006,-1.008118107726809E-6+3.53018920230983E-5i
0,0.01,1140,500.00000000000006,-1.0045098467965367E-5-1.6788780766617045E-5i
0,0.01,1150,500.00000000000006,-1.3973727651623529E-5+1.484645282604353E-4i
0,0.01,1160,500.00000000000006,-1.6495784224380714E-6+8.971079211403016E-5i
0,0.01,1170,500.00000000000006,-6.39899803284254E-7+7.763190184614476E-5i
0,0.01,1180,500.00000000000006,-3.48404066874515E-7+7.216576100541515E-5i
0,0.01,1190,500.00000000000006,-2.2262044734516E-7+6.88944434743373E-5i
0,0.01,1200,500.00000000000006,-1.5602314217584725E-7+6.662141648490067E-5i
0,0.01,1210,500.00000000000006,-1.1609420566267883E-7+6.488829865234029E-5i
0,0.01,1220,500.00000000000006,-9.00742713650943E-8+6.34816709701922E-5i
0,0.01,1230,500.00000000000006,-7.207987651201055E-8+6.228867720107312E-5i
0,0.01,1240,500.00000000000006,-5.907234924580853E-8+6.124399264561043E-5i
0,0.01,1250,500.00000000000006,-4.934417402522253E-8+6.030714993253574E-5i
0,0.01,1260,500.00000000000006,-4.187109483104458E-8+5.945171450830018E-5i
0,0.01,1270,500.00000000000006,-3.6005845235536885E-8+5.865966397223626E-5i
0,0.01,1280,500.00000000000006,-3.132160930538895E-8+5.7918269080390236E-5i
0,0.01,1290,500.00000000000006,-2.7526793471488048E-8+5.7218267058238106E-5i
0,0.01,1300,500.00000000000006,-2.4416135307493638E-8+5.655274283430418E-5i
0,0.01,1310,500.00000000000006,-2.1841396905956547E-8+5.5916417487440124E-5i
0,0.01,1320,500.00000000000006,-1.9693126361228162E-8+5.530518082430233E-5i
0,0.01,1330,500.00000000000006,-1.7888933627837236E-8+5.471577560309819E-5i
0,0.01,1340,500.00000000000006,-1.636573796399498E-8+5.414557890056883E-5i
0,0.01,1350,500.00000000000006,-1.5074512524616047E-8+5.359244740878291E-5i
0,0.01,1360,500.00000000000006,-1.3976642399651023E-8+5.305460581707985E-5i
0,0.01,1370,500.00000000000006,-1.3041350716237206E-8+5.2530564850957864E-5i
0,0.01,1380,500.00000000000006,-1.2243847329710226E-8+5.2019060112795964E-5i
0,0.01,1390,500.00000000000006,-1.1563976085231381E-8+5.151900576073807E-5i
0,0.01,1400,500.00000000000006,-1.0985212301627263E-8+5.1029458931552946E-5i
0,0.01,1410,500.00000000000006,-1.0493910355827105E-8+5.0549592046791455E-5i
0,0.01,1420,500.00000000000006,-1.0078732627442638E-8+5.007867097037066E-5i
0,0.01,1430,500.00000000000006,-9.730211875494773E-9+4.961603755169234E-5i
0,0.01,1440,500.00000000000006,-9.44041317216803E-9+4.916109548059353E-5i
0,0.01,1450,500.00000000000006,-9.202671165497904E-9+4.871329865554816E-5i
0,0.01,1460,500.00000000000006,-9.011385179196979E-9+4.8272141461443194E-5i
0,0.01,1470,500.00000000000006,-8.861859439187928E-9+4.7837150492244686E-5i
0,0.01,1480,500.00000000000006,-8.750179174909597E-9+4.7407877353156355E-5i
0,0.01,1490,500.00000000000006,-8.673115900588095E-9+4.698389224726542E-5i
0,0.01,1500,500.00000000000006,-8.628057126797736E-9+4.65647781004667E-5i
0,0.01,1510,500.00000000000006,-8.612957291143206E-9+4.6150125010489275E-5i
0,0.01,1520,500.00000000000006,-8.62630798012535E-9+4.57395248241144E-5i
0,0.01,1530,500.00000000000006,-8.667126664908151E-9+4.5332565652788104E-5i
0,0.01,1540,500.00000000000006,-8.734964295879875E-9+4.492882613135698E-5i
0,0.01,1550,500.00000000000006,-8.829933304120215E-9+4.452786920686456E-5i
0,0.01,1560,500.00000000000006,-8.952758959548387E-9+4.4129235212576884E-5i
0,0.01,1570,500.00000000000006,-9.104858790520567E-9+4.373243393324068E-5i
0,0.01,1580,500.00000000000006,-9.288457085715708E-9+4.3336935295927966E-5i
0,0.01,1590,500.00000000000006,-9.506744676055714E-9+4.294215821878122E-5i
0,0.01,1600,500.00000000000006,-9.76409868406146E-9+4.254745700546591E-5i
0,0.01,1610,500.00000000000006,-1.006638341645094E-8+4.215210446852425E-5i
0,0.01,1620,500.00000000000006,-1.0421363149285323E-8+4.175527067243518E-5i
0,0.01,1630,500.00000000000006,-1.0839271942865336E-8+4.1355995765429774E-5i
0,0.01,1640,500.00000000000006,-1.13336076621125E-8+4.0953154752140246E-5i
0,0.01,1650,500.00000000000006,-1.1922251800782852E-8+4.054541114259663E-5i
0,0.01,1660,500.00000000000006,-1.2629071610451035E-8+4.013115502707668E-5i
0,0.01,1670,500.00000000000006,-1.3486250610890001E-8+3.970841898888415E-5i
0,0.01,1680,500.00000000000006,-1.4537743400816505E-8+3.927476189685098E-5i
0,0.01,1690,500.00000000000006,-1.584450835675669E-8+3.882710517390361E-5i
0,0.01,1700,500.00000000000006,-1.749262878557863E-8+3.8361497093065015E-5i
0,0.01,1710,500.00000000000006,-1.9606272172680313E-8+3.7872765156615035E-5i
0,0.01,1720,500.00000000000006,-2.23690397433664E-8+3.735398911635047E-5i
0,0.01,1730,500.00000000000006,-2.6060460679399516E-8+3.6795676393964285E-5i
0,0.01,1740,500.00000000000006,-3.112112692639439E-8+3.618442334433424E-5i
0,0.01,1750,500.00000000000006,-3.827505594850407E-8+3.550064486638202E-5i
0,0.01,1760,500.00000000000006,-4.877421476516647E-8+3.471451670311446E-5i
0,0.01,1770,500.00000000000006,-6.492581099547638E-8+3.3778241317443364E-5i
0,0.01,1780,500.00000000000006,-9.134429652873805E-8+3.261006148797443E-5i
0,0.01,1790,500.00000000000006,-1.383243349430053E-7+3.105753373748913E-5i
0,0.01,1800,500.00000000000006,-2.3265708040179205E-7+2.8800045689081203E-5i
0,0.01,1810,500.00000000000006,-4.6260284908072074E-7+2.5028969127852023E-5i
0,0.01,1820,500.00000000000006,-1.2697481609279577E-6+1.6955200728426166E-5i
0,0.01,1830,500.00000000000006,-9.033652039592317E-6-1.5333712671195705E-5i
0,0.01,1840,500.00000000000006,-2.3112329346497494E-5+1.1632586104538063E-4i
0,0.01,1850,500.00000000000006,-2.0605986906350764E-6+6.047340573282421E-5i
0,0.01,1860,500.00000000000006,-7.495414023895326E-7+5.030893550227556E-5i
0,0.01,1870,500.00000000000006,-4.0130397190541144E-7+4.5968342893074575E-5i
0,0.01,1880,500.00000000000006,-2.5839043431858435E-7+4.348894744977795E-5i
0,0.01,1890,500.00000000000006,-1.8543555300739604E-7+4.1838046940301474E-5i
0,0.01,1900,500.00000000000006,-1.429271153073626E-7+4.062806065547551E-5i
0,0.01,1910,500.00000000000006,-1.1585824508459071E-7+3.968089778270427E-5i
0,0.01,1920,500.00000000000006,-9.748798483843358E-8+3.890327225573357E-5i
0,0.01,1930,500.00000000000006,-8.44114304750576E-8+3.824158627591916E-5i
0,0.01,1940,500.00000000000006,-7.475237995122865E-8+3.766284338258818E-5i
0,0.01,1950,500.00000000000006,-6.74050576331795E-8+3.71456090001538E-5i
0,0.01,1960,500.00000000000006,-6.168185782067535E-8+3.667534599368526E-5i
0,0.01,1970,500.00000000000006,-5.713607920759506E-8+3.6241839356152834E-5i
0,0.01,1980,500.00000000000006,-5.346676708000185E-8+3.583769422075112E-5i
0,0.01,1990,500.00000000000006,-5.0464832823600014E-8+3.545741917427752E-5i
0,0.01,2000,500.00000000000006,-4.798114659630912E-8+3.509684495841692E-5i
0,0.01,2010,500.00000000000006,-4.5906905891775764E-8+3.4752743574916967E-5i
0,0.01,2020,500.00000000000006,-4.4161151979497074E-8+3.4422571512766714E-5i
0,0.01,2030,500.00000000000006,-4.2682600247898205E-8+3.4104292278151704E-5i
0,0.01,2040,500.00000000000006,-4.142415714141365E-8+3.3796250986040294E-5i
0,0.01,2050,500.00000000000006,-4.034915736817107E-8+3.349708395529673E-5i
0,0.01,2060,500.00000000000006,-3.942873028584036E-8+3.320565233896707E-5i
0,0.01,2070,500.00000000000006,-3.863992424017815E-8+3.292099256743965E-5i
0,0.01,2080,500.00000000000006,-3.79643501667437E-8+3.264227874503601E-5i
0,0.01,2090,500.00000000000006,-3.738718772889239E-8+3.236879366472281E-5i
0,0.01,2100,500.00000000000006,-3.689644915067266E-8+3.209990610843506E-5i
0,0.01,2110,500.00000000000006,-3.648242946609341E-8+3.183505277193439E-5i
0,0.01,2120,500.00000000000006,-3.6137294067218055E-8+3.157372360930978E-5i
0,0.01,2130,500.00000000000006,-3.58547693644027E-8+3.131544970582207E-5i
0,0.01,2140,500.00000000000006,-3.562991264844173E-8+3.105979300479148E-5i
0,0.01,2150,500.00000000000006,-3.545894449032714E-8+3.0806337364356736E-5i
0,0.01,2160,500.00000000000006,-3.533913228390497E-8+3.055468052236017E-5i
0,0.01,2170,500.00000000000006,-3.52687175311436E-8+3.0304426614903844E-5i
0,0.01,2180,500.00000000000006,-3.5246882684420674E-8+3.0055178933691028E-5i
0,0.01,2190,500.00000000000006,-3.527375615965376E-8+2.980653262401267E-5i
0,0.01,2200,500.00000000000006,-3.5350456829964216E-8+2.9558067020549792E-5i
0,0.01,2210,500.00000000000006,-3.547918219411135E-8+2.9309337291711237E-5i
0,0.01,2220,500.00000000000006,-3.566334781464771E-8+2.9059865012024792E-5i
0,0.01,2230,500.00000000000006,-3.5907789954108277E-8+2.880912720023137E-5i
0,0.01,2240,500.00000000000006,-3.62190491786778E-8+2.855654323843103E-5i
0,0.01,2250,500.00000000000006,-3.660576089484636E-8+2.8301458909624713E-5i
0,0.01,2260,500.00000000000006,-3.707919063295794E-8+2.8043126533510302E-5i
0,0.01,2270,500.00000000000006,-3.765396944382628E-8+2.7780679806743038E-5i
0,0.01,2280,500.00000000000006,-3.8349111325333676E-8+2.7513101406454552E-5i
0,0.01,2290,500.00000000000006,-3.9189435621530745E-8+2.723918060324481E-5i
0,0.01,2300,500.00000000000006,-4.020758206815886E-8+2.69574569037218E-5i
0,0.01,2310,500.00000000000006,-4.144691064016416E-8+2.6666143857469684E-5i
0,0.01,2320,500.00000000000006,-4.2965751162124984E-8+2.636302420203144E-5i
0,0.01,2330,500.00000000000006,-4.484376126490724E-8+2.6045302754887585E-5i
0,0.01,2340,500.00000000000006,-4.719166530977294E-8+2.5709395585142257E-5i
0,0.01,2350,500.00000000000006,-5.016657754344785E-8+2.535062057421023E-5i
0,0.01,2360,500.00000000000006,-5.3996862743355346E-8+2.4962730789945454E-5i
0,0.01,2370,500.00000000000006,-5.902392395739243E-8+2.4537188612456354E-5i
0,0.01,2380,500.00000000000006,-6.577540004331017E-8+2.406199493835009E-5i
0,0.01,2390,500.00000000000006,-7.509977532898537E-8+2.351971806439494E-5i
0,0.01,2400,500.00000000000006,-8.842878560288467E-8+2.28839991775804E-5i
0,0.01,2410,500.00000000000006,-1.0832668402315569E-7+2.2112948708749124E-5i
0,0.01,2420,500.00000000000006,-1.3974695936993465E-7+2.1135607343673183E-5i
0,0.01,2430,500.00000000000006,-1.9325720747729852E-7+1.9820972462758357E-5i
0,0.01,2440,500.00000000000006,-2.946950432120225E-7+1.7894649743182416E-5i
0,0.01,2450,500.00000000000006,-5.215134093423729E-7+1.4632773643734163E-5i
0,0.01,2460,500.00000000000006,-1.7951466260786665E-5+1.4014737295473828E-5i
0,0.01,2470,500.00000000000006,-6.010255026148171E-6-9.179700358654234E-6i
0,0.01,2480,500.00000000000006,-1.1673802482272832E-4+1.3273302135706968E-4i
0,0.01,2490,500.00000000000006,-3.6811867246355383E-6+5.300270367822644E-5i
0,0.01,2500,500.00000000000006,-1.1107256774006568E-6+4.0172780103123146E-5i
0,0.01,2510,500.00000000000006,-5.515213044713763E-7+3.5321553019812706E-5i
0,0.01,2520,500.00000000000006,-3.420679824327725E-7+3.272403778287993E-5i
0,0.01,2530,500.00000000000006,-2.409240782120586E-7+3.10722689979077E-5i
0,0.01,2540,500.00000000000006,-1.842335214430798E-7+2.9906215733423704E-5i
0,0.01,2550,500.00000000000006,-1.4917883017625367E-7+2.902266308123712E-5i
0,0.01,2560,500.00000000000006,-1.2594012038735935E-7+2.8317967728909045E-5i
0,0.01,2570,500.00000000000006,-1.0971557091846157E-7+2.773372425715181E-5i
0,0.01,2580,500.00000000000006,-9.792680957089098E-8+2.7234504695417274E-5i
0,0.01,2590,500.00000000000006,-8.90864411553428E-8+2.679756359799314E-5i
0,0.01,2600,500.00000000000006,-8.228630178621918E-8+2.6407622358735815E-5i
0,0.01,2610,500.00000000000006,-7.694573457973584E-8+2.6054031363889247E-5i
0,0.01,2620,500.00000000000006,-7.26790420104681E-8+2.572913453808353E-5i
0,0.01,2630,500.00000000000006,-6.922167458801629E-8+2.5427281073831523E-5i
0,0.01,2640,500.00000000000006,-6.63871564111263E-8+2.5144203981533906E-5i
0,0.01,2650,500.00000000000006,-6.404092713370207E-8+2.4876615800586742E-5i
0,0.01,2660,500.00000000000006,-6.2083903529141E-8+2.462193774019974E-5i
0,0.01,2670,500.00000000000006,-6.044183733793838E-8+2.437811347729295E-5i
0,0.01,2680,500.00000000000006,-5.905824406291103E-8+2.414347818983651E-5i
0,0.01,2690,500.00000000000006,-5.788959592024054E-8+2.391666452328573E-5i
0,0.01,2700,500.00000000000006,-5.690198773149631E-8+2.3696533789846632E-5i
0,0.01,2710,500.00000000000006,-5.606878354989695E-8+2.3482124735519653E-5i
0,0.01,2720,500.00000000000006,-5.5368930371406175E-8+2.327261474027827E-5i
0,0.01,2730,500.00000000000006,-5.478573476786475E-8+2.3067289940236497E-5i
0,0.01,2740,500.00000000000006,-5.430596705898936E-8+2.2865521823261615E-5i
0,0.01,2750,500.00000000000006,-5.391920184157481E-8+2.266674855731884E-5i
0,0.01,2760,500.00000000000006,-5.361733273462991E-8+2.2470459788904273E-5i
0,0.01,2770,500.00000000000006,-5.3394218718150206E-8+2.2276183975160645E-5i
0,0.01,2780,500.00000000000006,-5.32454329037379E-8+2.2083477536649453E-5i
0,0.01,2790,500.00000000000006,-5.316809416128173E-8+2.1891915269567924E-5i
0,0.01,2800,500.00000000000006,-5.3160769158700104E-8+2.1701081556447662E-5i
0,0.01,2810,500.00000000000006,-5.322343802169886E-8+2.1510561975539E-5i
0,0.01,2820,500.00000000000006,-5.335752169725731E-8+2.1319934938497613E-5i
0,0.01,2830,500.00000000000006,-5.356597378868845E-8+2.112876298702921E-5i
0,0.01,2840,500.00000000000006,-5.3853444672272244E-8+2.0936583351844478E-5i
0,0.01,2850,500.00000000000006,-5.422653171811111E-8+2.074289731832422E-5i
0,0.01,2860,500.00000000000006,-5.469413720381443E-8+2.0547157845301623E-5i
0,0.01,2870,500.00000000000006,-5.5267966140853597E-8+2.034875473395065E-5i
0,0.01,2880,500.00000000000006,-5.596321135423466E-8+2.0146996422710204E-5i
0,0.01,2890,500.00000000000006,-5.6799495385982307E-8+1.994108715978628E-5i
0,0.01,2900,500.00000000000006,-5.780217219721701E-8+1.973009782741166E-5i
0,0.01,2910,500.00000000000006,-5.90041430763628E-8+1.951292798201587E-5i
0,0.01,2920,500.00000000000006,-6.04484220471722E-8+1.928825560344242E-5i
0,0.01,2930,500.00000000000006,-6.219181628984526E-8+1.9054469401544985E-5i
0,0.01,2940,500.00000000000006,-6.431030196056324E-8+1.880957595008051E-5i
0,0.01,2950,500.00000000000006,-6.690704007683915E-8+1.8551069780034445E-5i
0,0.01,2960,500.00000000000006,-7.012461359101122E-8+1.8275747746354507E-5i
0,0.01,2970,500.00000000000006,-7.416421678347713E-8+1.7979437407245934E-5i
0,0.01,2980,500.00000000000006,-7.931668675792388E-8+1.7656588828613657E-5i
0,0.01,2990,500.00000000000006,-8.601449875310053E-8+1.7299642124916964E-5i
0,0.01,3000,500.00000000000006,-9.49225703875541E-8+1.6898012242617845E-5i
0,0.01,3010,500.00000000000006,-1.0710478745003149E-7+1.643639016087469E-5i
0,0.01,3020,500.00000000000006,-1.2434784225865904E-7+1.589175543919288E-5i
0,0.01,3030,500.00000000000006,-1.4983783680841365E-7+1.522779478456321E-5i
0,0.01,3040,500.00000000000006,-1.8970701981979505E-7+1.4383656145301438E-5i
0,0.01,3050,500.00000000000006,-2.5700694811865136E-7+1.3248975749023012E-5i
0,0.01,3060,500.00000000000006,-3.836624366834306E-7+1.1600690863973482E-5i
0,0.01,3070,500.00000000000006,-6.657057441066315E-7+8.910447514229583E-6i
0,0.01,3080,500.00000000000006,-1.511731770544639E-6+3.558041487690138E-6i
0,0.01,3090,500.00000000000006,-6.595546169185051E-6-1.2735705201357564E-5i
0,0.01,3100,500.00000000000006,-1.1042584188133954E-4+8.802677509417642E-5i
0,0.01,3110,500.00000000000006,-4.316349803217046E-6+4.3430215271956E-5i
0,0.01,3120,500.00000000000006,-1.2813950058009828E-6+3.171358252533115E-5i
0,0.01,3130,500.00000000000006,-6.291109857640915E-7+2.7275145314478548E-5i
0,0.01,3140,500.00000000000006,-3.874001780566911E-7+2.489964071288026E-5i
0,0.01,3150,500.00000000000006,-2.7180190668810444E-7+2.3384764698328868E-5i
0,0.01,3160,500.00000000000006,-2.0761034187098573E-7+2.2306448516023383E-5i
0,0.01,3170,500.00000000000006,-1.6830751521308346E-7+2.147576747955099E-5i
0,0.01,3180,500.00000000000006,-1.4257347797570686E-7+2.0793759040120033E-5i
0,0.01,3190,500.00000000000006,-1.2496149389199956E-7+2.0200334716112763E-5i
0,0.01,3200,500.00000000000006,-1.1269344613905555E-7+1.965138068364481E-5i
0,0.01,3210,500.00000000000006,-1.0450530905229599E-7+1.9103410098354804E-5i
0,0.01,3220,500.00000000000006,-1.0062979929526939E-7+1.849210605801659E-5i
0,0.01,3230,500.00000000000006,-1.0528538882895352E-7+1.7669348931723067E-5i
0,0.01,3240,500.00000000000006,-1.501897398446263E-7+1.60607646675671E-5i
0,0.01,3250,500.00000000000006,-1.685868341238896E-6+5.402674202000902E-6i
0,0.01,3260,500.00000000000006,-4.021186727883933E-7+2.41482285852346E-5i
0,0.01,3270,500.00000000000006,-1.4243057505282532E-7+2.0705488833217312E-5i
0,0.01,3280,500.00000000000006,-1.0482308123027802E-7+1.9645888329100152E-5i
0,0.01,3290,500.00000000000006,-9.123877332373406E-8+1.9052401798288336E-5i
0,0.01,3300,500.00000000000006,-8.428850263400453E-8+1.863285414384181E-5i
0,0.01,3310,500.00000000000006,-8.003162966937202E-8+1.8298808245427224E-5i
0,0.01,3320,500.00000000000006,-7.714091368949556E-8+1.8013981687628755E-5i
0,0.01,3330,500.00000000000006,-7.505313840812072E-8+1.776052682429262E-5i
