% Model,hl2.mph
% Version,COMSOL 6.1.0.357
"% Date,""Nov 26 2023, 18:37"""
% Table,Table 2 - 
"% freq (Hz),""Total acoustic pressure (Pa), Pressure 1"",""Total acoustic velocity, z-component (m^3/s), Velocity 1"""
420,5000,-1.4722226778331196E-9+0.0019099421775873066i
430,5000,-1.4376846815653722E-9+0.0018504796646229822i
440,5000,-1.4088091852249021E-9+0.0017955509496351116i
450,5000,-1.3843433531947411E-9+0.001744524255397136i
460,5000,-1.363373157541266E-9+0.0016968975857784953i
470,5000,-1.3452174377356648E-9+0.0016522646818557974i
480,5000,-1.3293590059051646E-9+0.001610291481354096i
490,5000,-1.3153986266198475E-9+0.001570699438206391i
500,5000,-1.3030235388703876E-9+0.001533253442785403i
510,5000,-1.291985464952777E-9+0.001497752901258679i
520,5000,-1.2820849531217603E-9+0.001464025030763609i
530,5000,-1.2731600373977307E-9+0.001431919738912357i
540,5000,-1.2650778957844772E-9+0.0014013056560705868i
550,5000,-1.2577286267635318E-9+0.0013720670198970324i
560,5000,-1.2510205457445256E-9+0.0013441011992607224i
570,5000,-1.24487658801956E-9+0.0013173167043292228i
580,5000,-1.2392315262724492E-9+0.0012916315709543774i
590,5000,-1.2340298002460691E-9+0.0012669720365596818i
600,5000,-1.2292238018234915E-9+0.001243271445475474i
610,5000,-1.2247725139079105E-9+0.001220469336681932i
620,5000,-1.2206404180536989E-9+0.0011985106779009171i
630,5000,-1.2167966121619186E-9+0.0011773452181215083i
640,5000,-1.2132140926592506E-9+0.0011569269367405677i
650,5000,-1.2098691666156556E-9+0.0011372135721101951i
660,5000,-1.2067409672916642E-9+0.001118166215810496i
670,5000,-1.2038110525890006E-9+0.0010997489616800479i
680,5000,-1.2010630703992123E-9+0.0010819286007499544i
690,5000,-1.1984824782735784E-9+0.0010646743548812598i
700,5000,-1.1960563074676771E-9+0.0010479576432131338i
710,5000,-1.193772963440327E-9+0.0010317518765689683i
720,5000,-1.1916220564696582E-9+0.0010160322757998847i
730,5000,-1.1895942572744889E-9+0.00100077571071667i
740,5000,-1.187681173447544E-9+9.859605568050941E-4i
750,5000,-1.185875243563151E-9+9.715665673645521E-4i
760,5000,-1.1841696457353293E-9+9.575747590734122E-4i
770,5000,-1.1825582189392691E-9+9.439673092850026E-4i
780,5000,-1.181035394778344E-9+9.307274636084029E-4i
790,5000,-1.1795961383700446E-9+9.178394525337625E-4i
800,5000,-1.1782358970047689E-9+9.052884160368798E-4i
810,5000,-1.176950555513388E-9+8.930603352430564E-4i
820,5000,-1.175736397450159E-9+8.81141970352993E-4i
830,5000,-1.1745900713419364E-9+8.6952080413841E-4i
840,5000,-1.1735085613769193E-9+8.581849904026026E-4i
850,5000,-1.1724891620054482E-9+8.47123306878106E-4i
860,5000,-1.1715294560212673E-9+8.363251120970666E-4i
870,5000,-1.1706272957449088E-9+8.25780305825891E-4i
880,5000,-1.1697807870195604E-9+8.154792927043664E-4i
890,5000,-1.1689882757579807E-9+8.054129487692762E-4i
900,5000,-1.168248336853383E-9+7.955725905795793E-4i
910,5000,-1.1675597652856845E-9+7.859499466905148E-4i
920,5000,-1.1669215693033635E-9+7.765371312513174E-4i
930,5000,-1.1663329655317108E-9+7.673266195241983E-4i
940,5000,-1.1657933765583539E-9+7.583112251432772E-4i
950,5000,-1.1653024291033668E-9+7.49484078949584E-4i
960,5000,-1.164859955978843E-9+7.408386092531388E-4i
970,5000,-1.1644659986764134E-9+7.323685233882287E-4i
980,5000,-1.164120812706742E-9+7.240677904371664E-4i
990,5000,-1.1638248746903103E-9+7.159306250101251E-4i
1000,5000,-1.1635788932050197E-9+7.079514719763364E-4i
1010,5000,-1.16338381984918E-9+7.001249920471747E-4i
1020,5000,-1.1632408660769782E-9+6.924460481214699E-4i
1030,5000,-1.163151521540643E-9+6.849096923039448E-4i
1040,5000,-1.1631175769643702E-9+6.775111535133061E-4i
1050,5000,-1.1631411513537064E-9+6.702458255978519E-4i
1060,5000,-1.163224724329964E-9+6.63109255877206E-4i
1070,5000,-1.1633711745285656E-9+6.560971340275991E-4i
1080,5000,-1.163583825211458E-9+6.492052812266237E-4i
1090,5000,-1.1638664979307537E-9+6.424296394674858E-4i
1100,5000,-1.1642235775727026E-9+6.357662609477109E-4i
1110,5000,-1.1646600882338074E-9+6.29211297426172E-4i
1120,5000,-1.1651817853487372E-9+6.227609894300854E-4i
1130,5000,-1.1657952657086737E-9+6.16411655176397E-4i
1140,5000,-1.1665081012613662E-9+6.101596790474402E-4i
1150,5000,-1.1673289998028566E-9+6.040014994318621E-4i
1160,5000,-1.1682680039294325E-9+5.979335956991524E-4i
1170,5000,-1.1693367341537343E-9+5.919524740244912E-4i
1180,5000,-1.170548691375237E-9+5.860546517068006E-4i
1190,5000,-1.1719196353029964E-9+5.802366395285404E-4i
1200,5000,-1.1734680624620904E-9+5.744949215731729E-4i
1210,5000,-1.1752158160941468E-9+5.688259317397368E-4i
1220,5000,-1.1771888728950243E-9+5.632260259448514E-4i
1230,5000,-1.179418370016731E-9+5.57691448656632E-4i
1240,5000,-1.181941963174466E-9+5.522182919113321E-4i
1250,5000,-1.1848056481433441E-9+5.468024442512192E-4i
1260,5000,-1.1880662417087089E-9+5.414395259765924E-4i
1270,5000,-1.1917948183441313E-9+5.361248055401478E-4i
1280,5000,-1.1960815598751793E-9+5.308530895262214E-4i
1290,5000,-1.2010427404724854E-9+5.256185749344538E-4i
1300,5000,-1.20683101771016E-9+5.20414646537849E-4i
1310,5000,-1.2136509822454641E-9+5.152335923151646E-4i
1320,5000,-1.2217833286908972E-9+5.100661934163323E-4i
1330,5000,-1.231623651746193E-9+5.04901116144781E-4i
1340,5000,-1.2437470411788738E-9+4.997239806646816E-4i
1350,5000,-1.2590202846385955E-9+4.945158806136938E-4i
1360,5000,-1.278806687120159E-9+4.892509260642905E-4i
1370,5000,-1.3053627524098234E-9+4.8389195170805575E-4i
1380,5000,-1.3426638217584514E-9+4.783825424782637E-4i
1390,5000,-1.3982842433404813E-9+4.7263103695090907E-4i
1400,5000,-1.4882063347649273E-9+4.6647512617724513E-4i
1410,5000,-1.6512129824374709E-9+4.595924846182114E-4i
1420,5000,-2.0029692712646107E-9+4.512284195078755E-4i
1430,5000,-3.030196607648653E-9+4.3907600295899595E-4i
1440,5000,-9.063148815243742E-9+4.109106378661698E-4i
1450,5000,-1.2912518052494423E-6+0.0010258540816595802i
1460,5000,-7.3726193629235005E-9+4.853650234520119E-4i
1470,5000,-2.989354060207816E-9+4.616561691120981E-4i
1480,5000,-2.12580372485556E-9+4.501107266008717E-4i
1490,5000,-1.8315545060579322E-9+4.416903962274818E-4i
1500,5000,-1.71218468228101E-9+4.344625339676247E-4i
1510,5000,-1.6678256917080966E-9+4.277445884826534E-4i
1520,5000,-1.6648182268787734E-9+4.2121423200547836E-4i
1530,5000,-1.6905842443168005E-9+4.146786531871692E-4i
1540,5000,-1.7412941035173014E-9+4.079934214944704E-4i
1550,5000,-1.817987822081932E-9+4.010254729324157E-4i
1560,5000,-1.925621731306867E-9+3.936300044991141E-4i
1570,5000,-2.073638373471307E-9+3.856294715406574E-4i
1580,5000,-2.277987042628595E-9+3.7678721238123175E-4i
1590,5000,-2.5654163813822552E-9+3.6676695507085924E-4i
1600,5000,-2.9823056266801176E-9+3.5506280658169175E-4i
1610,5000,-3.6138285024536155E-9+3.408668400129048E-4i
1620,5000,-4.629520263104352E-9+3.227947305985895E-4i
1630,5000,-6.4063099632304346E-9+2.9825046577833605E-4i
1640,5000,-9.925489795486099E-9+2.617179444033367E-4i
1650,5000,-1.8447669839099684E-8+1.9903287898094099E-4i
1660,5000,-4.8793560204192365E-8+5.9476744785916674E-5i
1670,5000,-3.866227028636237E-7-5.767666084432143E-4i
1680,5000,-5.855889065094212E-7+0.001599038590141852i
1690,5000,-5.853159667183393E-8+7.704532772764467E-4i
1700,5000,-2.1621946133848473E-8+6.157991081497646E-4i
1710,5000,-1.1665146229337596E-8+5.491423817954949E-4i
1720,5000,-7.58727123494509E-9+5.111855954236265E-4i
1730,5000,-5.521273438862082E-9+4.861485505640073E-4i
1740,5000,-4.328878824832108E-9+4.6803604151449813E-4i
1750,5000,-3.577113381634405E-9+4.5407111927569485E-4i
1760,5000,-3.0718540551680023E-9+4.4279091176601147E-4i
1770,5000,-2.7154182338610432E-9+4.3335139413445425E-4i
1780,5000,-2.4542450956372017E-9+4.2523131619386046E-4i
1790,5000,-2.2569458958968133E-9+4.1809126937636214E-4i
1800,5000,-2.1041214568964306E-9+4.1170066919182774E-4i
1810,5000,-1.983249850675546E-9+4.058973080841015E-4i
1820,5000,-1.88595014672612E-9+4.0056370123204047E-4i
1830,5000,-1.8064383592826189E-9+3.956126171505462E-4i
1840,5000,-1.7406164921408983E-9+3.909778848376876E-4i
1850,5000,-1.6855142849238327E-9+3.8660836089530424E-4i
1860,5000,-1.6389356807665862E-9+3.8246385776622896E-4i
1870,5000,-1.5992284357371164E-9+3.785123273028627E-4i
1880,5000,-1.565130140888981E-9+3.7472786996181303E-4i
1890,5000,-1.5356629881685828E-9+3.7108930016193265E-4i
1900,5000,-1.510060402564653E-9+3.675790943468026E-4i
1910,5000,-1.4877149724685578E-9+3.641826074488194E-4i
1920,5000,-1.468140901952965E-9+3.608874808315942E-4i
1930,5000,-1.4509465472723773E-9+3.576831889449888E-4i
1940,5000,-1.435814075792582E-9+3.545606878597844E-4i
1950,5000,-1.4224842356516024E-9+3.5151213955344915E-4i
1960,5000,-1.4107448495086499E-9+3.485306931285601E-4i
1970,5000,-1.4004220641002682E-9+3.456103092130047E-4i
1980,5000,-1.3913736718787507E-9+3.427456173491661E-4i
1990,5000,-1.3834840193894561E-9+3.39931798703494E-4i
2000,5000,-1.376660157255007E-9+3.3716448823300506E-4i
2010,5000,-1.3708289891192286E-9+3.344396917386395E-4i
2020,5000,-1.3659352542176098E-9+3.317537141560287E-4i
2030,5000,-1.3619402400611553E-9+3.291030960765666E-4i
2040,5000,-1.3588211749246342E-9+3.264845559116541E-4i
2050,5000,-1.3565713006723436E-9+3.238949353480086E-4i
2060,5000,-1.3552006810126177E-9+3.2133114580269105E-4i
2070,5000,-1.3547378655275943E-9+3.1879011346594926E-4i
2080,5000,-1.355232615915842E-9+3.162687201881379E-4i
2090,5000,-1.3567600214026759E-9+3.137637368571583E-4i
2100,5000,-1.3594265094364233E-9+3.1127174491905044E-4i
2110,5000,-1.3633785296828746E-9+3.087890401271519E-4i
2120,5000,-1.3688151223535774E-9+3.063115101587536E-4i
2130,5000,-1.3760062813192545E-9+3.038344738876657E-4i
2140,5000,-1.3853201878278623E-9+3.013524639483804E-4i
2150,5000,-1.3972644183334588E-9+2.9885892417442524E-4i
2160,5000,-1.412549768680017E-9+2.96345776636799E-4i
2170,5000,-1.4321919628122702E-9+2.938027838318616E-4i
2180,5000,-1.457679114218359E-9+2.912165792406328E-4i
2190,5000,-1.4912582442173662E-9+2.885691416239149E-4i
2200,5000,-1.536448161692896E-9+2.85835296340648E-4i
2210,5000,-1.5990083669334186E-9+2.829784278256144E-4i
2220,5000,-1.6888930347902656E-9+2.7994269934689017E-4i
2230,5000,-1.824523984303073E-9+2.7663792922563414E-4i
2240,5000,-2.0431517309856134E-9+2.729075129976077E-4i
2250,5000,-2.4296691757564857E-9+2.6845210015333584E-4i
2260,5000,-3.2137402482653206E-9+2.6261652894881256E-4i
2270,5000,-5.2097886540095666E-9+2.536324188673547E-4i
2280,5000,-1.3236096502699546E-8+2.3449042910163531E-4i
2290,5000,-1.8181497906575273E-7+1.1771332632191273E-4i
2300,5000,-5.360442065469895E-8+3.527565573193823E-4i
2310,5000,-9.613626968617649E-9+3.0057978287616774E-4i
2320,5000,-4.62406121138639E-9+2.861218857736148E-4i
2330,5000,-3.1279548654654022E-9+2.783835054321342E-4i
2340,5000,-2.4920092462614473E-9+2.7301886272074573E-4i
2350,5000,-2.16899911061268E-9+2.687550787789077E-4i
2360,5000,-1.987837720983513E-9+2.650818848319408E-4i
2370,5000,-1.881206606705205E-9+2.617528398796026E-4i
2380,5000,-1.8184187406486949E-9+2.586323554458165E-4i
2390,5000,-1.784053950123832E-9+2.5563769831498284E-4i
2400,5000,-1.7698964359211417E-9+2.527135196711367E-4i
2410,5000,-1.771503428806463E-9+2.4981932604936424E-4i
2420,5000,-1.7866193969266818E-9+2.469226752349482E-4i
2430,5000,-1.814412959065617E-9+2.4399508729718462E-4i
2440,5000,-1.8551236712631792E-9+2.410092734082304E-4i
2450,5000,-1.909944235165617E-9+2.3793695495217355E-4i
2460,5000,-1.9810698228151356E-9+2.347468296417296E-4i
2470,5000,-2.071904081291974E-9+2.314023434763419E-4i
2480,5000,-2.187456286446543E-9+2.2785891971808365E-4i
2490,5000,-2.3350174742049228E-9+2.24060190007763E-4i
2500,5000,-2.5252889092010403E-9+2.1993253450439658E-4i
2510,5000,-2.7742956661703185E-9+2.153767725552291E-4i
2520,5000,-3.1067415599362698E-9+2.1025493849627513E-4i
2530,5000,-3.562164704152612E-9+2.043682419143897E-4i
2540,5000,-4.206895697605574E-9+1.974183795991189E-4i
2550,5000,-5.158997810241423E-9+1.8893530561519062E-4i
2560,5000,-6.645154144615745E-9+1.7813169765823624E-4i
2570,5000,-9.146417244590268E-9+1.635795500701366E-4i
2580,5000,-1.3835439915597044E-8+1.4239025488555732E-4i
2590,5000,-2.4225880005016013E-8+1.0770288667089895E-4i
2600,5000,-5.5215186783891017E-8+3.827316403503625E-5i
2610,5000,-2.422810118159952E-7-1.8074946237372935E-4i
2620,5000,-2.3623431268656892E-5+0.00431724735130706i
2630,5000,-1.716144560558192E-7+5.760796576317656E-4i
2640,5000,-4.8227211073101064E-8+4.0974796837051433E-4i
2650,5000,-2.3014994605576117E-8+3.5003964856936663E-4i
2660,5000,-1.3830334747206044E-8+3.187939322537255E-4i
2670,5000,-9.477070981157956E-9+2.99245794933098E-4i
2680,5000,-7.07275014636853E-9+2.8563730314849826E-4i
2690,5000,-5.60455177917801E-9+2.7545762814002497E-4i
2700,5000,-4.641996433177998E-9+2.6743671919088205E-4i
2710,5000,-3.9767244482411655E-9+2.608629570147074E-4i
2720,5000,-3.4978478518859685E-9+2.553064693677011E-4i
2730,5000,-3.141915619078255E-9+2.504921058095998E-4i
2740,5000,-2.8704828245232965E-9+2.462354354843669E-4i
2750,5000,-2.6591536391272297E-9+2.4240807057706535E-4i
2760,5000,-2.4918482292055377E-9+2.3891774746586064E-4i
2770,5000,-2.357629218340118E-9+2.3569631939467493E-4i
2780,5000,-2.248860569936524E-9+2.3269221758816268E-4i
2790,5000,-2.1600965258896945E-9+2.2986554878790864E-4i
2800,5000,-2.0873884686210355E-9+2.2718480667371409E-4i
2810,5000,-2.027840505205244E-9+2.2462460232439683E-4i
2820,5000,-1.9793184117099878E-9+2.2216405471039906E-4i
2830,5000,-1.9402564674899182E-9+2.1978561703691823E-4i
2840,5000,-1.9095291528940955E-9+2.1747419412786366E-4i
2850,5000,-1.8863678601820128E-9+2.1521645372641756E-4i
2860,5000,-1.870310921772148E-9+2.1300026337394898E-4i
2870,5000,-1.8611807265177375E-9+2.1081420139007387E-4i
2880,5000,-1.8590858814437177E-9+2.0864709911175996E-4i
2890,5000,-1.864450295764922E-9+2.0648757360618985E-4i
2900,5000,-1.878075685906369E-9+2.0432350561017308E-4i
2910,5000,-1.901250616183637E-9+2.021414048579917E-4i
2920,5000,-1.9359299407685224E-9+1.999255802244209E-4i
2930,5000,-1.985027455837516E-9+1.976569870007315E-4i
2940,5000,-2.0528999492704732E-9+1.9531154166224272E-4i
2950,5000,-2.146170493301784E-9+1.928575418945606E-4i
2960,5000,-2.2751836709114575E-9+1.9025153402413717E-4i
2970,5000,-2.456705850789637E-9+1.8743136708317438E-4i
2980,5000,-2.71924586051989E-9+1.8430386301968656E-4i
2990,5000,-3.1143511289412506E-9+1.8072145907785202E-4i
3000,5000,-3.742969197452051E-9+1.7643423897039357E-4i
3010,5000,-4.825078799798459E-9+1.7098057821340093E-4i
3020,5000,-6.917751412626529E-9+1.6339979526372648E-4i
3030,5000,-1.1794095771347602E-8+1.513027419322689E-4i
3040,5000,-2.78785075489197E-8+1.2663254608781167E-4i
3050,5000,-1.6270810971828725E-7+3.427199390622435E-5i
3060,5000,-7.680979403881124E-7+5.17956392589275E-4i
3070,5000,-4.6102729110202675E-8+2.6391561684965565E-4i
3080,5000,-1.622615349747079E-8+2.2788044318364673E-4i
3090,5000,-1.0007172107088883E-8+2.1206059488801095E-4i
3100,5000,-1.0106298241205445E-8+2.0651168205821307E-4i
3110,5000,-4.671985829352226E-9+1.9895039467797556E-4i
3120,5000,-3.6709837466106845E-9+1.9412686868147883E-4i
3130,5000,-3.1278874517074047E-9+1.9028946990493832E-4i
3140,5000,-2.785482247924965E-9+1.8703322651039255E-4i
3150,5000,-2.555409994083256E-9+1.841562897763515E-4i
3160,5000,-2.3952181168212345E-9+1.815399265787852E-4i
3170,5000,-2.2816136696720857E-9+1.7910805839335252E-4i
3180,5000,-2.20083038594648E-9+1.7680886575016034E-4i
3190,5000,-2.144339457620396E-9+1.7460520502699683E-4i
3200,5000,-2.1067068746266515E-9+1.7246917179602098E-4i
3210,5000,-2.084442360240533E-9+1.7037880924385598E-4i
3220,5000,-2.0753514349469498E-9+1.6831599691886226E-4i
3230,5000,-2.078162694304006E-9+1.6626501449098848E-4i
3240,5000,-2.092317002688701E-9+1.642114964501091E-4i
3250,5000,-2.1178609121331992E-9+1.6214160578085162E-4i
3260,5000,-2.1554158912193028E-9+1.6004131210567616E-4i
3270,5000,-2.2062130646931618E-9+1.5789568696001382E-4i
3280,5000,-2.2721966890781478E-9+1.5568813639797832E-4i
3290,5000,-2.3562135271543265E-9+1.5339948233703647E-4i
3300,5000,-2.4623239828647095E-9+1.5100677683080408E-4i
3310,5000,-2.596300942372349E-9+1.4848167956039787E-4i
3320,5000,-2.766435787077622E-9+1.4578813001348391E-4i
3330,5000,-2.9848729379626994E-9+1.4287886437249424E-4i
3340,5000,-3.2698998580475587E-9+1.3968998360523786E-4i
3350,5000,-3.6500602460044465E-9+1.3613209800044857E-4i
3360,5000,-4.1719710997697865E-9+1.3207514049467638E-4i
3370,5000,-4.916252671410456E-9+1.2732070135967698E-4i
3380,5000,-6.032963844575228E-9+1.215477276036315E-4i
3390,5000,-7.82986443526209E-9+1.1419526587121265E-4i
3400,5000,-1.1028375574691875E-8+1.0417481676488581E-4i
3410,5000,-1.768649160695143E-8+8.90248573470091E-5i
3420,5000,-3.590527001588706E-8+6.161457698201827E-5i
3430,5000,-1.276874559478505E-7-1.1871056243190025E-5i
3440,5000,-5.1232813838591916E-5-0.002760837869761436i
3450,5000,-1.6196881315217526E-7+2.755057229293795E-4i
3460,5000,-4.861493002063264E-8+1.84559896130501E-4i
3470,5000,-3.677852227837456E-8+1.4219225450044264E-4i
3480,5000,-5.6677896747966845E-8+9.637372048025034E-5i
3490,5000,-2.3395971855589604E-7-2.1164629848212918E-5i
3500,5000,-5.272874390170988E-6+0.0011252544992428793i
3510,5000,-1.1940502191072776E-7+3.0681103085821744E-4i
3520,5000,-3.7592393969860036E-8+2.3836299816261153E-4i
3530,5000,-1.9342169108564613E-8+2.1122241726663745E-4i
3540,5000,-1.2359146231737163E-8+1.9593543685578804E-4i
3550,5000,-8.921646857355281E-9+1.8575032736744288E-4i
3560,5000,-6.962599471771213E-9+1.782533946796577E-4i
3570,5000,-5.735169370580603E-9+1.7235675805461344E-4i
3580,5000,-4.914448040812775E-9+1.674930555139007E-4i
3590,5000,-4.3399065357347685E-9+1.6333472945719675E-4i
3600,5000,-3.924565249633529E-9+1.5967775284033358E-4i
3610,5000,-3.617934125938567E-9+1.5638716475014082E-4i
3620,5000,-3.3891580204319928E-9+1.5336906419275857E-4i
3630,5000,-3.218684723519811E-9+1.5055509407305043E-4i
3640,5000,-3.093873528733649E-9+1.4789328328711912E-4i
3650,5000,-3.006571832626136E-9+1.453423161067189E-4i
3660,5000,-2.951747218004758E-9+1.4286772159853475E-4i
3670,5000,-2.9267315975937965E-9+1.404391507791679E-4i
3680,5000,-2.930860175848816E-9+1.3802824151693351E-4i
3690,5000,-2.9654103302277266E-9+1.356067316845206E-4i
3700,5000,-3.033826646155909E-9+1.331445425510413E-4i
3710,5000,-3.1422937241094254E-9+1.3060754237572455E-4i
3720,5000,-3.3008197322650133E-9+1.2795460895762304E-4i
3730,5000,-3.5251688654467515E-9+1.2513339899771855E-4i
3740,5000,-3.840328136666765E-9+1.2207379945460993E-4i
3750,5000,-4.286945882372318E-9+1.1867714276180562E-4i
3760,5000,-4.933943058393296E-9+1.1479733329957337E-4i
3770,5000,-5.9050103418706515E-9+1.1020553682654903E-4i
3780,5000,-7.439559609948834E-9+1.0451863413670315E-4i
3790,5000,-1.0050588780125217E-8+9.70388214956293E-5i
3800,5000,-1.500552645414683E-8+8.634167818666921E-5i
3810,5000,-2.618321449113103E-8+6.898920390527987E-5i
3820,5000,-6.069426450411462E-8+3.40098779856867E-5i
3830,5000,-2.926210580443736E-7-8.280903639424448E-5i
3840,5000,-6.43634125359564E-6+0.0011145419699902428i
3850,5000,-1.4688616763055222E-7+2.73305888728715E-4i
3860,5000,-4.449565129364583E-8+2.0417520302416943E-4i
3870,5000,-2.1995255378379198E-8+1.7780912830847934E-4i
3880,5000,-1.3575329607925557E-8+1.634840432644636E-4i
3890,5000,-9.533616549605644E-9+1.5421805275997035E-4i
3900,5000,-7.289625036527014E-9+1.475494688548816E-4i
3910,5000,-5.9202227884763245E-9+1.4238694651790644E-4i
3920,5000,-5.028909068708685E-9+1.3817107869111865E-4i
3930,5000,-4.4228772723101785E-9+1.3458406117389794E-4i
3940,5000,-3.999834485642146E-9+1.3143033614527043E-4i
3950,5000,-3.7023002155486037E-9+1.2858100775093862E-4i
3960,5000,-3.497266062701753E-9+1.2594518068114482E-4i
3970,5000,-3.3667313931577585E-9+1.234535991795813E-4i
3980,5000,-3.3037223744102465E-9+1.2104793143685281E-4i
3990,5000,-3.312094539481103E-9+1.1867195974005E-4i
4000,5000,-3.4108916299511364E-9+1.1626143680936055E-4i
4010,5000,-3.6481216688245824E-9+1.1372745132178203E-4i
4020,5000,-4.141568566653861E-9+1.1092040795174589E-4i
4030,5000,-5.21946119968918E-9+1.0753177989732054E-4i
4040,5000,-8.06971314322695E-9+1.0274300670085893E-4i
4050,5000,-1.9966524187499405E-8+9.32617191021691E-5i
4060,5000,-3.272807595311669E-7+3.250394568839217E-5i
4070,5000,-6.446816990448323E-8+1.4122126598747043E-4i
4080,5000,-1.3113803672563823E-8+1.1975901083376875E-4i
4090,5000,-6.847248293871619E-9+1.1289540256620007E-4i
4100,5000,-4.979619292700848E-9+1.0874270329870628E-4i
4110,5000,-4.238706363793691E-9+1.0552176473602732E-4i
4120,5000,-3.933909708860674E-9+1.0268601733167079E-4i
4130,5000,-3.854801601126715E-9+9.999595704228709E-5i
4140,5000,-3.929475949733787E-9+9.731241111646397E-5i
4150,5000,-4.142184993619729E-9+9.452834568931723E-5i
4160,5000,-4.5122513789026104E-9+9.153626092684742E-5i
4170,5000,-5.096372156312172E-9+8.820241955784739E-5i
4180,5000,-6.011340840620553E-9+8.433279755134858E-5i
4190,5000,-7.495730421841605E-9+7.961076884629432E-5i
4200,5000,-1.0078325244951445E-8+7.345899142554538E-5i
4210,5000,-1.5112758401784603E-8+6.467698032512962E-5i
4220,5000,-2.696256136479603E-8+5.0258272338623284E-5i
4230,5000,-6.685027662903845E-8+1.988954500046051E-5i
4240,5000,-4.279076547743339E-7-1.0090180778541554E-4i
4250,5000,-1.3892358757912816E-6+4.470423550939939E-4i
4260,5000,-9.899384796803538E-8+1.8564683270194036E-4i
4270,5000,-3.4531796837999886E-8+1.4488562920827249E-4i
4280,5000,-1.8287916182490854E-8+1.275921581007014E-4i
4290,5000,-1.1871614806241738E-8+1.1759374992259182E-4i
4300,5000,-8.712708728546317E-9+1.107896244152181E-4i
4310,5000,-6.9432928766269725E-9+1.0565608114557556E-4i
4320,5000,-5.8688049350673205E-9+1.0149473446700633E-4i
4330,5000,-5.183405368535118E-9+9.79382885755167E-5i
4340,5000,-4.735921928052584E-9+9.477309084483641E-5i
4350,5000,-4.445322286387255E-9+9.186433685004062E-5i
4360,5000,-4.265769416578487E-9+8.912061744518767E-5i
4370,5000,-4.17067046604488E-9+8.647546854159798E-5i
4380,5000,-4.144864261307968E-9+8.387694250144905E-5i
4390,5000,-4.1806455921793405E-9+8.128119477931512E-5i
4400,5000,-4.275780953078055E-9+7.864812415887139E-5i
4410,5000,-4.432694822449725E-9+7.593800225648735E-5i
4420,5000,-4.658487847055578E-9+7.31084248207612E-5i
4430,5000,-4.965725485377315E-9+7.011106248628499E-5i
4440,5000,-5.374162397969411E-9+6.688767017803801E-5i
4450,5000,-5.913851519765792E-9+6.336463610090018E-5i
4460,5000,-6.630564197625869E-9+5.944494160817034E-5i
4470,5000,-7.595384375650413E-9+5.499557103466775E-5i
4480,5000,-8.922352425077913E-9+4.9826707380510986E-5i
4490,5000,-1.0802712866692E-8+4.365539300967002E-5i
4500,5000,-1.3576173784222955E-8+3.603791702277382E-5i
4510,5000,-1.7892899842795233E-8+2.6233997142671196E-5i
