% Model,hl2.mph
% Version,COMSOL 6.1.0.357
% Date,"Nov 24 2023, 13:15"
% Table,Accumulated Probe Table 5 - 
% d1 (m),m,freq (Hz),"Total acoustic pressure (Pa), Pressure","Total acoustic velocity, z-component (m^3/s), Velocity","Total acoustic pressure (Pa), Pressure 1","Total acoustic velocity, z-component (m^3/s), Velocity 1","10*log10(acpr.p_t/acpr.v_tz), Impedance Probe 5"
0.03,0,6600,0,0,13000.000000000002,-4.887732518063787E-7-0.0015777503320531401i,26.514595105394772+6.823228136674383i
0.03,0,6610,0,0,13000.000000000002,-5.92988378882577E-7-0.0017388893675859254i,26.09198046240886+6.823363704810999i
0.03,0,6620,0,0,13000.000000000002,-7.509127191637369E-7-0.0019376504801572718i,25.62167804617782+6.823565719435416i
0.03,0,6630,0,0,13000.000000000002,-1.0068968115162691E-6-0.0021953183530347272i,25.07919839790716+6.823874557690919i
0.03,0,6640,0,0,13000.000000000002,-1.4630747167198E-6-0.0025530447383512738i,24.423339401566086+6.8243714173352865i
0.03,0,6650,0,0,13000.000000000002,-2.4003372548295205E-6-0.003102300726340869i,23.576849054712305+6.8252427966633515i
0.03,0,6660,0,0,13000.000000000002,-4.844261535167536E-6-0.004096131175542441i,22.369742017862766+6.827018546318581i
0.03,0,6670,0,0,13000.000000000002,-1.527932275500798E-5-0.006589708153386861i,20.304671025877052+6.8319518681158895i
0.03,0,6680,0,0,13000.000000000002,-3.5416971955955565E-4-0.027796336835874836i,14.053138033717252+6.877214258599054i
0.03,0,6690,0,0,13000.000000000002,-4.459074743464087E-5+0.008259601462487302i,19.324154999190593-6.845330527728053i
0.03,0,6700,0,0,13000.000000000002,-8.24359155166471E-6+0.0027820465545652516i,24.051859620196538-6.834761111985561i
0.03,0,6710,0,0,13000.000000000002,-3.45828957854368E-6+0.0012619892743968631i,27.49164570559782-6.833828711404691i
0.03,0,6720,0,0,13000.000000000002,-1.9640247898472847E-6+5.221046565376759E-4i,31.366838090523558-6.838618646502139i
0.03,0,6730,0,0,13000.000000000002,-1.315625415013487E-6+6.668858131021125E-5i,40.55189641794414-4.84114062060384i
0.03,0,6740,0,0,13000.000000000002,-9.810184088149046E-7-2.5472388787259483E-4i,34.60776714161141+6.83995039614409i
0.03,0,6750,0,0,13000.000000000002,-7.899593250413157E-7-5.035549472512731E-4i,31.519168810651482+6.828834725587711i
0.03,0,6760,0,0,13000.000000000002,-6.744962625982293E-7-7.097607777397416E-4i,30.006396442423227+6.826051863735992i
0.03,0,6770,0,0,13000.000000000002,-6.033245872610422E-7-8.898885133171629E-4i,29.015995960260152+6.824845647038929i
0.03,0,6780,0,0,13000.000000000002,-5.60556597732541E-7-0.0010540222903537046i,28.27677948878373+6.824202268900629i
0.03,0,6790,0,0,13000.000000000002,-5.376197586665738E-7-0.0012088651524699218i,27.679099375940062+6.823820013019375i
0.03,0,6800,0,0,13000.000000000002,-5.297797451205106E-7-0.0013592665883674874i,27.168261805233346+6.823579107233006i
0.03,0,6810,0,0,13000.000000000002,-5.345226726932729E-7-0.0015090572018833421i,26.7131466887829+6.823423471332067i
0.03,0,6820,0,0,13000.000000000002,-5.50772254813184E-7-0.0016615535602701676i,26.29424041795751+6.82332395160934i
0.03,0,6830,0,0,13000.000000000002,-5.785266966116159E-7-0.001819903837195693i,25.898265517264893+6.823264380435983i
0.03,0,6840,0,0,13000.000000000002,-6.187411330499501E-7-0.0019873650450198117i,25.515467158308347+6.823235546993504i
0.03,0,6850,0,0,13000.000000000002,-6.733915424074653E-7-0.0021675698706369573i,25.138097509836403+6.823232355142691i
0.03,0,6860,0,0,13000.000000000002,-7.457207153747618E-7-0.002364831829169714i,24.759478254241788+6.823252432744342i
0.03,0,6870,0,0,13000.000000000002,-8.407248817326311E-7-0.00258454443304288i,24.373344266299842+6.823295491553607i
0.03,0,6880,0,0,13000.000000000002,-9.660208606624933E-7-0.0028337551466555903i,23.97330416821567+6.823363151786326i
0.03,0,6890,0,0,13000.000000000002,-1.1333820134476013E-6-0.003122049274389136i,23.552304348998867+6.823459148254311i
0.03,0,6900,0,0,13000.000000000002,-1.3615406207658135E-6-0.0034629910065856412i,23.10198801638669+6.823589979781699i
0.03,0,6910,0,0,13000.000000000002,-1.6815586223397428E-6-0.0038766072858874468i,22.61180400868267+6.823766243217927i
0.03,0,6920,0,0,13000.000000000002,-2.147815765682164E-6-0.004393940289805639i,22.067618117751095+6.824005233080896i
0.03,0,6930,0,0,13000.000000000002,-2.862452071287018E-6-0.0050660255354606585i,21.449337761739017+6.824336187142353i
0.03,0,6940,0,0,13000.000000000002,-4.035960639884114E-6-0.005983309093635369i,20.726461134596175+6.824811730644696i
0.03,0,6950,0,0,13000.000000000002,-6.160915378482975E-6-0.007323095899924277i,19.84880263790029+6.825535936057855i
0.03,0,6960,0,0,13000.000000000002,-1.0624764537917045E-5-0.009487235788715305i,18.72423585538378+6.826745855160975i
0.03,0,6970,0,0,13000.000000000002,-2.2705022774697242E-5-0.013623249229874878i,17.152714850020317+6.829120270238481i
0.03,0,6980,0,0,13000.000000000002,-7.904110732200116E-5-0.02485402516861382i,14.541438491210167+6.835693579837405i
0.03,0,6990,0,0,13000.000000000002,-0.004429130496540779-0.18096184130764792i,5.9181642260059055+6.928156612225873i
0.03,0,7000,0,0,13000.000000000002,-1.4841566448148532E-4+0.03205953418749131i,13.435629887290172-6.841986438624859i
0.03,0,7010,0,0,13000.000000000002,-3.1439799855635726E-5+0.014185596200266597i,16.976682667794595-6.8315068140342845i
0.03,0,7020,0,0,13000.000000000002,-1.3401714079136407E-5+0.008836899934445207i,19.032093212952347-6.82846785422553i
0.03,0,7030,0,0,13000.000000000002,-7.474697042585874E-6+0.006239508735859342i,20.543527545848473-6.827084228982881i
0.03,0,7040,0,0,13000.000000000002,-4.827648032883991E-6+0.004686713249309239i,21.78629648829143-6.826355134797826i
0.03,0,7050,0,0,13000.000000000002,-3.431702811736324E-6+0.003638562335761791i,22.88564533117249-6.82597770071838i
0.03,0,7060,0,0,13000.000000000002,-2.6199872507424956E-6+0.002869217955811089i,23.91729317545311-6.825847468220155i
0.03,0,7070,0,0,13000.000000000002,-2.123884820269688E-6+0.0022660956681026913i,24.942167336136702-6.825952351949046i
0.03,0,7080,0,0,13000.000000000002,-1.8225095915211579E-6+0.0017647829189828363i,26.028125465685818-6.826367327161463i
0.03,0,7090,0,0,13000.000000000002,-1.66232128407982E-6+0.001322769916131404i,27.280434165777432-6.827341003025016i
0.03,0,7100,0,0,13000.000000000002,-1.6313717446697383E-6+9.06009228434919E-4i,28.92463844815749-6.829706439724215i
0.03,0,7110,0,0,13000.000000000002,-1.7622543639541718E-6+4.784363655533677E-4i,31.70096510395912-6.837910459414238i
0.03,0,7120,0,0,13000.000000000002,-2.1777848591922493E-6-1.3740558982198527E-5i,45.797582978357354+3.3511287858131i
0.03,0,7130,0,0,13000.000000000002,-3.292893702751457E-6-6.840385382460508E-4i,30.14365479602895+6.842801585678843i
0.03,0,7140,0,0,13000.000000000002,-7.018179241285054E-6-0.0018833454077570172i,25.744111830750153+6.838066330826272i
0.03,0,7150,0,0,13000.000000000002,-3.433239182741278E-5-0.0057455190516719126i,20.899977756961896+6.847832871350344i
0.03,0,7160,0,0,13000.000000000002,-4.006977965261129E-4+0.023375639414864754i,14.805064303221224-6.89631986186923i
0.03,0,7170,0,0,13000.000000000002,-1.406839419599034E-5+0.004770733309723453i,21.70747435250564-6.834688683997672i
0.03,0,7180,0,0,13000.000000000002,-4.569594385512401E-6+0.0027872889729453586i,24.04154589962576-6.829001928870156i
0.03,0,7190,0,0,13000.000000000002,-2.377966946870972E-6+0.001973531692284983i,25.540991004274282-6.82711507212598i
0.03,0,7200,0,0,13000.000000000002,-1.5316915926008423E-6+0.0015034509263796782i,26.72266996176207-6.8263070034970355i
0.03,0,7210,0,0,13000.000000000002,-1.112858701495483E-6+0.001182600164333514i,27.76543095914426-6.825969940684068i
0.03,0,7220,0,0,13000.000000000002,-8.724577910651205E-7+9.409848130510653E-4i,28.758445943410408-6.8259109526494735i
0.03,0,7230,0,0,13000.000000000002,-7.202111629276928E-7+7.470234777694212E-4i,29.761799797359924-6.826073651143951i
0.03,0,7240,0,0,13000.000000000002,-6.168744713219213E-7+5.84251453383826E-4i,30.830856396638797-6.826476994274063i
0.03,0,7250,0,0,13000.000000000002,-5.430987056475764E-7+4.4316395734212566E-4i,32.034873398917874-6.827226150973928i
0.03,0,7260,0,0,13000.000000000002,-4.88413857175221E-7+3.178376471979305E-4i,33.48756995607591-6.828615678326407i
0.03,0,7270,0,0,13000.000000000002,-4.4673340891329555E-7+2.0435248816622157E-4i,35.43605092021456-6.831614693641844i
0.03,0,7280,0,0,13000.000000000002,-4.1431229598270277E-7+9.998425785110169E-5i,38.759803721984255-6.84282359114437i
0.03,0,7290,0,0,13000.000000000002,-3.8873823017793066E-7+2.760547040517082E-6i,45.0363886554937-1.788256629215415i
0.03,0,7300,0,0,13000.000000000002,-3.6839864361182444E-7-8.879811721637541E-5i,39.29875457167209+6.8422440871923405i
0.03,0,7310,0,0,13000.000000000002,-3.521829290537925E-7-1.7583681244682148E-4i,36.12334858108691+6.8308717910849i
0.03,0,7320,0,0,13000.000000000002,-3.393081814308583E-7-2.592675051083479E-4i,34.39699362997766+6.827657621827669i
0.03,0,7330,0,0,13000.000000000002,-3.2921322450165724E-7-3.398362237745411E-4i,33.206830489414315+6.826130570639275i
0.03,0,7340,0,0,13000.000000000002,-3.2149204636193184E-7-4.1816916492002287E-4i,32.29862046288509+6.825243421417354i
0.03,0,7350,0,0,13000.000000000002,-3.158509083557926E-7-4.948053966275574E-4i,31.563523736958913+6.824668052274666i
0.03,0,7360,0,0,13000.000000000002,-3.1208021267136954E-7-5.702208392298618E-4i,30.94470079118611+6.824268050225926i
0.03,0,7370,0,0,13000.000000000002,-3.100359106754493E-7-6.448464839513093E-4i,30.408685517219006+6.823976501265766i
0.03,0,7380,0,0,13000.000000000002,-3.096273317226942E-7-7.190827941596755E-4i,29.934093481401835+6.823756763335242i
0.03,0,7390,0,0,13000.000000000002,-3.108095474631549E-7-7.933116208779916E-4i,29.506410653639772+6.8235871289474295i
0.03,0,7400,0,0,13000.000000000002,-3.135791474917419E-7-8.679065932612967E-4i,29.115310581469423+6.82345396129725i
0.03,0,7410,0,0,13000.000000000002,-3.1797280466030643E-7-9.432427265647877E-4i,28.753156015445786+6.823348302774386i
0.03,0,7420,0,0,13000.000000000002,-3.240683681304957E-7-0.001019705875616652i,28.41410682138083+6.823264067446161i
0.03,0,7430,0,0,13000.000000000002,-3.319885279642968E-7-0.0010977026258370231i,28.093560185601707+6.823197019076145i
0.03,0,7440,0,0,13000.000000000002,-3.419073879568033E-7-0.0011776712473517464i,27.78778293901622+6.82314416611946i
0.03,0,7450,0,0,13000.000000000002,-3.5406063920958663E-7-0.0012600944448343098i,27.493659598676132+6.823103391360977i
0.03,0,7460,0,0,13000.000000000002,-3.687604921332552E-7-0.0013455148342229161i,27.20851209905959+6.823073220936104i
0.03,0,7470,0,0,13000.000000000002,-3.864172206090612E-7-0.0014345544037107727i,26.929964428623045+6.823052681073217i
0.03,0,7480,0,0,13000.000000000002,-4.075702338916278E-7-0.001527939734630878i,26.655834845719312+6.823041214174495i
0.03,0,7490,0,0,13000.000000000002,-4.329333223672484E-7-0.0016265355799649818i,26.38404350714717+6.823038639415322i
0.03,0,7500,0,0,13000.000000000002,-4.6346160268789683E-7-0.0017313907192902354i,26.11252588257864+6.823045152018577i
0.03,0,7510,0,0,13000.000000000002,-5.004526691486157E-7-0.0018438021782620506i,25.839142985300338+6.823061362798406i
0.03,0,7520,0,0,13000.000000000002,-5.457033548649589E-7-0.00196540756153553i,25.561578357019386+6.823088387755272i
0.03,0,7530,0,0,13000.000000000002,-6.017600401047053E-7-0.0020983216294708884i,25.27720847533345+6.823128009232649i
0.03,0,7540,0,0,13000.000000000002,-6.723324888413537E-7-0.0022453448001219967i,24.98292659377864+6.8231829499641945i
0.03,0,7550,0,0,13000.000000000002,-7.630064508930366E-7-0.0024102930986377555i,24.674887315669466+6.823257338446599i
0.03,0,7560,0,0,13000.000000000002,-8.825309708695864E-7-0.0025985425277095875i,24.34811471565038+6.823357518755191i
0.03,0,7570,0,0,13000.000000000002,-1.0452809138698822E-6-0.002817972627531148i,23.995867744219737+6.823493518693497i
0.03,0,7580,0,0,13000.000000000002,-1.2763072631232098E-6-0.003080702405678655i,23.608552436605887+6.823681862860816i
0.03,0,7590,0,0,13000.000000000002,-1.6226328728888147E-6-0.003406528686292686i,23.17173203832049+6.8239513607387146i
0.03,0,7600,0,0,13000.000000000002,-2.181496233116626E-6-0.0038304097267311066i,22.662186439463728+6.824356166673009i
0.03,0,7610,0,0,13000.000000000002,-3.182369097057331E-6-0.004420932206657087i,22.039264678099606+6.82500911325945i
0.03,0,7620,0,0,13000.000000000002,-5.2819738158834765E-6-0.005334735817296122i,21.223011270466504+6.826183005973086i
0.03,0,7630,0,0,13000.000000000002,-1.1055520108556238E-5-0.0070280692579730505i,20.025486683532506+6.828714808894023i
0.03,0,7640,0,0,13000.000000000002,-3.977528625160978E-5-0.011646987848540128i,17.83138795888466+6.836714494670577i
0.03,0,7650,0,0,13000.000000000002,-0.007734528672600051-0.13284603631643865i,7.25249712820678+7.07445084563749i
0.03,0,7660,0,0,13000.000000000002,-5.4418380168616896E-5+0.008193926664934584i,19.35874213001337-6.850730492877934i
0.03,0,7670,0,0,13000.000000000002,-1.3310863496464591E-5+0.002362577112204948i,24.765873865741547-6.846428760856428i
0.03,0,7680,0,0,13000.000000000002,-6.429976704590373E-6+3.6499350293813545E-4i,33.367363103176025-6.9280395855117405i
0.03,0,7690,0,0,13000.000000000002,-4.215144795921993E-6-7.570691742577465E-4i,29.77904170884413+6.846853881241476i
0.03,0,7700,0,0,13000.000000000002,-3.3492076085428762E-6-0.001566579657034057i,26.5653719803959+6.831241619548188i
0.03,0,7710,0,0,13000.000000000002,-3.059948346704672E-6-0.002256612438376776i,24.971200325296742+6.8277940131530785i
0.03,0,7720,0,0,13000.000000000002,-3.1167217751469205E-6-0.0029226065967865185i,23.844633088784125+6.826523962631103i
0.03,0,7730,0,0,13000.000000000002,-3.471868723600344E-6-0.0036320136068766877i,22.899102579714366+6.826039376620063i
0.03,0,7740,0,0,13000.000000000002,-4.187275487798925E-6-0.004453643328559778i,22.012359298053696+6.825968935502247i
0.03,0,7750,0,0,13000.000000000002,-5.461438828830887E-6-0.005482531143110339i,21.1089895362413+6.826210784317797i
0.03,0,7760,0,0,13000.000000000002,-7.77836031176844E-6-0.006881703722524388i,20.121327638146838+6.82679264350484i
0.03,0,7770,0,0,13000.000000000002,-1.2421865314392802E-5-0.008986003250704313i,18.962232097472018+6.827886868035306i
0.03,0,7780,0,0,13000.000000000002,-2.365518450610551E-5-0.012644121840974876i,17.478702008459543+6.830008020190323i
0.03,0,7790,0,0,13000.000000000002,-6.329786828775474E-5-0.020873677567165103i,15.30133850329654+6.835052446225122i
0.03,0,7800,0,0,13000.000000000002,-4.931351022836416E-4-0.058312591076878896i,10.839362964916354+6.858608995237549i
0.03,0,7810,0,0,13000.000000000002,-7.869353472691812E-4+0.07322154515545361i,9.850326539227027-6.868554218513592i
0.03,0,7820,0,0,13000.000000000002,-7.455304990330043E-5+0.022271355848606973i,15.019323787926796-6.836418989649184i
0.03,0,7830,0,0,13000.000000000002,-2.6272311576661148E-5+0.012995255265097148i,17.35882485530619-6.830661229065359i
0.03,0,7840,0,0,13000.000000000002,-1.3397891763278354E-5+0.009077146436034087i,18.91706589093579-6.828291430835842i
0.03,0,7850,0,0,13000.000000000002,-8.16813917928959E-6+0.0069002322475189524i,20.1078182435814-6.827022240746491i
0.03,0,7860,0,0,13000.000000000002,-5.536603455291106E-6+0.005505681516806235i,21.088249691696777-6.826248666575915i
0.03,0,7870,0,0,13000.000000000002,-4.027097689635888E-6+0.0045297878291529385i,21.935495185429676-6.825742356008841i
0.03,0,7880,0,0,13000.000000000002,-3.0809094487054886E-6+0.0038041775688989147i,22.69358615142382-6.825398641165265i
0.03,0,7890,0,0,13000.000000000002,-2.4486188700100384E-6+0.003240144365525527i,23.390476502863496-6.825163443426042i
0.03,0,7900,0,0,13000.000000000002,-2.0052042196700366E-6+0.0027864765415708715i,24.045497587549157-6.825006717235379i
0.03,0,7910,0,0,13000.000000000002,-1.6823603613621833E-6+0.0024115127050363056i,24.673091985719335-6.824911266870824i
0.03,0,7920,0,0,13000.000000000002,-1.4401950772655927E-6+0.0020946042832593946i,25.28490787547688-6.824867582254482i
0.03,0,7930,0,0,13000.000000000002,-1.2541375874538556E-6+0.0018216931306536178i,25.891119641196227-6.824871388508525i
0.03,0,7940,0,0,13000.000000000002,-1.1083839220380195E-6+0.0015828615774841966i,26.501390295723308-6.824922628754432i
0.03,0,7950,0,0,13000.000000000002,-9.923980561626368E-7+0.0013708990475922546i,27.12571647486803-6.8250254119572045i
0.03,0,7960,0,0,13000.000000000002,-8.98942795726244E-7+0.0011804244899199696i,27.775344656207455-6.825188895944216i
0.03,0,7970,0,0,13000.000000000002,-8.229213653490694E-7+0.0010073279820825799i,28.463977933021745-6.825429489078967i
0.03,0,7980,0,0,13000.000000000002,-7.606698954613541E-7+8.4840333874362E-4i,29.209629185319912-6.825775459787993i
0.03,0,7990,0,0,13000.000000000002,-7.095113740733994E-7+7.010990901963455E-4i,30.037832928040174-6.826276723132783i
0.03,0,8000,0,0,13000.000000000002,-6.674669195998481E-7+5.633450110225382E-4i,30.987869264987857-6.827027393855455i
0.03,0,8010,0,0,13000.000000000002,-6.330649639040592E-7+4.334280483915035E-4i,32.1264533295155-6.828225216984185i
0.03,0,8020,0,0,13000.000000000002,-6.052134084919852E-7+3.099011446462979E-4i,33.58345039053652-6.8303637400463915i
0.03,0,8030,0,0,13000.000000000002,-5.831137364049412E-7+1.915141856812581E-4i,35.67387412602961-6.835106865786977i
0.03,0,8040,0,0,13000.000000000002,-5.662043084210596E-7+7.71597825326707E-5i,39.62304691895072-6.853766611141745i
0.03,0,8050,0,0,13000.000000000002,-5.541252089869002E-7-3.417129595691479E-5i,43.156864214874986+6.892321609922336i
0.03,0,8060,0,0,13000.000000000002,-5.467004583973127E-7-1.434289847863548E-4i,36.928006108237845+6.838433679883896i
0.03,0,8070,0,0,13000.000000000002,-5.439360411131625E-7-2.5154040110248886E-4i,34.48851617106336+6.831272527096581i
0.03,0,8080,0,0,13000.000000000002,-5.460346389316286E-7-3.594471412907207E-4i,32.93830212501873+6.8284790077425095i
0.03,0,8090,0,0,13000.000000000002,-5.534308053456206E-7-4.6814699103592397E-4i,31.79083379749081+6.827015948369638i
0.03,0,8100,0,0,13000.000000000002,-5.668543680630854E-7-5.787446889535564E-4i,30.869763034172998+6.826135653511333i
0.03,0,8110,0,0,13000.000000000002,-5.874364335375586E-7-6.925184253838586E-4i,30.090280945566857+6.8255659519676035i
0.03,0,8120,0,0,13000.000000000002,-6.168840159516483E-7-8.11012487767816E-4i,29.40426855030081+6.8251854455410985i
0.03,0,8130,0,0,13000.000000000002,-6.577712242750857E-7-9.361732792612318E-4i,28.78092201297668+6.8249335235687045i
0.03,0,8140,0,0,13000.000000000002,-7.140384291762636E-7-0.0010705587249035884i,28.198311603239873+6.824778785134559i
0.03,0,8150,0,0,13000.000000000002,-7.918822150945908E-7-0.001217676092323249i,27.639022782846435+6.824706496971258i
0.03,0,8160,0,0,13000.000000000002,-9.014235703247519E-7-0.0013825548582522477i,27.087432546620267+6.8247138199996416i
0.03,0,8170,0,0,13000.000000000002,-1.060035956591127E-6-0.0015727749235953515i,26.527497406700242+6.824809380015296i
0.03,0,8180,0,0,13000.000000000002,-1.2995225343213861E-6-0.0018004418254338437i,25.9402697007972+6.825016975930262i
0.03,0,8190,0,0,13000.000000000002,-1.683210616960778E-6-0.0020863167730278236i,25.300145575181947+6.825386205647846i
0.03,0,8200,0,0,13000.000000000002,-2.3523719897617757E-6-0.0024694609414371567i,24.56780360026452+6.826019456841324i
0.03,0,8210,0,0,13000.000000000002,-3.677508083294381E-6-0.003033452864597736i,23.67432023453821+6.827147500309175i
0.03,0,8220,0,0,13000.000000000002,-6.9079991913987356E-6-0.003995760782168586i,22.477558504678463+6.829390696308017i
