% Model,Trumpet_3.mph
% Version,COMSOL 6.1.0.357
% Date,"Jan 15 2024, 11:44"
% Table,Probe Table 1 - 
% freq (Hz),"Total acoustic pressure (Pa), input pressure","Total acoustic velocity, z-component (m^3/s), input velocity","10*log10(abs(acpr.p_t/acpr.v_tz)), impedance"
798.6928104575162,15.359068406414965-0.7908624412873401i,3.600111293928093E-9+6.95631026511574E-8i,39.048478625679294
803.8562091503267,15.357710311880439-0.803884249354647i,3.7192249008325803E-9+7.070197634617936E-8i,38.97726715913451
809.0196078431371,15.356335217180584-0.816857308992045i,3.839825110103675E-9+7.18366034103908E-8i,38.90747141899316
814.1830065359476,15.35494325608623-0.8297826881709597i,3.961900277997951E-9+7.296707690237905E-8i,38.839034958154905
819.346405228758,15.353534522794625-0.8426614269109522i,4.08544220903638E-9+7.409348744380594E-8i,38.77190457904066
824.5098039215685,15.35210907679423-0.8554945250573359i,4.210445731539418E-9+7.521592215448252E-8i,38.70603015351267
829.673202614379,15.350666952406886-0.868282933131398i,4.336907865724482E-9+7.633446385537758E-8i,38.64136444745462
834.8366013071894,15.349208171154935-0.8810275477499985i,4.464826745821859E-9+7.744919067017973E-8i,38.57786294135554
839.9999999999999,15.347732754805383-0.8937292120718517i,4.594200483371492E-9+7.856017606461338E-8i,38.51548364400932
845.1633986928103,15.346240737202317-0.9063887207928417i,4.72502613636881E-9+7.966748928224237E-8i,38.45418690114356
850.3267973856208,15.344732173546664-0.9190068287100629i,4.857298900941251E-9+8.077119609108958E-8i,38.393935203134745
855.4901960784313,15.343207146343381-0.9315842616781698i,4.991011593563812E-9+8.187135973869048E-8i,38.3346929966136
860.6535947712417,15.341665767618636-0.9441217288108694i,5.1261544583749286E-9+8.296804201538977E-8i,38.276426504284004
865.8169934640522,15.340108177202243-0.9566199348862185i,5.2627153173496765E-9+8.406130433543592E-8i,38.219103556404896
870.9803921568626,15.338534537021726-0.9690795917704399i,5.4006800680263215E-9+8.51512087316693E-8i,38.16269343779685
876.1437908496731,15.336945021613737-0.9815014275541231i,5.540033510729546E-9+8.623781865203168E-8i,38.10716675436549
881.3071895424836,15.335339805570815-0.9938861919347335i,5.680760442709836E-9+8.732119942724383E-8i,38.05249532396887
886.470588235294,15.333719049365023-1.0062346565306663i,5.822846893454588E-9+8.840141829809982E-8i,37.99865209550647
891.6339869281045,15.332082885708568-1.0185476094320203i,5.9662813130128876E-9+8.947854393965469E-8i,37.94561109787501
896.797385620915,15.330431408977784-1.0308258443731173i,6.111055493062526E-9+9.055264551733603E-8i,37.89334741598533
901.9607843137254,15.328764669939059-1.0430701461881433i,6.257165025820401E-9+9.162379141939015E-8i,37.84183718617307
907.1241830065359,15.327082677025281-1.0552812751700575i,6.404609192078404E-9+9.269204789350072E-8i,37.79105759978498
912.2875816993463,15.32538540398383-1.0674599532910165i,6.553390294109147E-9+9.375747784704996E-8i,37.74098690260873
917.4509803921568,15.32367280236539-1.0796068547432514i,6.7035125668651036E-9+9.482014002267443E-8i,37.69160438035908
922.6143790849673,15.321944816500961-1.09172260216951i,6.854980872725769E-9+9.588008867112637E-8i,37.642890324793306
927.7777777777777,15.320201398498746-1.1038077687236199i,7.007799394694155E-9+9.693737373117891E-8i,37.5948259802932
932.9411764705882,15.318442521233608-1.1158628851755776i,7.161970504789603E-9+9.799204144931089E-8i,37.54739347424098
938.1045751633986,15.31666818796836-1.1278884508183726i,7.317493926140976E-9+9.904413533089812E-8i,37.500575736259556
943.2679738562091,15.314878437846904-1.1398849467612535i,7.474366254919431E-9+1.0009369729862711E-7i,37.454356411892704
948.4313725490196,15.313073346851883-1.1518528503493992i,7.632580877580131E-9+1.0114076894919835E-7i,37.408719775327704
953.59477124183,15.311253024025657-1.163792649378493i,7.792128300830771E-9+1.0218539279185839E-7i,37.363650645780034
958.7581699346404,15.309417602951829-1.175704854680133i,7.952996894584148E-9+1.032276133445724E-7i,37.319134312198095
963.9215686274508,15.30756722892057-1.187590009366712i,8.11517401084217E-9+1.0426747793928067E-7i,37.275156471798276
969.0849673202613,15.305702042908711-1.1994486930204644i,8.2786473799269E-9+1.0530503708582619E-7i,37.23170318798717
974.2483660130717,15.303822164417936-1.2112815194318873i,8.443406605858727E-9+1.063403442742512E-7i,37.188760872139845
979.4117647058822,15.301927675982029-1.2230891274233269i,8.60944451601682E-9+1.0737345517423185E-7i,37.146316290729295
984.5751633986927,15.300018612352265-1.2348721657474535i,8.7767581027588E-9+1.0840442631863595E-7i,37.104356594385095
989.7385620915031,15.298094956731557-1.2466312744995929i,8.945348850657077E-9+1.0943331348340212E-7i,37.06286936062418
994.9019607843136,15.296156645009763-1.2583670664404214i,9.11522236646102E-9+1.1046017006022953E-7i,37.021842638698466
1000.065359477124,15.294203577207476-1.2700801116730251i,9.286387381073628E-9+1.1148504572199115E-7i,36.98126498482037
1005.2287581699345,15.292235633877713-1.2817709282510161i,9.458854319736864E-9+1.1250798560474812E-7i,36.94112547894423
1010.392156862745,15.29025269450849-1.293439979855777i,9.632633698283074E-9+1.1352903010677666E-7i,36.90141371908048
1015.5555555555554,15.288254655069196-1.305087680346607i,9.8077345942695E-9+1.1454821528554993E-7i,36.86211979378482
1020.7189542483659,15.286241442511965-1.3167144039664924i,9.984163383802728E-9+1.1556557374815443E-7i,36.823234236815786
1025.8823529411764,15.284213024822293-1.3283204996392235i,1.0161922866425816E-8+1.1658113589745665E-7i,36.78474796921864
1031.0457516339868,15.282169415838322-1.339906307708852i,1.0341011846013791E-8+1.1759493139132382E-7i,36.74665223418758
1036.2091503267973,15.280110674405359-1.3514721775681013i,1.052142520538177E-8+1.1860699067876817E-7i,36.70893852960115
1041.3725490196077,15.278036897659439-1.3630184844943498i,1.0703154492464022E-8+1.1961734646653785E-7i,36.67159854325851
1046.5359477124182,15.275948208550709-1.3745456438325159i,1.0886189008355866E-8+1.206260349547611E-7i,36.63462409618964
1051.6993464052287,15.273844738380404-1.3860541203416934i,1.10705173296202E-8+1.2163309665022407E-7i,36.59800710046422
1056.862745098039,15.271726606125648-1.3975444306122442i,1.1256129110137977E-8+1.2263857657590743E-7i,36.561739537730325
1062.0261437908496,15.269593897446974-1.4090171371534845i,1.1443016910207808E-8+1.236425237549412E-7i,36.52581346294253
1067.18954248366,15.267446647048308-1.4204728341324928i,1.1631177732962676E-8+1.24644989966411E-7i,36.490221033934276
1072.3529411764705,15.265284827977872-1.4319121265999972i,1.1820613955657474E-8+1.2564602793461047E-7i,36.454954561989254
1077.516339869281,15.263108350299767-1.4433356067611487i,1.2011333444086531E-8+1.2664568926117286E-7i,36.42000657343597
1082.6797385620914,15.260917069613349-1.4547438316097197i,1.2203348808944984E-8+1.276440224762952E-7i,36.385369869716996
1087.8431372549019,15.258710803759387-1.4661373059943312i,1.2396675949036765E-8+1.2864107156408295E-7i,36.35103757371873
1093.0065359477123,15.256489354531915-1.4775164737250552i,1.2591332158672933E-8+1.2963687518853988E-7i,36.31700315421971
1098.1699346405228,15.25425253066411-1.4888817176136753i,1.2787334124558623E-8+1.3063146669862126E-7i,36.283260425207885
1103.3333333333333,15.252000168772247-1.5002333676816282i,1.2984696101072771E-8+1.316248748445299E-7i,36.24980352182545
1108.4967320261437,15.249732149829931-1.5115717159119548i,1.3183428475435595E-8+1.3261712506418623E-7i,36.21662685730182
1113.6601307189542,15.247448409691401-1.5228970354705194i,1.3383536851718285E-8+1.3360824115897608E-7i,36.18372506667017
1118.8235294117646,15.245148942794618-1.534209602474357i,1.358502172938756E-8+1.3459824719098605E-7i,36.151092942581776
1123.986928104575,15.242833798556156-1.5455097182402757i,1.3787878818742821E-8+1.3558716942156667E-7i,36.11872536877945
1129.1503267973856,15.240503070238395-1.556797729863448i,1.3992100012289713E-8+1.365750381042653E-7i,36.08661725679149
1134.313725490196,15.238156876636157-1.5680740465244851i,1.4197674981656686E-8+1.3756188890471524E-7i,36.0547634926281
1139.4771241830065,15.235795337943753-1.5793391486864243i,1.4404593281238505E-8+1.3854776370064463E-7i,36.023158901025226
1144.640522875817,15.233418548568-1.5905935876651092i,1.4612846717454708E-8+1.3953271054316103E-7i,35.99179823431491
1149.8039215686274,15.231026551027501-1.6018379742647457i,1.482243162267266E-8+1.405167826643987E-7i,35.96067619032997
1154.9673202614379,15.228619315779039-1.6130729571772406i,1.503335061204022E-8+1.4150003659433513E-7i,35.92978745872171
1160.1307189542483,15.226196731235344-1.6242991943574578i,1.5245613451698956E-8+1.42482529665323E-7i,35.89912678856291
1165.2941176470588,15.223758606366651-1.6355173223678212i,1.5459236830270677E-8+1.4346431734080183E-7i,35.868689064970425
1170.4575163398692,15.221304685566412-1.6467279293557144i,1.5674243061728876E-8+1.4444545086121827E-7i,35.83846938009596
1175.6209150326797,15.218834672902258-1.6579315363745208i,1.589065797089459E-8+1.4542597561765482E-7i,35.80846308561422
1180.7843137254902,15.216348261295463-1.669128589721998i,1.610850835005242E-8+1.4640593048599493E-7i,35.7786658186955
1185.9477124183006,15.213845161899373-1.680319464721638i,1.6327819398892687E-8+1.4738534815785373E-7i,35.74907349922429
1191.111111111111,15.211325129734526-1.6915044795429026i,1.654861249134524E-8+1.4836425634710883E-7i,35.71968230089649
1196.2745098039215,15.208787982830462-1.7026839167625956i,1.677090350867438E-8+1.4934267966953575E-7i,35.6904886015301
1201.437908496732,15.206233613189164-1.7138580500929477i,1.6994701885698256E-8+1.5032064197318192E-7i,35.66148891868671
1206.6013071895422,15.203661988553279-1.7250271736828329i,1.7220010458491977E-8+1.5129816889190437E-7i,35.63267983684577
1211.7647058823527,15.20107314432342-1.7361916313598091i,1.7446826170606105E-8+1.5227529039324733E-7i,35.60405793223442
1216.9281045751632,15.198467165458545-1.7473518426567682i,1.7675141652067707E-8+1.5325204304558183E-7i,35.575619702609565
1222.0915032679736,15.19584415912087-1.7585083220231332i,1.7904947604583984E-8+1.5422847169068E-7i,35.54736151046181
1227.254901960784,15.19320422044748-1.7696616873544133i,1.8136235785054736E-8+1.5520463018477402E-7i,35.51927954921266
1232.4183006535945,15.190547395797402-1.7808126548209071i,1.836900220826744E-8+1.5618058094572068E-7i,35.49136984063218
1237.581699346405,15.187873649499863-1.7919620189605534i,1.8603250043555696E-8+1.571563932158549E-7i,35.463628267750664
