% Model,Trumpet_3.mph
% Version,COMSOL 6.1.0.357
% Date,"Jan 12 2024, 16:12"
% Table,Probe Table 1 - 
% freq (Hz),"Total acoustic pressure (Pa), input pressure","Total acoustic velocity, z-component (m^3/s), input velocity","10*log10(abs(acpr.p_t/acpr.v_tz)), impedance"
3674.705882352941,15.095485437194572+2.144013793846815i,2.6180604749470843E-8-1.8433134099392993E-7i,35.628570770359886
3690.1960784313724,13.767196941312083-4.741215168639066i,1.4340314725788464E-7+4.1640366447868675E-7i,30.803774071989928
3705.6862745098038,13.546180341520298-5.011204986270491i,1.6275081899597215E-7+4.399444746103665E-7i,30.496805561723416
3721.176470588235,13.377435143349357-5.2016084236572535i,1.7752186620002623E-7+4.565486399969131E-7i,30.283105055708425
3736.6666666666665,13.234653653744193-5.353280203118079i,1.9001998703417308E-7+4.6977714975977113E-7i,30.11379116844834
3752.156862745098,14.08462331431454-4.304251983134343i,1.1563416440675068E-7+3.783848283782348E-7i,31.31555255556975
3767.6470588235293,13.294823718970857-5.290363650415877i,1.8476893516703067E-7+4.643292189554027E-7i,30.183175653680138
3783.1372549019607,13.200640011575992-5.3882241474394315i,1.9301564090675706E-7+4.7287008158793076E-7i,30.073945676490954
3798.627450980392,13.14286020481672-5.44658358889522i,1.9807733909944073E-7+4.779698567068285E-7i,30.008726516113857
3814.1176470588234,13.077967165848609-5.510668667508025i,2.037613319539259E-7+4.835681783365241E-7i,29.93714121727566
3829.607843137255,12.726799722245342-5.832776744607451i,2.344861433779501E-7+5.116359351781834E-7i,29.577185635522575
3845.098039215686,13.080272553323296-5.508417853790352i,2.035735713742703E-7+4.834051934525277E-7i,29.938997220238956
3860.5882352941176,13.018585414682656-5.56800226173852i,2.0897736188213033E-7+4.886114458129036E-7i,29.872383460518677
3876.078431372549,12.976985775872933-5.607443367635115i,2.1262383079149094E-7+4.920631822549262E-7i,29.82814613067239
3891.5686274509803,12.933567925461219-5.647987851401931i,2.164294247749069E-7+4.956109573960814E-7i,29.78263947347719
3907.0588235294117,12.855610719074917-5.719237546505595i,2.232566340932626E-7+5.018326927349695E-7i,29.702779505497272
3922.549019607843,12.925863875029382-5.655116865252496i,2.1711801571108577E-7+4.962652377958705E-7i,29.77404690725305
3938.0392156862745,12.869978822392309-5.706252621117939i,2.2201455663134402E-7+5.007353918285509E-7i,29.71664671760842
3953.529411764706,12.836455222244904-5.736447310825162i,2.2495485157883477E-7+5.033817488167718E-7i,29.682571631631916
3969.0196078431372,12.799598456830616-5.769237001466592i,2.281868211243304E-7+5.06254064929144E-7i,29.645546194363583
3984.5098039215686,12.755913142978912-5.807559064758061i,2.320162551373684E-7+5.096081099288454E-7i,29.60225375880135
4000,12.806378633269656-5.763236699432643i,2.2760882967778594E-7+5.057652505259878E-7i,29.65163131368203
