% Model,Trumpet_3.mph
% Version,COMSOL 6.1.0.357
% Date,"Jan 12 2024, 16:12"
% Table,Probe Table 1 - 
% freq (Hz),"Total acoustic pressure (Pa), input pressure","Total acoustic velocity, z-component (m^3/s), input velocity","10*log10(abs(acpr.p_t/acpr.v_tz)), impedance"
870.9803921568628,15.33886809120703-0.968346159768986i,5.3715811320921995E-9+8.508731469132909E-8i,38.166116367762456
886.4705882352941,15.333991381940267-1.0060693715952815i,5.799108661769657E-9+8.838702852219072E-8i,37.99950564730741
901.9607843137255,15.32902151463691-1.0430871148698988i,6.234784867828106E-9+9.162528231401512E-8i,37.841911485111126
917.4509803921569,15.323913347107052-1.0797894590165669i,6.682560744038332E-9+9.4836063570838E-8i,37.691018844204216
932.9411764705883,15.318634388525115-1.116427361713713i,7.145279319590035E-9+9.804123873554245E-8i,37.545350305177415
948.4313725490196,15.313719804222705-1.1494654160901687i,7.576129204328463E-9+1.0093276249263083E-7i,37.41789308663772
963.9215686274509,15.307912711917-1.187292789438164i,8.085053632717451E-9+1.0424159599197717E-7i,37.27641113514758
979.4117647058823,15.30224557878064-1.2230544386537665i,8.581740726886184E-9+1.0737044889085708E-7i,37.146613828736044
994.9019607843137,15.296454306623902-1.258523725392348i,9.089292338523909E-9+1.1047383702873536E-7i,37.02148168978506
1010.3921568627451,15.290506058173472-1.2939156776359513i,9.610580906041522E-9+1.135704962125808E-7i,36.900000114733274
1025.8823529411766,15.283716229638934-1.333134707488841i,1.0205475505964452E-8+1.1700062322698932E-7i,36.769190892187524
1041.372549019608,15.278502331003748-1.3624618963373085i,1.0662565367554547E-8+1.1956887033730724E-7i,36.67358138153648
1056.8627450980393,15.272132491994734-1.3974296131390689i,1.1220753134745602E-8+1.2262859390023272E-7i,36.562311996678446
1072.3529411764707,15.265664109915438-1.4320358151728496i,1.1787569588864673E-8+1.256568279293923E-7i,36.454802105643154
1087.8431372549019,15.259044879595036-1.4665744127961373i,1.2367588946636173E-8+1.286791813238504E-7i,36.34996970533753
1103.3333333333333,15.252099343955305-1.5019305906166982i,1.2976152780850781E-8+1.3177278134709917E-7i,36.245107660376874
1118.8235294117646,15.245848675374436-1.5330256907012854i,1.3523974739800355E-8+1.3449511878583372E-7i,36.15472314258919
1134.313725490196,15.238696337888015-1.5678193534697245i,1.4150649121039204E-8+1.375397264119146E-7i,36.05574495533807
1149.8039215686274,15.231521096357426-1.6019331993325i,1.4779340768099918E-8+1.4052511103043673E-7i,35.96070245568193
1165.2941176470588,15.224207895276269-1.635938736219262i,1.5420109793808917E-8+1.4350106887954519E-7i,35.86786111244069
1180.7843137254902,15.216632785110754-1.6703986272139992i,1.608379287438535E-8+1.46516625417418E-7i,35.77564503414092
1196.2745098039215,15.21021123413653-1.6990371445762296i,1.664664330651436E-8+1.490249709017237E-7i,35.7002331904646
1211.764705882353,15.201830113031116-1.7356684462246263i,1.73808261243343E-8+1.5222974557209472E-7i,35.605736087960764
1227.2549019607843,15.193884543132327-1.7696594175724505i,1.807694817809885E-8+1.5520447651276023E-7i,35.519663413634156
1242.7450980392157,15.185806323079397-1.8035253514560963i,1.8784684545609752E-8+1.5816832356665143E-7i,35.43544054459472
1258.235294117647,15.177480461966473-1.8377393560866933i,1.951408775324754E-8+1.6116250905062204E-7i,35.351857003968625
1273.7254901960785,15.163792683792355-1.8925640737814096i,2.071221860775465E-8+1.6595252617355616E-7i,35.22139415751303
1289.2156862745098,15.161285116993273-1.9024259257418628i,2.0933057368579933E-8+1.6682491908935656E-7i,35.1976537484803
1304.7058823529412,15.152406619252742-1.936913932346552i,2.171082808786453E-8+1.6984301147003275E-7i,35.117481351216426
1320.1960784313726,15.143438990746207-1.9710951248074067i,2.2496409699215292E-8+1.7283438201602754E-7i,35.039315523642095
1335.686274509804,15.134206899234389-2.005634009328758i,2.3305128629929648E-8+1.7585692945873395E-7i,34.961607148397434
1351.1764705882354,15.123910707380242-2.0434162103803666i,2.4206880268598308E-8+1.791620785950187E-7i,34.878078750571134
1366.6666666666667,15.116660403571275-2.069576879001671i,2.4842415282208053E-8+1.8145465347813924E-7i,34.8208407346181
1382.1568627450981,15.106436768732383-2.1058714088874004i,2.573786752420734E-8+1.8463020423543827E-7i,34.74281403281608
1397.6470588235295,15.096145891336022-2.1417343332153926i,2.6639217590654425E-8+1.8776816010404586E-7i,34.666908543174685
1413.137254901961,15.085903398080116-2.176793741774579i,2.7536359862135863E-8+1.9083611682760794E-7i,34.59380205123548
1428.6274509803923,15.074643929917112-2.214639227264144i,2.8522411382103647E-8+1.9414683453385168E-7i,34.516138575634926
1444.1176470588234,15.067905397181674-2.2369555333491595i,2.9113341458825065E-8+1.9610451274400023E-7i,34.47060647537312
1459.6078431372548,15.054706935741791-2.2799749755977374i,3.026891269853337E-8+1.9986605766166346E-7i,34.3846527504234
1475.0980392156862,15.04287003402904-2.317813552328723i,3.1305499793590765E-8+2.031762064175194E-7i,34.310164895738346
1490.5882352941176,15.030677962958716-2.35609010935318i,3.237315011519644E-8+2.0652452641618975E-7i,34.235926182558956
1506.078431372549,15.017490493304331-2.3967337942293745i,3.352781764116152E-8+2.1007910177578285E-7i,34.15831179996928
1521.5686274509803,15.1042492565889-2.113549844764555i,2.5945747693309406E-8+1.8541840462346528E-7i,34.72036378753893
1537.0588235294117,14.99457581151925-2.4655960192210213i,3.553480615462352E-8+2.1610569642365128E-7i,34.02923016411569
1552.549019607843,14.979546607769961-2.509621721555877i,3.685049946256433E-8+2.19954971491435E-7i,33.94855825539028
1568.0392156862745,14.964066020713611-2.5540839545156455i,3.820565847423812E-8+2.238422878631436E-7i,33.868345911333186
1583.5294117647059,14.946942976296736-2.6022716034848603i,3.9704370582541326E-8+2.280541978063345E-7i,33.782836375812124
1599.0196078431372,14.919444352222751-2.6776152160381725i,4.2109783178867165E-8+2.3463213200245656E-7i,33.652235163633534
1614.5098039215686,14.919964319416831-2.676212851465309i,4.206676164632377E-8+2.345234170939983E-7i,33.65394731782286
1630,14.896530400238793-2.7386036950313257i,4.4117015646070164E-8+2.399728248128012E-7i,33.548013775538024
1645.4901960784314,14.87295466003305-2.7997716773177452i,4.6179653318850134E-8+2.453156789861328E-7i,33.44612373519174
1660.9803921568628,14.84448490742145-2.8716433287627408i,4.866991776563093E-8+2.515910846172594E-7i,33.32889553922366
1676.4705882352941,14.801153679482251-2.977182631343943i,5.24586434326755E-8+2.607997356593786E-7i,33.1614220837682
1691.9607843137255,14.817933318877193-2.9368393330276352i,5.099524653551087E-8+2.572984344921169E-7i,33.22394531472356
1707.450980392157,14.75400186752638-3.0872411070298242i,5.658385421190492E-8+2.704156435379412E-7i,32.991275009699564
1722.9411764705883,14.690447151939079-3.2285675795849818i,6.213912192877194E-8+2.827419480189077E-7i,32.7807979296553
1738.4313725490197,14.596830941773767-3.4239922547506323i,7.0319903072265E-8+2.9978097513612983E-7i,32.50153947909194
1753.921568627451,14.38852401990666-3.814924171609725i,8.851604780398371E-8+3.3385074582948914E-7i,31.977036090912282
1769.4117647058824,14.823365078084276-2.9236398486005766i,5.0534049323534756E-8+2.5621646330851384E-7i,33.24160042458212
1784.9019607843138,14.043009897966108-4.36534367883037i,1.1869186191801521E-7+3.818235434258802E-7i,31.295008536480513
1800.3921568627452,11.086275969653956-6.915427322830056i,3.7666398068831673E-7+6.038384387257559E-7i,28.304726002673448
1815.8823529411766,14.819490932168637+2.9330613472564306i,5.032132256423556E-8-2.542518874121246E-7i,33.52994620120871
1831.372549019608,15.341632521307831-0.9462834719525673i,5.17872299060382E-9+8.396011069233861E-8i,38.40424785352763
1846.862745098039,15.10209368871108-2.1210867553079424i,2.6173509980946963E-8+1.8635484800677177E-7i,34.69390998304876
1862.3529411764705,15.248568648393416-1.5195760463011845i,1.3348580467188938E-8+1.3394969347401708E-7i,36.1844969075173
1877.8431372549019,15.120279537553927-2.056563051442508i,2.4585661450584507E-8+1.8075889941119004E-7i,34.83145835189109
1893.3333333333333,15.05729430910809-2.271611861468878i,3.009925402707239E-8+1.9951178018465132E-7i,34.385212312066905
1908.8235294117646,15.00894903527119-2.4226563932610716i,3.433069101562868E-8+2.12687029507139E-7i,34.094613381388164
1924.313725490196,14.961242732966253-2.562099524402802i,3.850556274826926E-8+2.2485116809838265E-7i,33.8405368356556
1939.8039215686274,14.991036057348708-2.4760438627863834i,3.59019940997335E-8+2.1736613642790157E-7i,33.995069079139014
1955.2941176470588,14.935370029661385-2.634277991002101i,4.0773004329646044E-8+2.3116767059674929E-7i,33.71308220453946
1970.7843137254902,14.907062502355531-2.7107655905926795i,4.325096822314844E-8+2.378460494066319E-7i,33.58184080453434
1986.2745098039215,14.883053384435266-2.7737599168553446i,4.535297970929357E-8+2.433486813530189E-7i,33.47604587359346
2001.764705882353,14.858708320462275-2.8359998558787787i,4.7484332620172666E-8+2.4878557265524004E-7i,33.373509037128
2017.2549019607843,14.9672910743894-2.544893011523359i,3.7990446465769006E-8+2.2343338903618042E-7i,33.868379073258595
2032.7450980392157,14.833088897997502-2.899834956211308i,4.972977043503531E-8+2.5437520303003E-7i,33.26980559523618
2048.235294117647,14.81228310818897-2.95049639704412i,5.155167764729752E-8+2.5880324571107885E-7i,33.189147309008945
2063.7254901960787,14.793838290539643-2.994571473128335i,5.3167161011659015E-8+2.626574083910144E-7i,33.119837847302044
2079.2156862745096,14.775379910697419-3.03792677977923i,5.478384630700273E-8+2.6644886491108533E-7i,33.05246498134653
2094.7058823529414,14.746540111668727-3.1042346004520867i,5.730818652740164E-8+2.722402073703692E-7i,32.951191606248706
2110.1960784313724,14.751089454666534-3.0938871185436985i,5.691335522315648E-8+2.7135249667969625E-7i,32.96629553387698
2125.6862745098038,14.732218548517608-3.136543047032077i,5.856618517066026E-8+2.7508305371532293E-7i,32.901715433724924
2141.176470588235,14.715730867837108-3.1732507606676643i,6.001067364120349E-8+2.782953472973216E-7i,32.846631756100294
2156.6666666666665,14.699249590002758-3.2094400098532043i,6.145462987414567E-8+2.814624795004631E-7i,32.79281231884542
2172.156862745098,14.680559559846776-3.2498904952985797i,6.309171892491006E-8+2.8500090656905646E-7i,32.733277372514664
2187.6470588235293,14.676944579594842-3.2576439850392713i,6.341086750793778E-8+2.856904537242848E-7i,32.72153315829056
2203.1372549019607,14.657271582212138-3.299450277143719i,6.513396305580145E-8+2.8934704436920446E-7i,32.66073848870556
2218.627450980392,14.641211351663845-3.3331044045354137i,6.654123248404699E-8+2.922933488292687E-7i,32.61213541097045
2234.1176470588234,14.62565823149849-3.365302075665362i,6.790419903625072E-8+2.951127670735203E-7i,32.565966325453516
2249.607843137255,14.609160039655256-3.3990450933212277i,6.934982180605387E-8+2.9806684456081713E-7i,32.51796468488368
2265.098039215686,14.614724658870227-3.3877105679222814i,6.886659492197698E-8+2.97093362257317E-7i,32.533404359252714
2280.5882352941176,14.583964632833524-3.4497870852992456i,7.155916433303036E-8+3.0251615418099486E-7i,32.44621604835349
2296.078431372549,14.567970542716816-3.4815198727530383i,7.296081876544765E-8+3.0529512896533843E-7i,32.40186718094793
2311.5686274509803,14.552522145941152-3.5118286175988893i,7.431480028355033E-8+3.07950043882542E-7i,32.35976639940695
2327.0588235294117,14.53665643104803-3.5426161016697852i,7.570530099082376E-8+3.106466856496154E-7i,32.31728116958815
2342.549019607843,14.512046618245842-3.589710416014883i,7.786028120325405E-8+3.1476411732000645E-7i,32.25306085936428
2358.0392156862745,14.510833913389895-3.5920107745131284i,7.796982270449437E-8+3.149787733236089E-7i,32.24949266287321
2373.529411764706,14.4943523626555-3.623089285689496i,7.941427159407041E-8+3.1770081947870723E-7i,32.20730632620255
2389.0196078431372,14.478792713107282-3.652118474628654i,8.077815957656061E-8+3.2024432843029294E-7i,32.168104228924825
2404.5098039215686,14.462990254763653-3.6812990660868787i,8.216331212980698E-8+3.228010442236762E-7i,32.12892218440237
2420,14.44515647804627-3.7138745383589153i,8.37260895777157E-8+3.2565356011714863E-7i,32.085492237994664
2435.4901960784314,14.437528484716026-3.727694987205984i,8.439666305094824E-8+3.2687202976505314E-7i,32.066883219074306
2450.9803921568628,14.419704199095179-3.7597307718323365i,8.595868831224098E-8+3.2967755778976987E-7i,32.024532502133
2466.470588235294,14.403612005174793-3.788348727886173i,8.736932263284067E-8+3.3218531733759755E-7i,31.986860718909735
2481.9607843137255,14.387840098449075-3.8161230087062012i,8.875199435550435E-8+3.346195864997504E-7i,31.95047095508629
2497.450980392157,14.37101039324251-3.8454675051612255i,9.022718359108697E-8+3.3719067744042726E-7i,31.912242794611878
2512.9411764705883,14.367210060768-3.8520527002617895i,9.056330316592224E-8+3.377788679509558E-7i,31.903343956865527
2528.4313725490197,14.343639851434666-3.8925633616460833i,9.262787135110611E-8+3.4132285166025997E-7i,31.851117497215366
2543.921568627451,14.327131343089386-3.9206032904952917i,9.407509870133432E-8+3.437803305617858E-7i,31.81504066417456
2559.4117647058824,14.3109274744432-3.9478649834628703i,9.54957327926268E-8+3.461700214771103E-7i,31.78011339437016
2574.901960784314,14.294183881047143-3.9757689750460115i,9.696359360685358E-8+3.4861568805502107E-7i,31.744533988194963
2590.392156862745,14.263449907411589-4.026304175406904i,9.9654612686097E-8+3.530330829878236E-7i,31.680853943409534
2605.8823529411766,14.265995472772003-4.022151594798233i,9.943618268834493E-8+3.5268589426024224E-7i,31.68559547563709
2621.372549019608,14.24867860140102-4.050284999299754i,1.0095428681046799E-7+3.551515970961731E-7i,31.650146412814586
2636.8627450980393,14.232036634779295-4.077069707755991i,1.0241342768872336E-7+3.5749981217797716E-7i,31.616517210719383
2652.3529411764707,14.215034860991807-4.104183324373053i,1.0390406770310758E-7+3.598766984474763E-7i,31.582617577520537
2667.843137254902,14.195310339308907-4.135328716809241i,1.0563279338619982E-7+3.626048584795968E-7i,31.54390703304495
2683.3333333333335,14.186999835778224-4.148353062434962i,1.0636365813987726E-7+3.6375428461662864E-7i,31.52752280831788
2698.823529411765,14.168148980745519-4.177684617450315i,1.0801608804880721E-7+3.6632445192256606E-7i,31.49126803708654
2714.3137254901962,14.150620729762739-4.204698824024802i,1.095529281425143E-7+3.6869274134970956E-7i,31.457975396385265
2729.8039215686276,14.13350510032164-4.230840593089708i,1.1105373697497614E-7+3.709850379400313E-7i,31.425861539909484
2745.294117647059,14.114852477253416-4.259068876535814i,1.1268896765164734E-7+3.734591292899436E-7i,31.391344355404335
2760.7843137254904,14.109213256488605-4.267550284747792i,1.1318648410880415E-7+3.742128704964157E-7i,31.38070689406185
2776.274509803922,14.085408171329531-4.303087552620603i,1.1527228458395445E-7+3.773237609859475E-7i,31.337589913162052
2791.764705882353,14.067281148380742-4.329864983746666i,1.1686169617965943E-7+3.796715005679938E-7i,31.30512769553917
2807.2549019607845,14.049430293424559-4.3559998793552355i,1.1842700772944924E-7+3.819632773268204E-7i,31.27353874101848
2822.745098039216,14.030734069647677-4.383127438188698i,1.2006627603706352E-7+3.843415491713474E-7i,31.240871780956102
2838.235294117647,13.970807294340998-4.468442220420885i,1.2531032485557163E-7+3.9178897570785324E-7i,31.139683966505206
2853.725490196078,14.000421088537239-4.426589444156242i,1.227259846517276E-7+3.881578550045721E-7i,31.188591601535137
2869.2156862745096,13.981138308112104-4.453908570499284i,1.2441667501046663E-7+3.905528624180451E-7i,31.15596819659297
2884.705882352941,13.962591344269844-4.4799497379632225i,1.2604307876533414E-7+3.928365502988973E-7i,31.124944817797644
2900.1960784313724,13.943419405856616-4.506630018381081i,1.27724172843698E-7+3.9517593034308056E-7i,31.093261466102994
2915.6862745098038,13.919038343994771-4.540216082514477i,1.2986076024900813E-7+3.9811693285865774E-7i,31.053608666987426
2931.176470588235,13.913548979240165-4.547725704413569i,1.3034564489728622E-7+3.9878625765599347E-7i,31.044451529212477
2946.6666666666665,13.892095202695037-4.576893815762106i,1.322263911860161E-7+4.0134241444250334E-7i,31.010100619779088
2962.156862745098,13.869216074174082-4.607686299017383i,1.3423181053019665E-7+4.0404008941925856E-7i,30.973966592157936
2977.6470588235293,13.852702639338421-4.629713839091826i,1.356807035220276E-7+4.05974214629989E-7i,30.94807149391613
2993.1372549019607,13.830326541907466-4.659302146200136i,1.3764224145998708E-7+4.08567009740754E-7i,30.913507522933074
3008.627450980392,13.827734309239375-4.6627108247639475i,1.3787402922961214E-7+4.0887919409583286E-7i,30.909185172623843
3024.1176470588234,13.799868550852187-4.699106687693394i,1.4031566030488928E-7+4.1206505757884503E-7i,30.866899748027553
3039.607843137255,13.778794330595572-4.726336793576975i,1.4216352085372213E-7+4.1445246090350515E-7i,30.835252841811595
3055.098039215686,13.758077830003687-4.752861559694138i,1.4398015543983168E-7+4.16778431190984E-7i,30.80448534373626
3070.5882352941176,13.73548221619016-4.781522186297223i,1.4596114375393546E-7+4.1929047198241497E-7i,30.771345966011058
3086.078431372549,13.998260897193768-4.4296624782120375i,1.2298649268648545E-7+3.886519616165205E-7i,31.179149214461937
3101.5686274509803,13.704223674195097-4.82071551434385i,1.487050517639182E-7+4.2273543933299074E-7i,30.725905211967643
3117.0588235294117,13.680633723267244-4.849950542852795i,1.507731399232243E-7+4.252975539381785E-7i,30.692285232681026
3132.549019607843,13.65870427222466-4.876868195488974i,1.5269609224576383E-7+4.2765780905014827E-7i,30.661361814135503
3148.0392156862745,13.6348748495112-4.905839430784466i,1.5478522748663099E-7+4.3019695917684206E-7i,30.628171514456966
3163.529411764706,13.594913965050626-4.953785355125051i,1.5828490386689882E-7+4.3438895627775284E-7i,30.573626357303432
3179.0196078431372,13.605564853759613-4.941083257549865i,1.5735926818603265E-7+4.3329804762424984E-7i,30.58758387451154
3194.5098039215686,13.577520058780724-4.974410312653198i,1.5981715589083367E-7+4.3621665754542973E-7i,30.54962017465974
3210,13.554942094890292-5.000965213384514i,1.6179708514462343E-7+4.3854536608007065E-7i,30.51934694559421
3225.4901960784314,13.526886080832695-5.033626784039374i,1.6425606677092403E-7+4.4140600775986076E-7i,30.48225775440132
3240.9803921568628,13.492358775752697-5.073320393288903i,1.6728094601971577E-7+4.4487916494115523E-7i,30.437345615115902
3256.470588235294,13.509135565608098-5.054101698658969i,1.658198643008791E-7+4.4322080556978745E-7i,30.45852958021359
3271.9607843137255,13.466861752884578-5.102284343616828i,1.695222412396695E-7+4.4743343041432726E-7i,30.404155874032213
3287.450980392157,13.437159981668119-5.135659192815078i,1.7212536229044657E-7+4.503562139082466E-7i,30.36644591450619
3302.9411764705883,13.40784677027153-5.1682187692764385i,1.746945662808318E-7+4.532079776143752E-7i,30.329695600921998
3318.4313725490197,13.37027820283988-5.2094092853604215i,1.7798567480147216E-7+4.5681148434686937E-7i,30.283360436976505
3333.921568627451,13.501687510983347-5.062649703949449i,1.6650061287726963E-7+4.4404400401282087E-7i,30.447112669527066
3349.4117647058824,13.346127351660062-5.235575033254358i,1.8010982664544474E-7+4.591221916270312E-7i,30.253459516797193
3364.901960784314,13.306783542457103-5.2776868330768245i,1.8355636134897693E-7+4.6280593100063264E-7i,30.206189025583114
3380.392156862745,13.269410363057203-5.3171108891832715i,1.8683063760494947E-7+4.662555380996467E-7i,30.16195208522679
3395.8823529411766,13.220985549775-5.36737538832304i,1.910713175498256E-7+4.706492364589361E-7i,30.10569242411122
3411.372549019608,12.985771900620534-5.599162027894017i,2.1164331011130444E-7+4.908505479401822E-7i,29.847646882165225
3426.8627450980393,13.21291912566366-5.375660211908135i,1.9178965957248816E-7+4.714027972706121E-7i,30.095762548247126
3442.3529411764707,13.14584960066519-5.443594596122589i,1.9766087103198173E-7+4.773353409479947E-7i,30.019899819616455
3457.843137254902,13.093750235754271-5.495221414492877i,2.0222310052765136E-7+4.818475126817537E-7i,29.96216558596233
3473.3333333333335,13.004948606371046-5.580996352244116i,2.0999446409877152E-7+4.893332732835115E-7i,29.866424853401753
3488.823529411765,12.752580905204438-5.810458346495902i,2.3206576792070632E-7+5.093294374138203E-7i,29.609829836804707
3504.3137254901962,13.086061648328922-5.502757483334909i,2.0291574797023902E-7+4.825522468320496E-7i,29.952722881925006
3519.8039215686276,12.904519490845654-5.674766679733004i,2.1879660291068952E-7+4.975473329812152E-7i,29.76089884061171
3535.294117647059,12.734916199437603-5.825771954397209i,2.3363246650282383E-7+5.107116972087496E-7i,29.59157041184042
3550.7843137254904,12.475309452743412-6.040398962861643i,2.563353269955937E-7+5.294124688785849E-7i,29.348281116536423
3566.274509803922,10.757639745972082-7.06688327226736i,4.064375986963292E-7+6.187040449856318E-7i,28.04158727787266
3581.764705882353,13.14529367877558-5.444150691511583i,1.9776968771549824E-7+4.775291451489955E-7i,30.016117833480074
3597.2549019607845,12.280827473592463-6.189185702269809i,2.733602094655345E-7+5.424121576058296E-7i,29.175857037104574
3612.745098039216,9.434376922732145-7.502128810537438i,5.220419997201328E-7+6.564991243470573E-7i,27.221469165583795
3628.235294117647,15.27671308966644-1.3723770461786409i,1.1012564073634457E-8+1.2258714338232711E-7i,37.29769720233388
3643.725490196078,13.956040475231653-4.489093179280559i,1.2685786443334642E-7+3.9438555180914176E-7i,31.097411464457437
3659.2156862745096,13.337721503497516-5.244625463176772i,1.8097093828156323E-7+4.602311436676096E-7i,30.23642429258646
